spec,outcome,variable,mean_abs_shap,mean_abs_shap_sd,mean_shap,median_shap,mean_abs_shap_ci,median_ale_delta,direction_flag,mean_abs_shap_share
minimal118,substitution_share,wgi_regulatory_quality_score,0.007573350579993855,0.0005096868463524592,-0.0008290100221057808,0.0014719609729141798,0.0009989862188508202,0.01677944783104387,positive,0.1435849825643058
minimal118,both_share,goods_trade_openness,0.0007086008144608935,7.108678123951234e-05,5.754731657757633e-05,0.00012181271235896742,0.00013933009122944417,-5.111788869899736e-05,negative,0.008971918593423223
minimal118,both_share,internet_users_pct,0.022882681803164318,0.0005847880837182148,0.0010975059032724587,0.018547106813234272,0.0011461846440877009,0.06786744193133208,positive,0.28972808688258633
minimal118,both_share,log_gdp_per_capita,0.030073711329741393,0.001121864239545194,-0.00010302287974467659,0.01637954741199158,0.00219885390950858,0.0966570674320302,positive,0.38077699650659985
minimal118,both_share,wgi_government_effectiveness_score,0.014488206757082034,0.0009672071526337164,0.00012165468315671517,0.007925043694286687,0.0018957260191620842,0.05054115058134568,positive,0.18344180381463288
minimal118,both_share,wgi_regulatory_quality_score,0.010826652610351425,0.00048701737034573966,-0.0010103768502639522,0.004512027812011682,0.0009545540458776497,0.03027102736985563,positive,0.13708119420275772
minimal118,augmentation_share,goods_trade_openness,0.0005544983492614855,2.3848427903843383e-05,-9.145427206340651e-05,-0.00017393377560410015,4.674291869153303e-05,0.0018296481027495347,positive,0.029020525400167904
minimal118,augmentation_share,internet_users_pct,0.004646642237556427,0.0001583028602775349,0.000627578907273345,0.00359665708036074,0.00031027360614396837,0.010268618688502896,positive,0.2431891803827695
minimal118,augmentation_share,log_gdp_per_capita,0.0075105360703436345,0.00031444630696573524,-0.00027247688797184835,0.0043751370116042795,0.000616314761652841,0.02353242747730375,positive,0.3930754763987605
minimal118,augmentation_share,wgi_government_effectiveness_score,0.002390029961116548,0.00027656060582639103,0.0003439719929580509,0.0010231319427101934,0.0005420587874197264,0.002189515137330631,positive,0.1250859002305829
minimal118,augmentation_share,wgi_regulatory_quality_score,0.004005402629932737,0.00014405255853449414,-0.0005267177702117974,-0.0004990736326826338,0.0002823430147276085,0.011709785323160733,positive,0.20962891758771926
minimal118,substitution_within_exposed,goods_trade_openness,0.0015429839244074193,9.414432995633963e-05,-0.00022130421279063333,-0.000338784467794297,0.0001845228867144257,-0.0030967921439581047,negative,0.050507583949880114
minimal118,substitution_within_exposed,internet_users_pct,0.0067587182232183894,0.00011166108056751627,7.546401634018926e-05,-0.0023542540454103414,0.00021885571791233188,-0.018624498649253217,negative,0.22123790316473238
minimal118,substitution_within_exposed,log_gdp_per_capita,0.009422960390977522,0.00034013047129393314,0.00017461653176050994,-0.0038024951444373166,0.000666655723736109,-0.04212012391575284,negative,0.30844842611466156
minimal118,substitution_within_exposed,wgi_government_effectiveness_score,0.00780602618225702,0.0003616032889861801,-0.00016807823961495033,8.354933924797152e-06,0.000708742446412913,-0.02991853677415358,negative,0.25552017521292386
minimal118,substitution_within_exposed,wgi_regulatory_quality_score,0.005018860549573156,0.0002670047448563449,0.0001260571999467924,-0.0014196636965809494,0.000523329299918436,-0.02399913573357488,negative,0.16428591155780206
minimal118,both_within_exposed,goods_trade_openness,0.0030995848427112374,0.00010038259382445025,0.00018096876523817656,3.994735592980377e-05,0.0001967498838959225,-0.003392705021012106,negative,0.14665941749188405
minimal118,both_within_exposed,internet_users_pct,0.003655323952464343,0.00018226984279467442,-0.00019861509708910327,-0.0007608028907107433,0.0003572488918775619,0.009310273788034047,positive,0.17295467258241934
minimal118,both_within_exposed,log_gdp_per_capita,0.007555066962879711,0.00024129195139066268,-0.00043408806612841395,-0.0014471539258546873,0.00047293222472569884,0.020084720476224067,positive,0.357474234813627
minimal118,both_within_exposed,wgi_government_effectiveness_score,0.003968753000991125,0.0001959905582980308,0.00022916608776237722,0.0015078437158438612,0.00038414149426414037,0.02715287878777608,positive,0.1877848269465003
minimal118,both_within_exposed,wgi_regulatory_quality_score,0.002855848861124241,0.0001383199584437229,0.00016757812648868965,-8.376819350463186e-05,0.0002711071185496969,0.013668069207358089,positive,0.13512684816556939
minimal118,augmentation_within_exposed,goods_trade_openness,0.0009550413898388333,4.9694598400896924e-05,1.4898083357282606e-05,-2.2195322113484418e-05,9.740141286575796e-05,0.0027638643265853386,positive,0.04539675328841338
minimal118,augmentation_within_exposed,internet_users_pct,0.0051634173882965624,0.00010312344327340134,0.0004112013146972793,0.002581020464332141,0.00020212194881586663,0.007169492938817442,positive,0.24543688660567795
minimal118,augmentation_within_exposed,log_gdp_per_capita,0.006684111129141255,0.00020542284587020886,-0.00042419895144646077,0.0040340998043982305,0.0004026287779056094,0.025550462852402114,positive,0.3177212496865396
minimal118,augmentation_within_exposed,wgi_government_effectiveness_score,0.0033580661289783287,8.430555936371417e-05,0.00041502347352760747,0.0002076119721596184,0.00016523889635287978,-0.00036715790535297305,negative,0.15962166792491814
minimal118,augmentation_within_exposed,wgi_regulatory_quality_score,0.004877022400930848,0.00012032194985520587,-0.0003495873647816403,0.0006587881221847857,0.0002358310217162035,0.018122100177116882,positive,0.23182344249445086
