iso3,ilostat_year,sex,isco_major,employment_value,employment_share
CMR,2021,SEX_M,5,418.112,0.08638015557071968
CMR,2021,SEX_M,6,1819.241,0.37584742987675945
CMR,2021,SEX_M,7,694.376,0.14345511945262046
CMR,2021,SEX_M,8,369.803,0.07639972225269509
CMR,2021,SEX_M,9,134.556,0.02779869559585412
COD,2020,SEX_F,1,334.86,0.022418756611277
COD,2020,SEX_F,2,388.857,0.026033836348298815
COD,2020,SEX_F,3,318.642,0.021332967341965374
COD,2020,SEX_F,4,36.36,0.0024342889278684576
COD,2020,SEX_F,5,1674.332,0.11209592544488038
COD,2020,SEX_F,6,11655.104,0.7803050225620288
COD,2020,SEX_F,7,220.615,0.014770094934590203
COD,2020,SEX_F,8,14.883,0.000996411499270249
COD,2020,SEX_F,9,292.947,0.01961269632982071
COD,2020,SEX_M,0,12.447,0.0007948830148309192
COD,2020,SEX_M,1,463.488,0.029598998857391586
COD,2020,SEX_M,2,1058.385,0.06758996221192436
COD,2020,SEX_M,3,576.2,0.03679694650482652
COD,2020,SEX_M,4,118.952,0.0075964428681744595
COD,2020,SEX_M,5,1146.358,0.07320804234880235
COD,2020,SEX_M,6,10953.226,0.6994884956217892
COD,2020,SEX_M,7,486.786,0.03108684207097966
COD,2020,SEX_M,8,526.79,0.0336415540598361
COD,2020,SEX_M,9,316.276,0.02019783244144483
COK,2023,SEX_F,1,0.764,0.1833013435700576
COK,2023,SEX_F,2,0.587,0.14083493282149712
COK,2023,SEX_F,3,0.62,0.14875239923224567
COK,2023,SEX_F,4,0.384,0.09213051823416507
COK,2023,SEX_F,5,1.382,0.331573896353167
COK,2023,SEX_F,6,0.076,0.018234165067178502
COK,2023,SEX_F,7,0.146,0.03502879078694817
COK,2023,SEX_F,9,0.209,0.05014395393474088
COK,2023,SEX_M,1,0.451,0.10468895078922935
COK,2023,SEX_M,2,0.454,0.10538532961931292
COK,2023,SEX_M,3,0.474,0.11002785515320335
COK,2023,SEX_M,4,0.063,0.014623955431754876
COK,2023,SEX_M,5,0.837,0.19428969359331477
COK,2023,SEX_M,6,0.254,0.058960074280408545
COK,2023,SEX_M,7,0.89,0.20659238625812443
COK,2023,SEX_M,8,0.258,0.059888579387186634
COK,2023,SEX_M,9,0.627,0.14554317548746518
COL,2025,SEX_F,0,2.052,0.00020742817268819936
COL,2025,SEX_F,1,602.425,0.060896645678210765
COL,2025,SEX_F,2,1376.821,0.13917712677813807
COL,2025,SEX_F,3,730.924,0.07388607684890323
COL,2025,SEX_F,4,819.651,0.08285512142887684
COL,2025,SEX_F,5,3122.953,0.31568637143329936
COL,2025,SEX_F,6,227.447,0.02299167426579575
COL,2025,SEX_F,7,537.6,0.05434375518380896
COL,2025,SEX_F,8,283.13,0.02862043788168123
COL,2025,SEX_F,9,2189.578,0.22133536232859755
COL,2025,SEX_M,0,17.063,0.0012245475604282607
COL,2025,SEX_M,1,762.628,0.054730953344328884
COL,2025,SEX_M,2,1268.142,0.09100979853347099
COL,2025,SEX_M,3,927.784,0.06658358048434469
COL,2025,SEX_M,4,605.813,0.0434769285134927
COL,2025,SEX_M,5,2032.201,0.14584344938462593
COL,2025,SEX_M,6,1060.25,0.07609016884159078
COL,2025,SEX_M,7,1969.243,0.14132518968179275
COL,2025,SEX_M,8,1822.581,0.13079980760903123
COL,2025,SEX_M,9,3468.421,0.24891557604689377
COM,2021,SEX_F,1,0.817,0.01177165581234511
COM,2021,SEX_F,2,4.911,0.07075961039709526
COM,2021,SEX_F,3,1.835,0.026439398305573167
COM,2021,SEX_F,4,5.844,0.08420263961731313
COM,2021,SEX_F,5,15.384,0.22165869402339924
COM,2021,SEX_F,6,30.381,0.4377413405567403
COM,2021,SEX_F,7,2.862,0.04123681632182583
COM,2021,SEX_F,9,7.37,0.10618984496570803
COM,2021,SEX_M,0,3.465,0.03297016984632951
COM,2021,SEX_M,1,0.781,0.0074313716161568105
COM,2021,SEX_M,2,8.861,0.08431419192159476
COM,2021,SEX_M,3,3.569,0.03395975070174604
COM,2021,SEX_M,4,7.244,0.06892811265997431
COM,2021,SEX_M,5,10.831,0.10305913697131167
COM,2021,SEX_M,6,40.205,0.38255863742328367
COM,2021,SEX_M,7,8.741,0.0831723678576526
COM,2021,SEX_M,8,5.704,0.05427470383938341
COM,2021,SEX_M,9,15.694,0.1493315571625672
CPV,2019,SEX_F,1,3.252,0.03581537241599577
CPV,2019,SEX_F,2,8.979,0.09888875428143482
CPV,2019,SEX_F,3,4.696,0.05171863126245884
CPV,2019,SEX_F,4,5.566,0.06130023458408133
CPV,2019,SEX_F,5,30.064,0.33110496811638895
CPV,2019,SEX_F,6,3.938,0.043370521701780865
CPV,2019,SEX_F,7,5.994,0.06601394288483353
CPV,2019,SEX_F,8,1.093,0.012037577506360203
CPV,2019,SEX_F,9,27.217,0.29974999724666573
CPV,2019,SEX_M,0,0.353,0.0030566210915514294
CPV,2019,SEX_M,1,3.813,0.033016703178712754
CPV,2019,SEX_M,2,8.069,0.06986933594257362
CPV,2019,SEX_M,3,6.51,0.05636998103682665
CPV,2019,SEX_M,4,5.642,0.04885398356524977
CPV,2019,SEX_M,5,19.206,0.1663044325335319
CPV,2019,SEX_M,6,13.342,0.115528154684077
CPV,2019,SEX_M,7,25.932,0.22454475395499057
CPV,2019,SEX_M,8,11.503,0.09960428446491812
CPV,2019,SEX_M,9,21.117,0.1828517495475681
CRI,2025,SEX_F,1,13.926,0.016359163880620163
CRI,2025,SEX_F,2,172.969,0.20319030714253833
CRI,2025,SEX_F,3,93.071,0.10933245307577187
CRI,2025,SEX_F,4,87.254,0.10249910133847707
CRI,2025,SEX_F,5,235.31,0.27642358557724617
CRI,2025,SEX_F,6,5.689,0.0066829874563297505
CRI,2025,SEX_F,7,45.052,0.052923528015919825
CRI,2025,SEX_F,8,21.763,0.025565451926894772
CRI,2025,SEX_F,9,176.232,0.20702342158620224
CRI,2025,SEX_M,1,18.155,0.01359642980445256
CRI,2025,SEX_M,2,137.928,0.10329542109989162
CRI,2025,SEX_M,3,141.155,0.10571214811608377
CRI,2025,SEX_M,4,87.777,0.06573692200195165
CRI,2025,SEX_M,5,197.271,0.14773788509799837
CRI,2025,SEX_M,6,53.012,0.0397011256840341
CRI,2025,SEX_M,7,205.859,0.15416950939767554
CRI,2025,SEX_M,8,175.748,0.13161913221002083
CRI,2025,SEX_M,9,318.372,0.23843142658789152
CUW,2020,SEX_F,1,3.076,0.11286830807617511
CUW,2020,SEX_F,2,5.267,0.1932631269951932
CUW,2020,SEX_F,3,3.512,0.12886654680218693
CUW,2020,SEX_F,4,4.138,0.15183649506476352
CUW,2020,SEX_F,5,6.953,0.25512787583018387
CUW,2020,SEX_F,7,0.576,0.02113528785821744
CUW,2020,SEX_F,8,0.292,0.010714416761457454
CUW,2020,SEX_F,9,3.439,0.12618794261182256
CUW,2020,SEX_M,0,0.154,0.006414528490503165
CUW,2020,SEX_M,1,2.957,0.12316727757414193
CUW,2020,SEX_M,2,2.402,0.10004998333888704
CUW,2020,SEX_M,3,2.93,0.1220426524491836
CUW,2020,SEX_M,4,1.713,0.07135121626124624
CUW,2020,SEX_M,5,4.392,0.18293902032655782
CUW,2020,SEX_M,6,0.098,0.004081972675774741
CUW,2020,SEX_M,7,5.045,0.21013828723758746
CUW,2020,SEX_M,8,1.67,0.06956014661779406
CUW,2020,SEX_M,9,2.647,0.11025491502832387
CYM,2015,SEX_F,1,1.641,0.08643666052146431
CYM,2015,SEX_F,2,3.523,0.18556755333157757
CYM,2015,SEX_F,3,2.915,0.1535422702133263
CYM,2015,SEX_F,4,2.214,0.11661838293389518
CYM,2015,SEX_F,5,5.236,0.2757966815907295
CYM,2015,SEX_F,6,0.053,0.0027916776402422965
CYM,2015,SEX_F,7,0.139,0.007321569660258099
CYM,2015,SEX_F,8,0.169,0.008901764550961287
CYM,2015,SEX_F,9,3.095,0.16302343955754545
CYM,2015,SEX_M,1,2.225,0.11131122117164442
CYM,2015,SEX_M,2,2.858,0.1429786382510381
CYM,2015,SEX_M,3,2.568,0.12847065886237433
CYM,2015,SEX_M,4,0.91,0.04552503877132424
CYM,2015,SEX_M,5,3.205,0.1603381860023013
CYM,2015,SEX_M,6,0.687,0.03436890289659313
CYM,2015,SEX_M,7,4.454,0.22282255240382212
CYM,2015,SEX_M,8,1.365,0.06828755815698635
CYM,2015,SEX_M,9,1.717,0.08589724348391617
CZE,2024,SEX_F,1,73.041,0.031134417083797068
CZE,2024,SEX_F,2,566.972,0.24167717751447257
CZE,2024,SEX_F,3,430.34,0.18343649522653344
CZE,2024,SEX_F,4,282.586,0.1204549552448882
CZE,2024,SEX_F,5,548.214,0.23368140259822193
CZE,2024,SEX_F,6,21.781,0.009284357258282114
CZE,2024,SEX_F,7,86.31,0.036790453834182515
CZE,2024,SEX_F,8,168.541,0.07184219533851181
CZE,2024,SEX_F,9,168.204,0.07169854590111037
CZE,2024,SEX_M,0,3.904,0.00137193927341337
CZE,2024,SEX_M,1,193.978,0.0681675298099843
CZE,2024,SEX_M,2,479.896,0.1686445106439505
CZE,2024,SEX_M,3,436.569,0.15341858520870943
CZE,2024,SEX_M,4,75.85,0.026655121385349416
CZE,2024,SEX_M,5,238.042,0.08365245095334668
CZE,2024,SEX_M,6,51.495,0.018096314775722717
CZE,2024,SEX_M,7,755.918,0.2656438503278914
CZE,2024,SEX_M,8,507.855,0.17846983086561147
CZE,2024,SEX_M,9,102.1,0.03587986675602077
DJI,2017,SEX_F,0,0.359,0.018081998589704846
DJI,2017,SEX_F,1,0.423,0.02130553037171351
DJI,2017,SEX_F,2,2.085,0.10501662133575099
DJI,2017,SEX_F,3,2.089,0.10521809207212653
DJI,2017,SEX_F,4,1.732,0.08723682885060945
DJI,2017,SEX_F,5,10.193,0.5133978039689735
DJI,2017,SEX_F,6,0.116,0.005842651354890703
DJI,2017,SEX_F,7,0.38,0.01913971995567644
DJI,2017,SEX_F,9,2.477,0.12476075350055404
DJI,2017,SEX_M,0,7.784,0.12978091967054586
DJI,2017,SEX_M,1,3.014,0.05025175897829204
DJI,2017,SEX_M,2,7.901,0.1317316349328087
DJI,2017,SEX_M,3,8.252,0.1375837807195972
DJI,2017,SEX_M,4,8.59,0.14321918036613426
DJI,2017,SEX_M,5,9.808,0.1635266264296909
DJI,2017,SEX_M,6,1.422,0.023708693187502086
DJI,2017,SEX_M,7,6.406,0.10680582880389476
DJI,2017,SEX_M,8,0.8,0.013338224015472341
DJI,2017,SEX_M,9,6.001,0.1000533528960619
DNK,2024,SEX_F,0,1.613,0.0011493499367964417
DNK,2024,SEX_F,1,24.26,0.017286565075438114
DNK,2024,SEX_F,2,485.118,0.34567287206374225
DNK,2024,SEX_F,3,224.204,0.15975750355208274
DNK,2024,SEX_F,4,144.241,0.10277953145285529
DNK,2024,SEX_F,5,351.134,0.2502020091178436
DNK,2024,SEX_F,6,10.597,0.007550936937527522
DNK,2024,SEX_F,7,14.618,0.01041611740613167
DNK,2024,SEX_F,8,18.098,0.012895806048445134
DNK,2024,SEX_F,9,129.519,0.09228930840913722
DNK,2024,SEX_M,0,11.42,0.007170142071781786
DNK,2024,SEX_M,1,61.933,0.038885149643753184
DNK,2024,SEX_M,2,398.381,0.2501268273816549
DNK,2024,SEX_M,3,299.785,0.18822250796752216
DNK,2024,SEX_M,4,69.998,0.04394882703507719
DNK,2024,SEX_M,5,227.663,0.14294010985009253
DNK,2024,SEX_M,6,34.645,0.02175215167047986
DNK,2024,SEX_M,7,196.095,0.1231198782457136
DNK,2024,SEX_M,8,116.636,0.07323088359757797
DNK,2024,SEX_M,9,176.16,0.11060352253634671
DOM,2025,SEX_F,0,7.957,0.0036486108499974783
DOM,2025,SEX_F,1,53.41,0.02449067556847622
DOM,2025,SEX_F,2,290.685,0.1332909947130221
DOM,2025,SEX_F,3,177.771,0.08151529463552867
DOM,2025,SEX_F,4,294.173,0.13489038577055526
DOM,2025,SEX_F,5,730.206,0.3348293998156665
DOM,2025,SEX_F,6,9.185,0.004211699215436325
DOM,2025,SEX_F,7,69.114,0.03169160365548897
DOM,2025,SEX_F,8,49.804,0.022837176671267362
DOM,2025,SEX_F,9,498.525,0.2285941591045611
DOM,2025,SEX_M,0,33.742,0.01140270661365094
DOM,2025,SEX_M,1,89.439,0.030224843720536018
DOM,2025,SEX_M,2,169.984,0.057444066179089606
DOM,2025,SEX_M,3,167.914,0.056744534358502276
DOM,2025,SEX_M,4,150.718,0.05093335117646382
DOM,2025,SEX_M,5,570.168,0.19268147781673076
DOM,2025,SEX_M,6,208.51,0.07046346855587568
DOM,2025,SEX_M,7,707.935,0.2392381929504765
DOM,2025,SEX_M,8,455.278,0.15385577208374646
DOM,2025,SEX_M,9,405.434,0.13701158654492784
ECU,2025,SEX_F,0,2.267,0.0006640578887411576
ECU,2025,SEX_F,1,35.003,0.010253206122455553
ECU,2025,SEX_F,2,350.97,0.10280740944485404
ECU,2025,SEX_F,3,163.507,0.047895065379091516
ECU,2025,SEX_F,4,117.82,0.03451226310166881
ECU,2025,SEX_F,5,945.184,0.27686673644107734
ECU,2025,SEX_F,6,447.009,0.1309395027738404
ECU,2025,SEX_F,7,199.617,0.05847253796949434
ECU,2025,SEX_F,8,31.666,0.009275719940395897
ECU,2025,SEX_F,9,1120.816,0.32831350093838085
ECU,2025,SEX_M,0,29.071,0.005916690089060728
ECU,2025,SEX_M,1,46.107,0.00938395067030109
ECU,2025,SEX_M,2,273.765,0.05571816113073888
ECU,2025,SEX_M,3,214.54,0.04366436282574003
ECU,2025,SEX_M,4,122.035,0.02483723556184947
ECU,2025,SEX_M,5,631.779,0.12858314291825865
ECU,2025,SEX_M,6,1338.326,0.2723834811369505
ECU,2025,SEX_M,7,700.066,0.14248128939109034
ECU,2025,SEX_M,8,514.632,0.1047407400472464
ECU,2025,SEX_M,9,1043.068,0.21229094622876388
EGY,2024,SEX_F,1,137.754,0.027890246613483383
EGY,2024,SEX_F,2,1445.182,0.2925975462154794
EGY,2024,SEX_F,3,532.665,0.10784556682471018
EGY,2024,SEX_F,4,402.366,0.08146469045458465
EGY,2024,SEX_F,5,921.178,0.18650552139985335
EGY,2024,SEX_F,6,913.294,0.18490929403585155
EGY,2024,SEX_F,7,100.566,0.020361009777803696
EGY,2024,SEX_F,8,234.183,0.047413662199902576
EGY,2024,SEX_F,9,251.958,0.05101246247833128
EGY,2024,SEX_M,1,956.928,0.038294870438345584
EGY,2024,SEX_M,2,2144.93,0.08583698716028854
EGY,2024,SEX_M,3,1465.354,0.058641341434581766
EGY,2024,SEX_M,4,1000.484,0.040037918375925616
EGY,2024,SEX_M,5,4541.995,0.1817640512730461
EGY,2024,SEX_M,6,4225.262,0.169088856066564
EGY,2024,SEX_M,7,5666.51,0.22676551034935719
EGY,2024,SEX_M,8,3547.992,0.14198549311576905
EGY,2024,SEX_M,9,1438.957,0.05758497178612232
ESP,2025,SEX_F,0,10.488,0.0010132765506860484
ESP,2025,SEX_F,1,340.172,0.03286501819221725
ESP,2025,SEX_F,2,2573.558,0.24863901346591205
ESP,2025,SEX_F,3,1048.004,0.10125075116563516
ESP,2025,SEX_F,4,1500.379,0.14495603144944533
ESP,2025,SEX_F,5,2825.767,0.27300566731526155
ESP,2025,SEX_F,6,87.172,0.0084219435046152
ESP,2025,SEX_F,7,201.164,0.019435046152003074
ESP,2025,SEX_F,8,233.263,0.0225362250231388
ESP,2025,SEX_F,9,1530.613,0.1478770271810855
ESP,2025,SEX_M,0,85.211,0.00717836282681133
ESP,2025,SEX_M,1,602.056,0.050718527068790674
ESP,2025,SEX_M,2,1936.086,0.16310016044771028
ESP,2025,SEX_M,3,1600.163,0.13480126504839632
ESP,2025,SEX_M,4,678.676,0.057173165082548105
ESP,2025,SEX_M,5,1841.628,0.155142809919082
ESP,2025,SEX_M,6,350.948,0.02956463458172985
ESP,2025,SEX_M,7,2216.372,0.18671207209380808
ESP,2025,SEX_M,8,1411.302,0.11889119731260615
ESP,2025,SEX_M,9,1148.092,0.09671780561851726
EST,2024,SEX_F,1,20.535,0.05806998939554613
EST,2024,SEX_F,2,112.872,0.31918557794273594
EST,2024,SEX_F,3,54.772,0.15488723930717568
EST,2024,SEX_F,4,30.922,0.08744291268999646
EST,2024,SEX_F,5,68.819,0.19461010957935668
EST,2024,SEX_F,6,3.013,0.008520325203252032
EST,2024,SEX_F,7,11.956,0.03380982679392011
EST,2024,SEX_F,8,15.794,0.04466313184870979
EST,2024,SEX_F,9,34.942,0.09881088723930717
EST,2024,SEX_M,0,2.274,0.006493932998832007
EST,2024,SEX_M,1,31.109,0.08883894532131263
EST,2024,SEX_M,2,62.542,0.17860314758704987
EST,2024,SEX_M,3,45.077,0.12872780025872926
EST,2024,SEX_M,4,17.009,0.04857313385098224
EST,2024,SEX_M,5,19.893,0.056809062948885276
EST,2024,SEX_M,6,6.374,0.018202431369637295
EST,2024,SEX_M,7,86.415,0.24677802114954614
EST,2024,SEX_M,8,53.424,0.1525645895029029
EST,2024,SEX_M,9,26.056,0.07440893501212259
ETH,2021,SEX_F,0,7.914,0.0005124955600231446
ETH,2021,SEX_F,1,49.582,0.003210835842439671
ETH,2021,SEX_F,2,310.692,0.020119821902288455
ETH,2021,SEX_F,3,180.143,0.011665717420931176
ETH,2021,SEX_F,4,123.539,0.008000150238779284
ETH,2021,SEX_F,5,2561.843,0.16590007113676683
ETH,2021,SEX_F,6,6403.701,0.41469147462923567
ETH,2021,SEX_F,7,480.014,0.031084791982429836
ETH,2021,SEX_F,8,39.66,0.00256830602862243
ETH,2021,SEX_F,9,5284.997,0.3422463352584836
ETH,2021,SEX_M,0,62.011,0.0029362153140596466
ETH,2021,SEX_M,1,145.402,0.006884771719451399
ETH,2021,SEX_M,2,648.963,0.030728340114787544
ETH,2021,SEX_M,3,293.262,0.013885929519468484
ETH,2021,SEX_M,4,76.026,0.00359982431289124
ETH,2021,SEX_M,5,1839.022,0.0870775275240296
ETH,2021,SEX_M,6,12373.428,0.5858807111805071
ETH,2021,SEX_M,7,540.979,0.025615307354899513
ETH,2021,SEX_M,8,581.487,0.027533357538607695
ETH,2021,SEX_M,9,4558.784,0.2158580154212977
FIN,2024,SEX_F,1,31.805,0.025284424937335487
FIN,2024,SEX_F,2,340.248,0.2704912754623023
FIN,2024,SEX_F,3,276.298,0.2196521314678799
FIN,2024,SEX_F,4,87.6,0.06964048497124944
FIN,2024,SEX_F,5,352.365,0.28012408090061997
FIN,2024,SEX_F,6,20.985,0.016682712067598967
FIN,2024,SEX_F,7,23.532,0.0187075330176192
FIN,2024,SEX_F,8,31.409,0.02496961178609559
FIN,2024,SEX_F,9,93.647,0.07444774538929905
FIN,2024,SEX_M,0,8.72,0.006567991136224806
FIN,2024,SEX_M,1,52.008,0.0391729452996307
FIN,2024,SEX_M,2,349.152,0.2629847753664178
FIN,2024,SEX_M,3,205.193,0.15455341802928632
FIN,2024,SEX_M,4,36.988,0.027859731209482007
FIN,2024,SEX_M,5,161.814,0.12187992175654595
FIN,2024,SEX_M,6,45.398,0.03419422724797405
FIN,2024,SEX_M,7,230.392,0.17353355663498915
FIN,2024,SEX_M,8,155.776,0.11733203982070589
FIN,2024,SEX_M,9,82.21,0.06192139349874326
FJI,2024,SEX_F,1,6.027,0.0566958910295003
FJI,2024,SEX_F,2,15.021,0.14130230282962072
FJI,2024,SEX_F,3,10.108,0.09508579169175196
FJI,2024,SEX_F,4,9.957,0.09366533714629742
FJI,2024,SEX_F,5,23.105,0.21734835942203493
FJI,2024,SEX_F,6,13.732,0.12917670078266105
FJI,2024,SEX_F,7,8.83,0.08306366646598434
FJI,2024,SEX_F,8,5.856,0.05508729680915111
FJI,2024,SEX_F,9,13.668,0.12857465382299818
FJI,2024,SEX_M,1,10.903,0.05125155710155828
FJI,2024,SEX_M,2,17.969,0.08446658988882882
FJI,2024,SEX_M,3,13.609,0.06397160786894493
FJI,2024,SEX_M,4,10.013,0.047067948386490234
FJI,2024,SEX_M,5,30.365,0.14273626812701246
FJI,2024,SEX_M,6,63.173,0.2969563071426892
FJI,2024,SEX_M,7,24.596,0.11561802242226243
FJI,2024,SEX_M,8,20.539,0.09654734763908149
FJI,2024,SEX_M,9,21.568,0.10138435142313207
GBR,2025,SEX_F,0,6.682,0.0004030642777739005
GBR,2025,SEX_F,1,2259.309,0.13628356036412353
GBR,2025,SEX_F,2,4528.147,0.2731419186185355
GBR,2025,SEX_F,3,2505.604,0.15114029731328885
GBR,2025,SEX_F,4,2009.476,0.12121340805806442
GBR,2025,SEX_F,5,3358.49,0.20258715149070142
GBR,2025,SEX_F,6,58.799,0.003546808810060996
GBR,2025,SEX_F,7,153.548,0.00926215410410459
GBR,2025,SEX_F,8,184.217,0.011112135896239843
GBR,2025,SEX_F,9,1513.729,0.09130950106710695
GBR,2025,SEX_M,0,23.515,0.0013431259198113557
GBR,2025,SEX_M,1,3287.774,0.18779053701390006
GBR,2025,SEX_M,2,4037.407,0.23060795196801218
GBR,2025,SEX_M,3,2310.901,0.13199366494654396
GBR,2025,SEX_M,4,1008.956,0.0576293836083005
GBR,2025,SEX_M,5,1726.541,0.09861628614573752
GBR,2025,SEX_M,6,294.704,0.016832854819140368
GBR,2025,SEX_M,7,1932.393,0.11037410697690943
GBR,2025,SEX_M,8,1291.058,0.07374243945480796
GBR,2025,SEX_M,9,1594.417,0.09106964914683659
GEO,2024,SEX_F,0,0.233,0.00026432187825084713
GEO,2024,SEX_F,1,36.105,0.04095854684226109
GEO,2024,SEX_F,2,171.216,0.19423233779655386
GEO,2024,SEX_F,3,67.159,0.07618709451265512
GEO,2024,SEX_F,4,38.406,0.04356886719357097
GEO,2024,SEX_F,5,140.334,0.1591989118560274
GEO,2024,SEX_F,6,319.33,0.36225710464310307
GEO,2024,SEX_F,7,21.579,0.024479836097746913
GEO,2024,SEX_F,8,8.908,0.010105490521281315
GEO,2024,SEX_F,9,78.231,0.08874748865854945
GEO,2024,SEX_M,0,10.16,0.010811293971426687
GEO,2024,SEX_M,1,54.856,0.058372474615805345
GEO,2024,SEX_M,2,67.031,0.0713279376179825
GEO,2024,SEX_M,3,66.499,0.07076183442971487
GEO,2024,SEX_M,4,25.618,0.027260209543307955
GEO,2024,SEX_M,5,107.011,0.11387080503704144
GEO,2024,SEX_M,6,293.006,0.3117887796645519
GEO,2024,SEX_M,7,131.442,0.13986792344412072
GEO,2024,SEX_M,8,100.703,0.10715843866186826
GEO,2024,SEX_M,9,83.432,0.08878030301418025
GHA,2024,SEX_F,0,4.39,0.00016581430935186286
GHA,2024,SEX_F,1,445.995,0.0168456384736638
GHA,2024,SEX_F,2,1379.27,0.05209628757625146
GHA,2024,SEX_F,3,201.337,0.007604682369470618
GHA,2024,SEX_F,4,385.69,0.014567863547589975
GHA,2024,SEX_F,5,11002.2,0.4155631422211995
GHA,2024,SEX_F,6,8280.353,0.3127564951901197
GHA,2024,SEX_F,7,3246.408,0.12261979507844246
GHA,2024,SEX_F,8,102.208,0.0038604895057483372
GHA,2024,SEX_F,9,1427.548,0.05391979172816245
GHA,2024,SEX_M,0,58.247,0.0026619842579737735
GHA,2024,SEX_M,1,473.71,0.021649330658141296
GHA,2024,SEX_M,2,1437.322,0.06568799316083884
GHA,2024,SEX_M,3,499.585,0.02283186096313677
GHA,2024,SEX_M,4,361.852,0.0165372350115255
GHA,2024,SEX_M,5,2961.786,0.13535851988063094
GHA,2024,SEX_M,6,9220.732,0.42140270625088033
GHA,2024,SEX_M,7,3150.553,0.14398548405775483
GHA,2024,SEX_M,8,2195.229,0.10032559686589024
GHA,2024,SEX_M,9,1522.03,0.0695592888932275
GIN,2019,SEX_F,0,2.828,0.0019837219758937095
GIN,2019,SEX_F,1,5.95,0.004173672474033795
GIN,2019,SEX_F,2,51.814,0.036345321944468406
GIN,2019,SEX_F,3,9.896,0.006941624000510661
GIN,2019,SEX_F,4,9.221,0.00646814014841439
GIN,2019,SEX_F,5,641.346,0.44987699941708875
GIN,2019,SEX_F,6,544.382,0.38186086869906977
GIN,2019,SEX_F,7,69.541,0.04878006008685447
GIN,2019,SEX_F,8,3.204,0.002247470017950299
GIN,2019,SEX_F,9,87.421,0.0613221212357157
GIN,2019,SEX_M,0,29.722,0.016851518178797778
GIN,2019,SEX_M,1,19.498,0.011054804570695076
GIN,2019,SEX_M,2,121.427,0.06884561260671818
GIN,2019,SEX_M,3,27.549,0.015619489748593632
GIN,2019,SEX_M,4,27.912,0.015825300296299156
GIN,2019,SEX_M,5,369.004,0.20921464282514954
GIN,2019,SEX_M,6,709.704,0.40238173264132615
GIN,2019,SEX_M,7,275.492,0.15619603142834793
GIN,2019,SEX_M,8,99.168,0.056225400536808356
GIN,2019,SEX_M,9,84.282,0.04778546716726445
GMB,2023,SEX_F,1,3.718,0.011556094301210624
GMB,2023,SEX_F,2,15.656,0.04866116524468895
GMB,2023,SEX_F,3,4.866,0.015124248216700078
GMB,2023,SEX_F,4,2.997,0.009315119585994684
GMB,2023,SEX_F,5,126.777,0.3940416802648142
GMB,2023,SEX_F,6,116.253,0.3613315306074875
GMB,2023,SEX_F,7,13.351,0.041496884081619966
GMB,2023,SEX_F,8,1.929,0.005995617511305888
GMB,2023,SEX_F,9,36.188,0.11247766018617807
GMB,2023,SEX_M,0,1.985,0.006589058511503467
GMB,2023,SEX_M,1,8.412,0.02792300261902628
GMB,2023,SEX_M,2,22.185,0.07364144235652614
GMB,2023,SEX_M,3,12.432,0.04126709088917436
GMB,2023,SEX_M,4,2.553,0.008474491879026876
GMB,2023,SEX_M,5,59.428,0.1972667855020796
GMB,2023,SEX_M,6,42.053,0.13959177712053164
GMB,2023,SEX_M,7,82.517,0.27390898800691765
GMB,2023,SEX_M,8,28.116,0.0933289516924088
GMB,2023,SEX_M,9,41.576,0.13800841142280512
GNB,2022,SEX_F,0,1.221,0.0034529273527839754
GNB,2022,SEX_F,1,0.412,0.001165115535910727
GNB,2022,SEX_F,2,8.502,0.02404323370464321
GNB,2022,SEX_F,3,1.433,0.004052452822718621
GNB,2022,SEX_F,4,3.223,0.009114483913204546
GNB,2022,SEX_F,5,76.368,0.21596491079230679
GNB,2022,SEX_F,6,143.802,0.4066649133374621
GNB,2022,SEX_F,7,7.878,0.022278592698797835
GNB,2022,SEX_F,8,0.203,0.0005740739169657224
GNB,2022,SEX_F,9,110.571,0.31268929592520633
GNB,2022,SEX_M,0,6.092,0.01702327426976245
GNB,2022,SEX_M,1,1.658,0.004633057902046314
GNB,2022,SEX_M,2,19.791,0.05530328645319578
GNB,2022,SEX_M,3,5.887,0.01645042935425009
GNB,2022,SEX_M,4,6.551,0.018305888007421837
GNB,2022,SEX_M,5,38.429,0.10738466955231472
GNB,2022,SEX_M,6,137.803,0.385071940938292
GNB,2022,SEX_M,7,36.796,0.10282147078630649
GNB,2022,SEX_M,8,18.313,0.051173214330623724
GNB,2022,SEX_M,9,86.543,0.2418327684057866
GRD,2023,SEX_F,0,0.938,0.04083409516346697
GRD,2023,SEX_F,1,0.5,0.021766575247050626
GRD,2023,SEX_F,2,2.144,0.09333507465935309
GRD,2023,SEX_F,3,1.324,0.05763789125419006
GRD,2023,SEX_F,4,1.692,0.07365809063601932
GRD,2023,SEX_F,5,5.942,0.2586739802359496
GRD,2023,SEX_F,6,0.222,0.009664359409690479
GRD,2023,SEX_F,7,0.248,0.01079622132253711
GRD,2023,SEX_F,9,9.961,0.43363371207174256
GRD,2023,SEX_M,0,1.105,0.037863212719298246
GRD,2023,SEX_M,1,0.609,0.020867598684210526
GRD,2023,SEX_M,2,1.126,0.0385827850877193
GRD,2023,SEX_M,3,1.52,0.052083333333333336
GRD,2023,SEX_M,4,0.534,0.018297697368421056
GRD,2023,SEX_M,5,3.504,0.12006578947368422
GRD,2023,SEX_M,6,2.649,0.09076891447368422
