iso3,ilostat_year,sex,isco_major,employment_value,employment_share
GRD,2023,SEX_M,7,4.864,0.16666666666666669
GRD,2023,SEX_M,8,1.23,0.04214638157894737
GRD,2023,SEX_M,9,12.043,0.4126576206140351
GTM,2024,SEX_F,1,23.336,0.007130392749097013
GTM,2024,SEX_F,2,248.74,0.07600333786468937
GTM,2024,SEX_F,3,166.087,0.050748437629382734
GTM,2024,SEX_F,4,139.002,0.04247252540752413
GTM,2024,SEX_F,5,1124.231,0.34351253731188225
GTM,2024,SEX_F,6,195.934,0.05986828817713293
GTM,2024,SEX_F,7,617.531,0.1886886597849943
GTM,2024,SEX_F,8,58.253,0.01779939873213697
GTM,2024,SEX_F,9,699.637,0.21377642234316022
GTM,2024,SEX_M,1,33.494,0.007785065801401097
GTM,2024,SEX_M,2,197.9,0.04599822422216747
GTM,2024,SEX_M,3,191.678,0.04455203447426284
GTM,2024,SEX_M,4,156.703,0.036422737394069274
GTM,2024,SEX_M,5,667.937,0.15524970132532528
GTM,2024,SEX_M,6,716.73,0.16659073899319904
GTM,2024,SEX_M,7,886.986,0.20616362258677834
GTM,2024,SEX_M,8,381.417,0.08865338397244289
GTM,2024,SEX_M,9,1069.495,0.24858449123035367
GUY,2019,SEX_F,0,0.172,0.001778163735797951
GUY,2019,SEX_F,1,5.237,0.05414095049054575
GUY,2019,SEX_F,2,15.414,0.1593524175790094
GUY,2019,SEX_F,3,5.312,0.054916312584643696
GUY,2019,SEX_F,4,7.992,0.08262258474707689
GUY,2019,SEX_F,5,38.594,0.3989909954615472
GUY,2019,SEX_F,6,4.013,0.04148704111486731
GUY,2019,SEX_F,7,3.983,0.041176896277228134
GUY,2019,SEX_F,8,0.917,0.009480093870504193
GUY,2019,SEX_F,9,15.095,0.15605454413877948
GUY,2019,SEX_M,0,1.576,0.010969964848780149
GUY,2019,SEX_M,1,5.955,0.04145059687467372
GUY,2019,SEX_M,2,6.995,0.048689659972853516
GUY,2019,SEX_M,3,8.243,0.05737653569066927
GUY,2019,SEX_M,4,3.638,0.02532279956844047
GUY,2019,SEX_M,5,23.73,0.16517593011519857
GUY,2019,SEX_M,6,17.28,0.12027981763129504
GUY,2019,SEX_M,7,23.048,0.16042877527581526
GUY,2019,SEX_M,8,20.544,0.14299933873942855
GUY,2019,SEX_M,9,32.656,0.2273065812828455
HKG,2024,SEX_F,1,165.123,0.08758772139208477
HKG,2024,SEX_F,2,224.291,0.11897275133538082
HKG,2024,SEX_F,3,274.12,0.1454040090599025
HKG,2024,SEX_F,4,325.651,0.17273807439941016
HKG,2024,SEX_F,5,392.781,0.20834646170493787
HKG,2024,SEX_F,7,14.03,0.0074420627721816434
HKG,2024,SEX_F,8,4.722,0.0025047341703664807
HKG,2024,SEX_F,9,484.512,0.25700418516573575
HKG,2024,SEX_M,1,272.577,0.15145682532820728
HKG,2024,SEX_M,2,226.09,0.1256264235003481
HKG,2024,SEX_M,3,335.92,0.18665322739721765
HKG,2024,SEX_M,4,113.824,0.06324606142909295
HKG,2024,SEX_M,5,306.323,0.17020771783757413
HKG,2024,SEX_M,7,219.282,0.12184357290461027
HKG,2024,SEX_M,8,146.664,0.08149353698197644
HKG,2024,SEX_M,9,179.021,0.09947263462097314
HND,2025,SEX_F,1,40.138,0.024891397032604144
HND,2025,SEX_F,2,139.645,0.08660020774871707
HND,2025,SEX_F,3,91.289,0.056612455620843084
HND,2025,SEX_F,4,63.915,0.039636594781476256
HND,2025,SEX_F,5,704.117,0.43665493558239404
HND,2025,SEX_F,6,41.767,0.025901613928466224
HND,2025,SEX_F,7,185.074,0.11477279422024465
HND,2025,SEX_F,8,51.493,0.03193314832328181
HND,2025,SEX_F,9,295.087,0.18299685276197267
HND,2025,SEX_M,0,7.55,0.0030662239391271292
HND,2025,SEX_M,1,48.223,0.019584439339937424
HND,2025,SEX_M,2,92.956,0.03775151158748363
HND,2025,SEX_M,3,127.932,0.05195604781197509
HND,2025,SEX_M,4,69.813,0.028352621438712887
HND,2025,SEX_M,5,321.86,0.13071454795330567
HND,2025,SEX_M,6,261.611,0.10624608091907119
HND,2025,SEX_M,7,452.601,0.18381139351958647
HND,2025,SEX_M,8,203.95,0.08282865859403682
HND,2025,SEX_M,9,875.816,0.3556884748967637
HRV,2024,SEX_F,0,3.946,0.00498623289220462
HRV,2024,SEX_F,1,32.373,0.04090707486551955
HRV,2024,SEX_F,2,220.878,0.2791052074922382
HRV,2024,SEX_F,3,119.831,0.15142049511043382
HRV,2024,SEX_F,4,102.057,0.12896096560560744
HRV,2024,SEX_F,5,189.981,0.24006323139734564
HRV,2024,SEX_F,6,11.844,0.01496628037893348
HRV,2024,SEX_F,7,15.858,0.020038439230760482
HRV,2024,SEX_F,8,31.597,0.0399265080321818
HRV,2024,SEX_F,9,63.014,0.07962556499477494
HRV,2024,SEX_M,0,11.394,0.012889096530215395
HRV,2024,SEX_M,1,85.147,0.09631980886942691
HRV,2024,SEX_M,2,128.775,0.14567258255910895
HRV,2024,SEX_M,3,124.664,0.14102214585244618
HRV,2024,SEX_M,4,45.01,0.050916116800508594
HRV,2024,SEX_M,5,103.146,0.11668059950022794
HRV,2024,SEX_M,6,27.364,0.030954646081517823
HRV,2024,SEX_M,7,177.073,0.20030814375064337
HRV,2024,SEX_M,8,125.106,0.14152214415561937
HRV,2024,SEX_M,9,56.324,0.0637147159002854
HUN,2024,SEX_F,0,4.436,0.002000565534080193
HUN,2024,SEX_F,1,81.721,0.03685487286081322
HUN,2024,SEX_F,2,521.859,0.2353501192627492
HUN,2024,SEX_F,3,463.79,0.2091619226895971
HUN,2024,SEX_F,4,271.663,0.12251569762958239
HUN,2024,SEX_F,5,409.046,0.18447324829877518
HUN,2024,SEX_F,6,32.352,0.014590238088043822
HUN,2024,SEX_F,7,73.062,0.03294980140914496
HUN,2024,SEX_F,8,144.207,0.06503506626986078
HUN,2024,SEX_F,9,215.237,0.09706846795735313
HUN,2024,SEX_M,0,18.388,0.00736342052267151
HUN,2024,SEX_M,1,120.026,0.048064058715149585
HUN,2024,SEX_M,2,435.235,0.17428857576598514
HUN,2024,SEX_M,3,309.313,0.12386348119040094
HUN,2024,SEX_M,4,106.901,0.042808191064504404
HUN,2024,SEX_M,5,264.069,0.10574565444862644
HUN,2024,SEX_M,6,86.754,0.03474038416488167
HUN,2024,SEX_M,7,560.753,0.22455188972969423
HUN,2024,SEX_M,8,406.348,0.16272086156985657
HUN,2024,SEX_M,9,189.422,0.07585348282822943
IDN,2023,SEX_F,0,32.526,0.0005966388355053929
IDN,2023,SEX_F,1,990.499,0.018169162206519585
IDN,2023,SEX_F,2,5075.996,0.0931112446187675
IDN,2023,SEX_F,3,1293.112,0.023720126602042965
IDN,2023,SEX_F,4,2573.731,0.047211088567426986
IDN,2023,SEX_F,5,18556.837,0.3403962866120453
IDN,2023,SEX_F,6,10552.44,0.19356808440449264
IDN,2023,SEX_F,7,5464.169,0.10023167401969706
IDN,2023,SEX_F,8,1164.515,0.021361214829015634
IDN,2023,SEX_F,9,8811.567,0.16163447930448707
IDN,2023,SEX_M,0,507.442,0.0059891380615753765
IDN,2023,SEX_M,1,2003.07,0.02364144626775038
IDN,2023,SEX_M,2,3305.202,0.03900999739752535
IDN,2023,SEX_M,3,2832.922,0.0334358625728147
IDN,2023,SEX_M,4,3209.622,0.03788190430328921
IDN,2023,SEX_M,5,16287.211,0.19223153644556254
IDN,2023,SEX_M,6,19554.39,0.23079276335007531
IDN,2023,SEX_M,7,10675.608,0.12599999645921817
IDN,2023,SEX_M,8,8151.54,0.09620941600114721
IDN,2023,SEX_M,9,18200.043,0.21480793914104174
IMN,2016,SEX_F,1,2.297,0.11705651531366257
IMN,2016,SEX_F,2,3.887,0.19808388115986345
IMN,2016,SEX_F,3,1.758,0.08958874789787495
IMN,2016,SEX_F,4,4.767,0.2429292157162514
IMN,2016,SEX_F,5,4.692,0.23910717015746832
IMN,2016,SEX_F,7,0.454,0.02313611578250013
IMN,2016,SEX_F,8,0.16,0.008153697192070531
IMN,2016,SEX_F,9,1.608,0.08194465678030884
IMN,2016,SEX_M,1,3.697,0.16794621360105394
IMN,2016,SEX_M,2,3.966,0.180166265388634
IMN,2016,SEX_M,3,2.313,0.10507427429246356
IMN,2016,SEX_M,4,1.829,0.08308726661518194
IMN,2016,SEX_M,5,1.767,0.0802707491028029
IMN,2016,SEX_M,7,5.025,0.2282742016081407
IMN,2016,SEX_M,8,1.736,0.07886249034661337
IMN,2016,SEX_M,9,1.68,0.07631853904510971
IND,2024,SEX_F,1,1990.075,0.013274661806215693
IND,2024,SEX_F,2,9312.713,0.06211982743029702
IND,2024,SEX_F,3,2933.551,0.019568055181983516
IND,2024,SEX_F,4,2546.057,0.016983302445560143
IND,2024,SEX_F,5,13021.153,0.08685672771226757
IND,2024,SEX_F,6,73408.093,0.4896637606191874
IND,2024,SEX_F,7,14268.205,0.09517510443413227
IND,2024,SEX_F,8,1071.489,0.007147295505988592
IND,2024,SEX_F,9,31363.971,0.20921126486436772
IND,2024,SEX_M,1,15071.912,0.04527768869171617
IND,2024,SEX_M,2,18034.29,0.0541769994673622
IND,2024,SEX_M,3,8743.007,0.026264958896754127
IND,2024,SEX_M,4,8448.504,0.02538023935003859
IND,2024,SEX_M,5,47374.554,0.14231839383887704
IND,2024,SEX_M,6,96679.658,0.29043637315196547
IND,2024,SEX_M,7,40350.086,0.1212161159507815
IND,2024,SEX_M,8,27382.966,0.08226145495036385
IND,2024,SEX_M,9,70792.262,0.21266777570214107
IRL,2024,SEX_F,1,99.187,0.07679086688277251
IRL,2024,SEX_F,2,421.85,0.32659750969882734
IRL,2024,SEX_F,3,170.717,0.13216960308937942
IRL,2024,SEX_F,4,172.973,0.13391620491913064
IRL,2024,SEX_F,5,288.602,0.22343651652032936
IRL,2024,SEX_F,6,6.712,0.005196450124685383
IRL,2024,SEX_F,7,21.903,0.01695736696677353
IRL,2024,SEX_F,8,21.427,0.01658884636794304
IRL,2024,SEX_F,9,88.28,0.06834663543015876
IRL,2024,SEX_M,0,4.521,0.0031393195432883763
IRL,2024,SEX_M,1,149.397,0.10373919969224807
IRL,2024,SEX_M,2,370.147,0.25702493054403064
IRL,2024,SEX_M,3,180.938,0.12564083156901398
IRL,2024,SEX_M,4,61.426,0.04265336037735718
IRL,2024,SEX_M,5,141.492,0.0982500775976463
IRL,2024,SEX_M,6,80.577,0.055951548515714995
IRL,2024,SEX_M,7,198.511,0.13784327844674163
IRL,2024,SEX_M,8,119.557,0.08301871856600938
IRL,2024,SEX_M,9,133.555,0.09273873514794938
IRN,2024,SEX_F,1,156.024,0.03947261565784531
IRN,2024,SEX_F,2,1279.071,0.3235930240353782
IRN,2024,SEX_F,3,329.034,0.08324253076682736
IRN,2024,SEX_F,4,232.621,0.058850941694506186
IRN,2024,SEX_F,5,596.02,0.15078749669530944
IRN,2024,SEX_F,6,365.517,0.09247238923119933
IRN,2024,SEX_F,7,660.729,0.1671582696956396
IRN,2024,SEX_F,8,106.616,0.026972852836594594
IRN,2024,SEX_F,9,227.083,0.05744987938670003
IRN,2024,SEX_M,1,610.691,0.030348160701420084
IRN,2024,SEX_M,2,1734.453,0.08619327675217117
IRN,2024,SEX_M,3,1101.567,0.05474214019754871
IRN,2024,SEX_M,4,611.22,0.03037444924507154
IRN,2024,SEX_M,5,3451.884,0.1715406487972817
IRN,2024,SEX_M,6,2169.375,0.10780663399598683
IRN,2024,SEX_M,7,3911.63,0.19438762949592486
IRN,2024,SEX_M,8,3341.772,0.166068656134618
IRN,2024,SEX_M,9,3190.242,0.15853840467997699
IRQ,2021,SEX_F,0,5.88,0.005994293188219786
IRQ,2021,SEX_F,1,9.351,0.00953276115698014
IRQ,2021,SEX_F,2,559.666,0.5705445733806488
IRQ,2021,SEX_F,3,32.114,0.03273821963375684
IRQ,2021,SEX_F,4,51.151,0.05214525354942692
IRQ,2021,SEX_F,5,64.544,0.06579858155449964
IRQ,2021,SEX_F,6,159.87,0.16297749183685326
IRQ,2021,SEX_F,7,56.06,0.057149672811496806
IRQ,2021,SEX_F,9,42.297,0.04311915288811773
IRQ,2021,SEX_M,0,437.277,0.05845079468790273
IRQ,2021,SEX_M,1,52.98,0.007081833946366002
IRQ,2021,SEX_M,2,845.35,0.11299789215855985
IRQ,2021,SEX_M,3,446.562,0.0596919201728406
IRQ,2021,SEX_M,4,106.428,0.01422622542929107
IRQ,2021,SEX_M,5,1924.851,0.2572947367590892
IRQ,2021,SEX_M,6,570.074,0.07620176302643737
IRQ,2021,SEX_M,7,1735.178,0.23194115634932932
IRQ,2021,SEX_M,8,913.986,0.12217246284075646
IRQ,2021,SEX_M,9,448.427,0.059941214629427475
ISL,2024,SEX_F,1,11.764,0.1137794628263035
ISL,2024,SEX_F,2,37.713,0.3647539001673227
ISL,2024,SEX_F,3,14.158,0.13693383497915718
ISL,2024,SEX_F,4,5.433,0.052547077655160396
ISL,2024,SEX_F,5,25.593,0.2475312642055071
ISL,2024,SEX_F,6,1.209,0.011693248092230614
ISL,2024,SEX_F,7,1.336,0.012921571092820596
ISL,2024,SEX_F,8,1.065,0.01030050390258528
ISL,2024,SEX_F,9,5.122,0.04953913707891249
ISL,2024,SEX_M,1,18.371,0.14636497629765366
ISL,2024,SEX_M,2,25.225,0.20097199537903837
ISL,2024,SEX_M,3,18.336,0.14608612516432298
ISL,2024,SEX_M,4,2.395,0.019081384695056366
ISL,2024,SEX_M,5,18.27,0.1455602915986137
ISL,2024,SEX_M,6,5.016,0.03996335099390511
ISL,2024,SEX_M,7,21.176,0.16871290284029797
ISL,2024,SEX_M,8,8.875,0.07070868023742183
ISL,2024,SEX_M,9,7.851,0.06255029279369
ISR,2024,SEX_F,1,93.84,0.0468447205341017
ISR,2024,SEX_F,2,742.333,0.37057099241518876
ISR,2024,SEX_F,3,350.386,0.174911916550104
ISR,2024,SEX_F,4,179.61,0.08966091490974006
ISR,2024,SEX_F,5,504.335,0.2517629169923932
ISR,2024,SEX_F,6,2.45,0.001223034583424437
ISR,2024,SEX_F,7,22.327,0.011145589038415268
ISR,2024,SEX_F,8,20.044,0.010005920485779352
ISR,2024,SEX_F,9,87.889,0.0438739944908532
ISR,2024,SEX_M,1,202.145,0.09768007112966667
ISR,2024,SEX_M,2,589.544,0.2848781807814599
ISR,2024,SEX_M,3,269.369,0.1301639074927759
ISR,2024,SEX_M,4,85.625,0.04137552791549486
ISR,2024,SEX_M,5,292.322,0.14125520667227198
ISR,2024,SEX_M,6,27.589,0.013331497105525112
ISR,2024,SEX_M,7,284.537,0.1374933557546413
ISR,2024,SEX_M,8,208.767,0.10087993969441303
ISR,2024,SEX_M,9,109.562,0.052942313453751215
ITA,2024,SEX_F,0,12.383,0.0012178981357985434
ITA,2024,SEX_F,1,262.578,0.025825184260818052
ITA,2024,SEX_F,2,2079.246,0.20449889584644906
ITA,2024,SEX_F,3,1708.394,0.1680247006225807
ITA,2024,SEX_F,4,1849.609,0.18191353896924883
ITA,2024,SEX_F,5,2496.759,0.24556231378811563
ITA,2024,SEX_F,6,108.278,0.010649404372768692
ITA,2024,SEX_F,7,309.92,0.03048138498317731
ITA,2024,SEX_F,8,270.969,0.02665045949763349
ITA,2024,SEX_F,9,1069.381,0.1051762195234097
ITA,2024,SEX_M,0,222.131,0.016137675188485134
ITA,2024,SEX_M,1,678.438,0.04928808711762643
ITA,2024,SEX_M,2,1718.339,0.12483623017816674
ITA,2024,SEX_M,3,2517.273,0.18287827468810539
ITA,2024,SEX_M,4,1046.277,0.0760113553857078
ITA,2024,SEX_M,5,1662.409,0.12077295142242363
ITA,2024,SEX_M,6,403.62,0.02932273505083203
ITA,2024,SEX_M,7,2855.676,0.20746303636841534
ITA,2024,SEX_M,8,1233.124,0.08958567052381497
ITA,2024,SEX_M,9,1427.459,0.10370398407642248
JAM,2022,SEX_F,0,0.649,0.001127237105380169
JAM,2022,SEX_F,1,62.554,0.10864898288128057
JAM,2022,SEX_F,2,70.991,0.12330306525122275
JAM,2022,SEX_F,3,41.217,0.07158910904846598
JAM,2022,SEX_F,4,88.127,0.15306629335260113
JAM,2022,SEX_F,5,182.294,0.3166233603823922
JAM,2022,SEX_F,6,47.121,0.08184366662961316
JAM,2022,SEX_F,7,14.785,0.025679816029346374
JAM,2022,SEX_F,8,3.952,0.006864161849710982
JAM,2022,SEX_F,9,64.054,0.11125430746998666
JAM,2022,SEX_M,0,3.692,0.005362755863880126
JAM,2022,SEX_M,1,38.175,0.055450488922975015
JAM,2022,SEX_M,2,39.367,0.057181909559417356
JAM,2022,SEX_M,3,33.742,0.04901140529768233
JAM,2022,SEX_M,4,35.569,0.051665185081893876
JAM,2022,SEX_M,5,102.432,0.148785972006763
JAM,2022,SEX_M,6,137.226,0.19932544316815115
JAM,2022,SEX_M,7,143.735,0.2087799875663082
JAM,2022,SEX_M,8,62.95,0.0914370210268835
JAM,2022,SEX_M,9,91.564,0.13299983150604544
JOR,2023,SEX_F,1,3.39,0.007195924432180004
JOR,2023,SEX_F,2,190.709,0.40481638717894286
JOR,2023,SEX_F,3,28.703,0.06092761621736361
JOR,2023,SEX_F,4,24.427,0.0518509870515814
JOR,2023,SEX_F,5,33.676,0.0714837614094672
JOR,2023,SEX_F,6,0.944,0.0020038208448312457
JOR,2023,SEX_F,7,13.1,0.027807259605179366
JOR,2023,SEX_F,9,176.151,0.37391424326045425
JOR,2023,SEX_M,1,3.09,0.001353559335397986
JOR,2023,SEX_M,2,275.317,0.12060126069377583
JOR,2023,SEX_M,3,83.614,0.036626702352740195
JOR,2023,SEX_M,4,75.589,0.03311139048653668
JOR,2023,SEX_M,5,1089.291,0.4771585767038859
JOR,2023,SEX_M,6,49.898,0.021857574018669484
JOR,2023,SEX_M,7,364.342,0.15959822504128576
JOR,2023,SEX_M,8,158.029,0.06922382790084411
JOR,2023,SEX_M,9,183.7,0.08046888346686408
JPN,2022,SEX_F,1,166.435,0.005614466949989194
JPN,2022,SEX_F,2,6097.627,0.2056954682900938
JPN,2022,SEX_F,4,8439.906,0.2847091855560159
JPN,2022,SEX_F,5,9319.048,0.31436589059610603
JPN,2022,SEX_F,6,689.951,0.023274594205617775
JPN,2022,SEX_F,7,2205.005,0.07438295849467313
JPN,2022,SEX_F,8,460.526,0.015535242026080594
JPN,2022,SEX_F,9,2265.456,0.0764221938814235
JPN,2022,SEX_M,1,1087.863,0.030029726548219077
JPN,2022,SEX_M,2,6645.864,0.18345460650527998
JPN,2022,SEX_M,4,5510.898,0.1521246333179154
JPN,2022,SEX_M,5,8221.594,0.2269515735073981
JPN,2022,SEX_M,6,1265.152,0.03492367016980306
JPN,2022,SEX_M,7,3838.586,0.10596158515532017
JPN,2022,SEX_M,8,4316.696,0.1191594901856126
JPN,2022,SEX_M,9,5339.551,0.14739471461045162
KEN,2022,SEX_F,1,614.786,0.0795695690461633
KEN,2022,SEX_F,2,272.471,0.03526495406137609
KEN,2022,SEX_F,3,372.57,0.04822041220770978
KEN,2022,SEX_F,4,78.966,0.010220288993730064
KEN,2022,SEX_F,5,822.189,0.10641300290588264
KEN,2022,SEX_F,6,3289.702,0.4257744490445481
KEN,2022,SEX_F,7,248.619,0.03217787439318409
KEN,2022,SEX_F,8,76.942,0.009958329860390277
KEN,2022,SEX_F,9,1950.151,0.2524011194870157
KEN,2022,SEX_M,1,435.375,0.048061998902260074
KEN,2022,SEX_M,2,505.989,0.0558572328740871
KEN,2022,SEX_M,3,522.08,0.05763355357310811
KEN,2022,SEX_M,4,84.823,0.009363796572808282
KEN,2022,SEX_M,5,695.5,0.07677776683668534
KEN,2022,SEX_M,6,2659.09,0.2935427635050491
KEN,2022,SEX_M,7,699.543,0.07722408245325
KEN,2022,SEX_M,8,907.244,0.10015265031773078
KEN,2022,SEX_M,9,2548.968,0.28138615496502106
KGZ,2023,SEX_F,1,24.988,0.024668639789287877
KGZ,2023,SEX_F,2,218.622,0.21582789210876
KGZ,2023,SEX_F,3,74.644,0.07369000914165218
KGZ,2023,SEX_F,4,29.821,0.029439871424537932
KGZ,2023,SEX_F,5,253.8,0.25055629816396924
KGZ,2023,SEX_F,6,193.039,0.19057185674261015
KGZ,2023,SEX_F,7,103.223,0.10190375400070685
KGZ,2023,SEX_F,8,8.855,0.00874182829094542
KGZ,2023,SEX_F,9,105.954,0.10459985033753032
KGZ,2023,SEX_M,1,37.773,0.02392414804305625
KGZ,2023,SEX_M,2,109.059,0.06907430337615945
KGZ,2023,SEX_M,3,86.595,0.054846361151840085
KGZ,2023,SEX_M,4,24.919,0.015782856672356408
KGZ,2023,SEX_M,5,262.857,0.1664847849562819
KGZ,2023,SEX_M,6,222.998,0.14123943465717462
KGZ,2023,SEX_M,7,348.549,0.22075921627244888
KGZ,2023,SEX_M,8,281.653,0.17838953932096793
KGZ,2023,SEX_M,9,204.462,0.1294993555497145
KHM,2023,SEX_F,0,5.302,0.0011246389255731692
KHM,2023,SEX_F,1,36.868,0.007820291947950133
KHM,2023,SEX_F,2,172.701,0.03663264184937984
KHM,2023,SEX_F,3,89.016,0.018881716069185445
KHM,2023,SEX_F,4,117.98,0.02502544331179225
KHM,2023,SEX_F,5,1330.453,0.28221034184187094
KHM,2023,SEX_F,6,1481.001,0.314143978387927
KHM,2023,SEX_F,7,928.588,0.19696835356849077
KHM,2023,SEX_F,8,59.223,0.012562144679219124
KHM,2023,SEX_F,9,493.27,0.10463044941861131
KHM,2023,SEX_M,0,49.608,0.009839169406545839
KHM,2023,SEX_M,1,102.641,0.020357647699106425
KHM,2023,SEX_M,2,164.963,0.03271849102588335
KHM,2023,SEX_M,3,174.867,0.03468283415204103
KHM,2023,SEX_M,4,132.819,0.026343102753749632
KHM,2023,SEX_M,5,739.066,0.146585139022299
KHM,2023,SEX_M,6,1331.906,0.2641680528865272
KHM,2023,SEX_M,7,1326.55,0.2631057526256528
KHM,2023,SEX_M,8,359.379,0.07127864179477177
KHM,2023,SEX_M,9,660.09,0.1309211686334229
KIR,2023,SEX_F,1,0.865,0.0474674861438841
KIR,2023,SEX_F,2,2.808,0.15409098392141798
KIR,2023,SEX_F,3,0.748,0.04104702848049169
KIR,2023,SEX_F,4,1.014,0.055643966416067614
KIR,2023,SEX_F,5,4.133,0.22680129506667399
KIR,2023,SEX_F,6,0.454,0.024913570762223565
KIR,2023,SEX_F,7,5.262,0.28875596773308454
KIR,2023,SEX_F,8,0.143,0.007847226033035176
KIR,2023,SEX_F,9,2.796,0.15343247544312133
KIR,2023,SEX_M,1,0.944,0.041006037965335994
KIR,2023,SEX_M,2,1.448,0.06289909213326962
KIR,2023,SEX_M,3,1.096,0.04760870509534773
KIR,2023,SEX_M,4,0.36,0.015637895834238302
KIR,2023,SEX_M,5,4.219,0.18326745145736503
KIR,2023,SEX_M,6,2.52,0.10946527083966813
KIR,2023,SEX_M,7,3.7,0.16072281829633814
KIR,2023,SEX_M,8,1.29,0.05603579340602059
KIR,2023,SEX_M,9,7.444,0.32335693497241647
KOR,2025,SEX_F,1,75.119,0.005856967548989406
KOR,2025,SEX_F,2,3196.909,0.24926040376032926
KOR,2025,SEX_F,3,2704.971,0.210904396596832
KOR,2025,SEX_F,4,2482.419,0.19355219752652103
KOR,2025,SEX_F,5,1321.205,0.10301328306503744
KOR,2025,SEX_F,6,496.483,0.038710377129952574
KOR,2025,SEX_F,7,249.806,0.019477171362010246
KOR,2025,SEX_F,8,293.587,0.022890740449222603
KOR,2025,SEX_F,9,2005.08,0.15633446256110542
KOR,2025,SEX_M,1,340.013,0.021326365147227515
KOR,2025,SEX_M,2,3450.342,0.2164130588383835
KOR,2025,SEX_M,3,2457.358,0.1541309126576358
KOR,2025,SEX_M,4,1121.309,0.0703309731594749
KOR,2025,SEX_M,5,1174.826,0.07368767741367746
KOR,2025,SEX_M,6,858.47,0.05384513147420954
KOR,2025,SEX_M,7,1980.749,0.12423694517270151
KOR,2025,SEX_M,8,2648.118,0.16609580051629155
KOR,2025,SEX_M,9,1912.132,0.11993313562039819
KOS,2024,SEX_F,1,7.541,0.06500245666359225
KOS,2024,SEX_F,2,40.675,0.350613303910836
KOS,2024,SEX_F,3,9.322,0.08035444914706363
KOS,2024,SEX_F,4,13.415,0.11563558628061132
KOS,2024,SEX_F,5,27.481,0.23688270939824674
KOS,2024,SEX_F,6,2.268,0.019549870270922583
KOS,2024,SEX_F,7,6.606,0.0569428761065761
KOS,2024,SEX_F,8,0.704,0.006068390066459215
KOS,2024,SEX_F,9,7.999,0.06895035815569213
KOS,2024,SEX_M,1,22.513,0.0731345223012702
KOS,2024,SEX_M,2,35.849,0.11645713543189422
KOS,2024,SEX_M,3,22.315,0.07249131013871293
KOS,2024,SEX_M,4,17.982,0.05841535912679076
KOS,2024,SEX_M,5,83.35,0.2707663320664003
KOS,2024,SEX_M,6,9.899,0.03215735958158724
KOS,2024,SEX_M,7,60.339,0.19601403371991036
KOS,2024,SEX_M,8,24.001,0.07796835915927623
KOS,2024,SEX_M,9,31.582,0.10259558847415783
KWT,2016,SEX_F,1,16.0,0.026687972564764205
KWT,2016,SEX_F,2,133.343,0.22241589535645956
KWT,2016,SEX_F,3,82.857,0.13820533392491674
KWT,2016,SEX_F,4,48.06,0.08016399759141049
KWT,2016,SEX_F,5,80.089,0.13358831467121252
KWT,2016,SEX_F,6,0.36,0.0006004793827071946
KWT,2016,SEX_F,7,4.392,0.007325848469027775
KWT,2016,SEX_F,8,2.025,0.0033776965277279697
KWT,2016,SEX_F,9,232.395,0.3876344615117736
KWT,2016,SEX_M,1,101.538,0.05350889627954601
KWT,2016,SEX_M,2,127.655,0.06727213609255102
KWT,2016,SEX_M,3,104.216,0.05492015929670829
KWT,2016,SEX_M,4,58.194,0.03066730396592311
KWT,2016,SEX_M,5,137.939,0.07269163903075003
KWT,2016,SEX_M,6,60.559,0.03191362100684499
KWT,2016,SEX_M,7,586.609,0.30913352772014624
KWT,2016,SEX_M,8,266.831,0.14061565426901793
KWT,2016,SEX_M,9,454.05,0.23927706233851234
LAO,2022,SEX_F,0,12.873,0.0076712763053922405
LAO,2022,SEX_F,1,7.045,0.004198255385029778
LAO,2022,SEX_F,2,34.988,0.020850043919293383
LAO,2022,SEX_F,3,100.115,0.05966051637647356
LAO,2022,SEX_F,4,4.955,0.0029527828861352096
LAO,2022,SEX_F,5,278.515,0.1659726186744597
LAO,2022,SEX_F,6,1104.77,0.6583543792362453
LAO,2022,SEX_F,7,62.522,0.037258101232481446
LAO,2022,SEX_F,8,13.343,0.007951358637679536
LAO,2022,SEX_F,9,58.952,0.03513066734680986
LAO,2022,SEX_M,0,52.143,0.02847755432624749
LAO,2022,SEX_M,1,20.388,0.011134771256036933
LAO,2022,SEX_M,2,26.964,0.014726210130850492
LAO,2022,SEX_M,3,124.72,0.0681150025040674
LAO,2022,SEX_M,4,1.365,0.0007454857153467929
LAO,2022,SEX_M,5,131.606,0.07187574582705496
LAO,2022,SEX_M,6,1155.717,0.6311871900977652
LAO,2022,SEX_M,7,45.341,0.02476268704728127
LAO,2022,SEX_M,8,49.636,0.02710837286956294
LAO,2022,SEX_M,9,223.141,0.1218669802257866
LBN,2019,SEX_F,0,3.425,0.007077309010809168
LBN,2019,SEX_F,1,23.113,0.0477599542092941
LBN,2019,SEX_F,2,145.163,0.29996011910542814
LBN,2019,SEX_F,3,32.82,0.06781818444810421
LBN,2019,SEX_F,4,31.915,0.06594812177517506
LBN,2019,SEX_F,5,91.42,0.1889073254797589
LBN,2019,SEX_F,6,4.771,0.009858639792867312
LBN,2019,SEX_F,7,15.318,0.031652618810970756
LBN,2019,SEX_F,8,2.985,0.00616810726927456
LBN,2019,SEX_F,9,133.011,0.27484962009831776
LBN,2019,SEX_M,0,67.701,0.06149750107641746
LBN,2019,SEX_M,1,85.88,0.07801074419052498
