iso3,ilostat_year,sector_code,isco_major,employment_value,sector_employment_share,country_name,income_level,isco_major_label,exposed_share,sub_only_share,both_share,aug_only_share,matched_weight,weight_norm,exposed_share_contribution,sub_only_share_contribution,both_share_contribution,aug_only_share_contribution
BGD,2024,MAN,4,62.282,0.00766818745038246,Bangladesh,Lower middle income,Clerical support,0.6438209186002223,0.3632594202848645,0.27271205323785785,0.007849445077499935,0.9999999999999999,0.007668187450382461,0.0049369394883039324,0.0027855413278616062,0.0020912071442065754,6.019101623575139e-05
BGD,2024,MAN,5,376.731,0.046383287729521126,Bangladesh,Lower middle income,Service and sales,0.2354604067826714,0.10004155995386428,0.1280291828020094,0.007389664026797714,0.9999999999999999,0.04638328772952113,0.010921427796710738,0.004640256460250226,0.00593841442368106,0.0003427569127794501
BGD,2024,MAN,6,22.079,0.002718376267894325,Bangladesh,Lower middle income,Skilled agriculture,0.2120572833068269,0.04524660787057344,0.155715506305591,0.01109516913066243,0.9999999999999999,0.0027183762678943254,0.0005764514863754218,0.00012299730503808744,0.00042329333688426776,3.0160844453066466e-05
BGD,2024,MAN,7,5212.644,0.6417830401096856,Bangladesh,Lower middle income,Craft and trades,0.2559241979438859,0.1349784924419186,0.11612110009403726,0.004824605407930046,0.9999999999999999,0.6417830401096857,0.16424780979406003,0.08662690722879675,0.07452455263923234,0.003096349926030975
BGD,2024,MAN,8,627.266,0.0772292679947915,Bangladesh,Lower middle income,Plant and machine operators,0.3666049777376976,0.22410904656445457,0.13824549386205817,0.004250437311184871,0.9999999999999999,0.07722926799479152,0.028312634073929227,0.017307777617183474,0.010676598294545196,0.0003282581622005575
BGD,2024,MAN,9,839.428,0.10335074748883542,Bangladesh,Lower middle income,Elementary occupations,0.27028355694411993,0.16588888042415628,0.10069602467087592,0.0036986518490877123,0.9999999999999999,0.10335074748883544,0.027934007644116014,0.017144739791922593,0.010407009418889241,0.0003822584333041784
BGD,2024,MEL,1,6.431,0.03598708471598126,Bangladesh,Lower middle income,Managers,0.3568088478634981,0.08180800746137197,0.2568348554492508,0.01816598495287535,1.0,0.03598708471598126,0.012840510235475376,0.0029440316949580205,0.00924273770106899,0.0006537408394483662
BGD,2024,MEL,2,11.113,0.06218698063266984,Bangladesh,Lower middle income,Professionals,0.31479365370887663,0.0540027932313603,0.2314986494423189,0.029292211035197403,1.0,0.06218698063266984,0.019576066846481287,0.003358270656788677,0.01439620202935871,0.0018215941603338987
BGD,2024,MEL,3,12.07,0.06754223488133942,Bangladesh,Lower middle income,Technicians,0.37422243621185036,0.12273750949141611,0.2331030278862762,0.01838189883415804,1.0,0.06754223488133942,0.025275819684487857,0.008289965694819854,0.01574429946104628,0.0012415545286217217
BGD,2024,MEL,4,8.201,0.045891786931388956,Bangladesh,Lower middle income,Clerical support,0.6438209186002223,0.3632594202848645,0.27271205323785785,0.007849445077499935,1.0,0.045891786931388956,0.029546092418372513,0.016670623916532873,0.012515243440813374,0.0003602250610262669
BGD,2024,MEL,5,8.05,0.04504680951075248,Bangladesh,Lower middle income,Service and sales,0.2354604067826714,0.10004155995386428,0.1280291828020094,0.007389664026797714,1.0,0.04504680951075248,0.010606740091663291,0.004506553094400248,0.005767306209499425,0.00033288078776361673
BGD,2024,MEL,6,3.041,0.017017061828844507,Bangladesh,Lower middle income,Skilled agriculture,0.2120572833068269,0.04524660787057344,0.155715506305591,0.01109516913066243,1.0,0.017017061828844507,0.00360859190128907,0.0007699643236790308,0.0026498203985120686,0.00018880717909796954
BGD,2024,MEL,7,53.466,0.2991891574288065,Bangladesh,Lower middle income,Craft and trades,0.2559241979438859,0.1349784924419186,0.11612110009403726,0.004824605407930046,1.0,0.2991891574288065,0.0765697451484743,0.04038410142470815,0.034742174096841105,0.0014434696269250535
BGD,2024,MEL,8,21.148,0.11834160590476936,Bangladesh,Lower middle income,Plant and machine operators,0.3666049777376976,0.22410904656445457,0.13824549386205817,0.004250437311184871,1.0,0.11834160590476936,0.043384621798161355,0.026521424468224288,0.016360193752733898,0.0005030035772031676
BGD,2024,MEL,9,55.183,0.3087972781654477,Bangladesh,Lower middle income,Elementary occupations,0.27028355694411993,0.16588888042415628,0.10069602467087592,0.0036986518490877123,1.0,0.3087972781654477,0.08346282671722004,0.051226034752892884,0.031094658340447258,0.001142133623879886
BGD,2024,MKT,1,454.103,0.02442962501499606,Bangladesh,Lower middle income,Managers,0.3568088478634981,0.08180800746137197,0.2568348554492508,0.01816598495287535,0.9999999999999999,0.024429625014996063,0.008716706355338038,0.0019985389455053175,0.0062743792094059146,0.00044378820042680577
BGD,2024,MKT,2,441.86,0.023770981713677645,Bangladesh,Lower middle income,Professionals,0.31479365370887663,0.0540027932313603,0.2314986494423189,0.029292211035197403,0.9999999999999999,0.02377098171367765,0.00748295418589548,0.0012836994103901807,0.005502950162634435,0.0006963046128708641
BGD,2024,MKT,3,863.454,0.046451702450101426,Bangladesh,Lower middle income,Technicians,0.37422243621185036,0.12273750949141611,0.2331030278862762,0.01838189883415804,0.9999999999999999,0.04645170245010143,0.017383269257064935,0.005701366270361762,0.010828032491590998,0.0008538704951121756
BGD,2024,MKT,4,319.306,0.01717787780534005,Bangladesh,Lower middle income,Clerical support,0.6438209186002223,0.3632594202848645,0.27271205323785785,0.007849445077499935,0.9999999999999999,0.017177877805340053,0.011059477068236402,0.006240025933292068,0.004684614326563313,0.00013483680838102187
BGD,2024,MKT,5,8746.132,0.47052039975877175,Bangladesh,Lower middle income,Service and sales,0.2354604067826714,0.10004155995386428,0.1280291828020094,0.007389664026797714,0.9999999999999999,0.4705203997587718,0.11078892472674558,0.04707159478198336,0.060240342272790334,0.0034769876719718757
BGD,2024,MKT,6,152.704,0.008215099786369962,Bangladesh,Lower middle income,Skilled agriculture,0.2120572833068269,0.04524660787057344,0.155715506305591,0.01109516913066243,0.9999999999999999,0.008215099786369964,0.0017420717427921086,0.0003717053986515134,0.0012792184225855513,9.114792155504355e-05
BGD,2024,MKT,7,939.734,0.050555378920294096,Bangladesh,Lower middle income,Craft and trades,0.2559241979438859,0.1349784924419186,0.11612110009403726,0.004824605407930046,0.9999999999999999,0.0505553789202941,0.012938344801925504,0.006823888831491248,0.0058705462158954525,0.00024390975453880356
BGD,2024,MKT,8,5195.357,0.2794974341262553,Bangladesh,Lower middle income,Plant and machine operators,0.3666049777376976,0.22410904656445457,0.13824549386205817,0.004250437311184871,0.9999999999999999,0.27949743412625533,0.10246515061559944,0.06263790347924653,0.03863926081396224,0.0011879863223906715
BGD,2024,MKT,9,1475.56,0.0793815004241936,Bangladesh,Lower middle income,Elementary occupations,0.27028355694411993,0.16588888042415628,0.10069602467087592,0.0036986518490877123,0.9999999999999999,0.07938150042419362,0.021455514290212217,0.013168508231759166,0.007993401525125747,0.00029360453332730077
BGD,2024,PUB,1,182.113,0.027986289694742244,Bangladesh,Lower middle income,Managers,0.3568088478634981,0.08180800746137197,0.2568348554492508,0.01816598495287535,0.9823642101037894,0.02848871060946471,0.010165024009679717,0.0023306046501039555,0.007316893871317405,0.0005175254882583563
BGD,2024,PUB,2,2351.076,0.3613025650577159,Bangladesh,Lower middle income,Professionals,0.31479365370887663,0.0540027932313603,0.2314986494423189,0.029292211035197403,0.9823642101037894,0.36778881125926133,0.1157775836895473,0.019861623127241688,0.08514261308651493,0.01077334747579067
BGD,2024,PUB,3,296.22,0.04552172954910714,Bangladesh,Lower middle income,Technicians,0.37422243621185036,0.12273750949141611,0.2331030278862762,0.01838189883415804,0.9823642101037894,0.04633895359878557,0.017341076107245428,0.005687527757153235,0.010801750392958573,0.0008517979571336199
BGD,2024,PUB,4,285.443,0.04386556967012959,Bangladesh,Lower middle income,Clerical support,0.6438209186002223,0.3632594202848645,0.27271205323785785,0.007849445077499935,0.9823642101037894,0.044653061684214936,0.028748575191843647,0.016220645301352213,0.012177428135258975,0.0003505017552324619
BGD,2024,PUB,5,871.415,0.13391505622522176,Bangladesh,Lower middle income,Service and sales,0.2354604067826714,0.10004155995386428,0.1280291828020094,0.007389664026797714,0.9823642101037894,0.1363191521513933,0.03209776301783595,0.013637580632813562,0.017452829650205667,0.0010073527348167153
BGD,2024,PUB,6,49.654,0.007630598740906643,Bangladesh,Lower middle income,Skilled agriculture,0.2120572833068269,0.04524660787057344,0.155715506305591,0.01109516913066243,0.9823642101037894,0.007767586260192083,0.0016471732401877686,0.0003514569296157652,0.0012095336272781624,8.618268329384083e-05
BGD,2024,PUB,7,1351.65,0.20771536609631577,Bangladesh,Lower middle income,Craft and trades,0.2559241979438859,0.1349784924419186,0.11612110009403726,0.004824605407930046,0.9823642101037894,0.21144435430355316,0.054113726784899674,0.028540440179248505,0.02455315103040197,0.0010201355752491991
BGD,2024,PUB,8,67.477,0.01036955554920364,Bangladesh,Lower middle income,Plant and machine operators,0.3666049777376976,0.22410904656445457,0.13824549386205817,0.004250437311184871,0.9823642101037894,0.01055571390177994,0.00386977725996754,0.002365630978335061,0.0014592798814181609,4.48664002143183e-05
BGD,2024,PUB,9,937.414,0.14405747952044667,Bangladesh,Lower middle income,Elementary occupations,0.27028355694411993,0.16588888042415628,0.10069602467087592,0.0036986518490877123,0.9823642101037894,0.14664365623135497,0.03963536900950138,0.024326551953524324,0.014766433225699968,0.0005423838302770839
BLR,2024,AGR,1,34.46,0.07233371746189675,Belarus,Upper middle income,Managers,0.6528544978202393,0.13831265335962759,0.4004815473274788,0.11406029713313291,1.0,0.07233371746189675,0.047223392789057676,0.010004668389520566,0.028968319093089084,0.008250405306448027
BLR,2024,AGR,2,53.234,0.11174152975527023,Belarus,Upper middle income,Professionals,0.5572916983799795,0.0959379766173867,0.3302640787984453,0.1310896429641475,1.0,0.11174152975527023,0.06227262689689156,0.010720256268852136,0.03690421338815339,0.014648157239886037
BLR,2024,AGR,3,31.465,0.0660470232135398,Belarus,Upper middle income,Technicians,0.6138737978274478,0.20645421323036434,0.336988102553303,0.07043148204378048,1.0,0.0660470232135398,0.040544536975293276,0.013635686213758968,0.022257061032024735,0.00465178972950958
BLR,2024,AGR,4,8.032,0.016859675526812383,Belarus,Upper middle income,Clerical support,0.8515116831784617,0.5545958561605319,0.27265960089786573,0.024256226120063958,1.0,0.016859675526812383,0.01435621068567873,0.00935030618338128,0.0045969524004081785,0.00040895210188926956
BLR,2024,AGR,5,27.455,0.05762977982926219,Belarus,Upper middle income,Service and sales,0.46682469529762977,0.20177098100396826,0.22257040690798507,0.04248330738567645,1.0,0.05762977982926219,0.026903004408864815,0.011628017211192936,0.012826683546616476,0.002448303651055402
BLR,2024,AGR,6,118.342,0.24840733580602975,Belarus,Upper middle income,Skilled agriculture,0.5289993065034295,0.16514808071352546,0.289921550753085,0.07392967503681902,1.0,0.24840733580602975,0.13140730837175427,0.04102399474352603,0.07201864001532648,0.01836467361290176
BLR,2024,AGR,7,56.175,0.11791487459146982,Belarus,Upper middle income,Craft and trades,0.5142115362532174,0.2657340486235393,0.21870010740460458,0.029777380225073504,1.0,0.11791487459146982,0.06063318881078516,0.031333997018128175,0.025787995737754928,0.0035111960549020554
BLR,2024,AGR,8,109.792,0.23046034554778203,Belarus,Upper middle income,Plant and machine operators,0.6328243211979043,0.3834619412971154,0.22884430124822366,0.02051807865256526,1.0,0.23046034554778203,0.14584091173430963,0.08837277149575652,0.05273953674230635,0.0047286034962467595
BLR,2024,AGR,9,37.448,0.07860571826793701,Belarus,Upper middle income,Elementary occupations,0.5525616439798373,0.35635908012891293,0.18164555536439608,0.014557008486528356,1.0,0.07860571826793701,0.043434504912347204,0.02801186145483452,0.014278379349596674,0.001144264107916016
BLR,2024,CON,1,31.032,0.08877217373394093,Belarus,Upper middle income,Managers,0.6528544978202393,0.13831265335962759,0.4004815473274788,0.11406029713313291,0.9999999999999999,0.08877217373394095,0.057955312903483054,0.01227831489364321,0.03555161749659244,0.010125380513247401
BLR,2024,CON,2,41.227,0.11793665914311623,Belarus,Upper middle income,Professionals,0.5572916983799795,0.0959379766173867,0.3302640787984453,0.1310896429641475,0.9999999999999999,0.11793665914311624,0.06572512107512798,0.011314604447204992,0.03895024208846753,0.01546027453945547
BLR,2024,CON,3,14.586,0.04172566789389219,Belarus,Upper middle income,Technicians,0.6138737978274478,0.20645421323036434,0.336988102553303,0.07043148204378048,0.9999999999999999,0.0417256678938922,0.02561429421691041,0.008614439936544987,0.014061053651332008,0.002938800629033416
BLR,2024,CON,4,3.45,0.00986929619045167,Belarus,Upper middle income,Clerical support,0.8515116831784617,0.5545958561605319,0.27265960089786573,0.024256226120063958,0.9999999999999999,0.009869296190451671,0.008403821010918282,0.00547347077044542,0.0026909583604313794,0.00023939188004148154
BLR,2024,CON,5,6.043,0.017287001993883895,Belarus,Upper middle income,Service and sales,0.46682469529762977,0.20177098100396826,0.22257040690798507,0.04248330738567645,0.9999999999999999,0.0172870019938839,0.00806999943840437,0.0034880153509235096,0.003847575067997889,0.0007344090194829713
BLR,2024,CON,7,181.404,0.5189361756906361,Belarus,Upper middle income,Craft and trades,0.5142115362532174,0.2657340486235393,0.21870010740460458,0.029777380225073504,0.9999999999999999,0.5189361756906362,0.26684296811925157,0.13789901094348905,0.1134913973596769,0.01545255981608562
BLR,2024,CON,8,42.315,0.12104906327506157,Belarus,Upper middle income,Plant and machine operators,0.6328243211979043,0.3834619412971154,0.22884430124822366,0.02051807865256526,0.9999999999999999,0.12104906327506158,0.07660279129868301,0.046417708795652476,0.027701388301933482,0.0024836942010970624
BLR,2024,CON,9,29.512,0.0844239620790173,Belarus,Upper middle income,Elementary occupations,0.5525616439798373,0.35635908012891293,0.18164555536439608,0.014557008486528356,0.9999999999999999,0.08442396207901731,0.04664944327767325,0.030085245467316838,0.015335237477905814,0.0012289603324506031
BLR,2024,MAN,1,81.805,0.09000955055190747,Belarus,Upper middle income,Managers,0.6528544978202393,0.13831265335962759,0.4004815473274788,0.11406029713313291,1.0,0.09000955055190747,0.05876313992459099,0.012449459764541855,0.036047164079278826,0.010266516080770314
BLR,2024,MAN,2,152.985,0.16832847736915305,Belarus,Upper middle income,Professionals,0.5572916983799795,0.0959379766173867,0.3302640787984453,0.1310896429641475,1.0,0.16832847736915305,0.09380806303877125,0.016149093525882112,0.05559284951386828,0.022066119999020854
BLR,2024,MAN,3,58.607,0.06448493037339577,Belarus,Upper middle income,Technicians,0.6138737978274478,0.20645421323036434,0.336988102553303,0.07043148204378048,1.0,0.06448493037339577,0.039585609110955,0.013313185565454248,0.0217306543298125,0.004541769215688259
BLR,2024,MAN,4,34.221,0.03765316092459905,Belarus,Upper middle income,Clerical support,0.8515116831784617,0.5545958561605319,0.27265960089786573,0.024256226120063958,1.0,0.03765316092459905,0.03206210643589482,0.020882287020128294,0.010266495830244289,0.000913323585522231
BLR,2024,MAN,5,22.78,0.025064697287115117,Belarus,Upper middle income,Service and sales,0.46682469529762977,0.20177098100396826,0.22257040690798507,0.04248330738567645,1.0,0.025064697287115117,0.011700819673784842,0.005057328560188719,0.0055786598742186815,0.001064831239377442
BLR,2024,MAN,6,1.984,0.0021829832931359256,Belarus,Upper middle income,Skilled agriculture,0.5289993065034295,0.16514808071352546,0.289921550753085,0.07392967503681902,1.0,0.0021829832931359256,0.0011547966481774774,0.00036051550109108947,0.0006328939016140439,0.000161387245472344
BLR,2024,MAN,7,314.879,0.34645947397144516,Belarus,Upper middle income,Craft and trades,0.5142115362532174,0.2657340486235393,0.21870010740460458,0.029777380225073504,1.0,0.34645947397144516,0.17815345836033838,0.09206607870241384,0.07577072416889787,0.01031665548902668
BLR,2024,MAN,8,171.549,0.1887543351583543,Belarus,Upper middle income,Plant and machine operators,0.6328243211979043,0.3834619412971154,0.22884430124822366,0.02051807865256526,1.0,0.1887543351583543,0.11944833401974729,0.0723801037880689,0.04319535393688661,0.0038728762947917777
BLR,2024,MAN,9,70.038,0.07706239107089413,Belarus,Upper middle income,Elementary occupations,0.5525616439798373,0.35635908012891293,0.18164555536439608,0.014557008486528356,1.0,0.07706239107089413,0.0425817214991504,0.027461882794558388,0.013998040823780842,0.0011217978808111728
BLR,2024,MEL,1,20.775,0.09763467946217506,Belarus,Upper middle income,Managers,0.6528544978202393,0.13831265335962759,0.4004815473274788,0.11406029713313291,1.0,0.09763467946217506,0.06374123963011834,0.01350411157633017,0.03910088750383429,0.011136240549953878
BLR,2024,MEL,2,34.7,0.16307693753730326,Belarus,Upper middle income,Professionals,0.5572916983799795,0.0959379766173867,0.3302640787984453,0.1310896429641475,1.0,0.16307693753730326,0.09088142348676957,0.015645271420288834,0.05385845454902907,0.021377697517451666
BLR,2024,MEL,3,12.213,0.05739650254014653,Belarus,Upper middle income,Technicians,0.6138737978274478,0.20645421323036434,0.336988102553303,0.07043148204378048,1.0,0.05739650254014653,0.0352342089963325,0.01184974977410056,0.019341938484199815,0.004042520738032131
BLR,2024,MEL,4,9.0,0.042296612041375484,Belarus,Upper middle income,Clerical support,0.8515116831784617,0.5545958561605319,0.27265960089786573,0.024256226120063958,1.0,0.042296612041375484,0.03601605931209803,0.0234575257677765,0.0115325773585333,0.0010259561857882237
BLR,2024,MEL,5,5.66,0.026599869350465027,Belarus,Upper middle income,Service and sales,0.46682469529762977,0.20177098100396826,0.22257040690798507,0.04248330738567645,1.0,0.026599869350465027,0.012417475904487597,0.005367081733420717,0.005920343745032241,0.0011300504260346395
BLR,2024,MEL,6,0.886,0.004163866474295409,Belarus,Upper middle income,Skilled agriculture,0.5289993065034295,0.16514808071352546,0.289921550753085,0.07392967503681902,1.0,0.004163866474295409,0.0022026824772751513,0.0006876545565772809,0.0012071946253565055,0.0003078332953413649
BLR,2024,MEL,7,61.712,0.29002316914415155,Belarus,Upper middle income,Craft and trades,0.5142115362532174,0.2657340486235393,0.21870010740460458,0.029777380225073504,1.0,0.29002316914415155,0.14913325935464086,0.07706903093130492,0.06342809824164974,0.008636130181686207
BLR,2024,MEL,8,50.409,0.23690332404374406,Belarus,Upper middle income,Plant and machine operators,0.6328243211979043,0.3834619412971154,0.22884430124822366,0.02051807865256526,1.0,0.23690332404374406,0.1499181852275095,0.0908434085375537,0.05421397565417212,0.004860801035783695
BLR,2024,MEL,9,17.428,0.08190503940634355,Belarus,Upper middle income,Elementary occupations,0.5525616439798373,0.35635908012891293,0.18164555536439608,0.014557008486528356,1.0,0.08190503940634355,0.045257583224602556,0.029187604500766955,0.014877686370108022,0.0011922923537275826
BLR,2024,MKT,1,154.756,0.10168331098248881,Belarus,Upper middle income,Managers,0.6528544978202393,0.13831265335962759,0.4004815473274788,0.11406029713313291,1.0,0.10168331098248881,0.06638440692817196,0.014064088544380187,0.04072228971964834,0.011598028664143431
BLR,2024,MKT,2,333.74,0.2192857673194953,Belarus,Upper middle income,Professionals,0.5572916983799795,0.0959379766173867,0.3302640787984453,0.1310896429641475,1.0,0.2192857673194953,0.12220613770003855,0.021037832817623444,0.07242221193738335,0.028746092945031762
BLR,2024,MKT,3,115.296,0.07575589329678352,Belarus,Upper middle income,Technicians,0.6138737978274478,0.20645421323036434,0.336988102553303,0.07043148204378048,1.0,0.07575589329678352,0.046504557925907394,0.01564012334815087,0.025528834739313565,0.005335599838442959
BLR,2024,MKT,4,70.284,0.04618050239792476,Belarus,Upper middle income,Clerical support,0.8515116831784617,0.5545958561605319,0.27265960089786573,0.024256226120063958,1.0,0.04618050239792476,0.0393232373268839,0.025611515265300578,0.012591557353081097,0.0011201647085022188
BLR,2024,MKT,5,394.735,0.25936287937574454,Belarus,Upper middle income,Service and sales,0.46682469529762977,0.20177098100396826,0.22257040690798507,0.04248330738567645,1.0,0.25936287937574454,0.12107699713609785,0.05233190260765786,0.05772650159948611,0.011018592928953878
BLR,2024,MKT,6,4.656,0.003059251311318901,Belarus,Upper middle income,Skilled agriculture,0.5289993065034295,0.16514808071352546,0.289921550753085,0.07392967503681902,1.0,0.003059251311318901,0.001618341822107406,0.0005052294824846524,0.0008869428843209847,0.0002261694553017688
BLR,2024,MKT,7,100.767,0.0662095311184862,Belarus,Upper middle income,Craft and trades,0.5142115362532174,0.2657340486235393,0.21870010740460458,0.029777380225073504,1.0,0.0662095311184862,0.034045704711041985,0.017594126761581546,0.01448003156682144,0.0019715463826389997
BLR,2024,MKT,8,253.821,0.16677453330976694,Belarus,Upper middle income,Plant and machine operators,0.6328243211979043,0.3834619412971154,0.22884430124822366,0.02051807865256526,1.0,0.16677453330976694,0.10553898083485054,0.06395168630188366,0.038165401541272216,0.003421892991694663
BLR,2024,MKT,9,93.886,0.061688330887991055,Belarus,Upper middle income,Elementary occupations,0.5525616439798373,0.35635908012891293,0.18164555536439608,0.014557008486528356,1.0,0.061688330887991055,0.03408660552984052,0.0219831968499325,0.011205411123651764,0.0008979975562562551
BLR,2024,PUB,1,151.984,0.11458020780403516,Belarus,Upper middle income,Managers,0.6528544978202393,0.13831265335962759,0.4004815473274788,0.11406029713313291,1.0,0.11458020780403516,0.07480420402604204,0.01584789256387361,0.04588725891446407,0.013069052547704366
BLR,2024,PUB,2,484.441,0.36521838120324895,Belarus,Upper middle income,Professionals,0.5572916983799795,0.0959379766173867,0.3302640787984453,0.1310896429641475,1.0,0.36521838120324895,0.2035331719403454,0.03503831251611712,0.12061851222835046,0.04787634719587782
BLR,2024,PUB,3,245.714,0.18524292807374917,Belarus,Upper middle income,Technicians,0.6138737978274478,0.20645421323036434,0.336988102553303,0.07043148204378048,1.0,0.18524292807374917,0.11371577977730915,0.03824418297195486,0.062424662842990725,0.013046933962363585
BLR,2024,PUB,4,23.811,0.017951029898027958,Belarus,Upper middle income,Clerical support,0.8515116831784617,0.5545958561605319,0.27265960089786573,0.024256226120063958,1.0,0.017951029898027958,0.015285511683256677,0.00995556679526012,0.004894520647701958,0.0004354242402945948
BLR,2024,PUB,5,268.497,0.20241895235524812,Belarus,Upper middle income,Service and sales,0.46682469529762977,0.20177098100396826,0.22257040690798507,0.04248330738567645,1.0,0.20241895235524812,0.09449416575570414,0.04084227059051392,0.04505246859159562,0.008599426573594601
BLR,2024,PUB,6,0.575,0.0004334904956266463,Belarus,Upper middle income,Skilled agriculture,0.5289993065034295,0.16514808071352546,0.289921550753085,0.07392967503681902,1.0,0.0004334904956266463,0.00022931617156232383,7.159012336029554e-05,0.0001256782367288007,3.2047811473227575e-05
BLR,2024,PUB,7,31.858,0.024017635147258607,Belarus,Upper middle income,Craft and trades,0.5142115362532174,0.2657340486235393,0.21870010740460458,0.029777380225073504,1.0,0.024017635147258607,0.012350145066241117,0.006382303426044044,0.005252659386310064,0.0007151822538870088
BLR,2024,PUB,8,34.542,0.02604109339119238,Belarus,Upper middle income,Plant and machine operators,0.6328243211979043,0.3834619412971154,0.22884430124822366,0.02051807865256526,1.0,0.02604109339119238,0.01647943724853255,0.009985768225286112,0.005959355820847155,0.0005343132023992827
BLR,2024,PUB,9,85.02,0.06409628163161299,Belarus,Upper middle income,Elementary occupations,0.5525616439798373,0.35635908012891293,0.18164555536439608,0.014557008486528356,1.0,0.06409628163161299,0.03541714675135872,0.022841291961925345,0.011642804673767082,0.0009330501156663019
BOL,2024,AGR,1,4.028,0.002546255178007132,Bolivia,Lower middle income,Managers,0.43260593246571694,0.09120646262045713,0.27225338891384665,0.06914608093141318,1.0,0.002546255178007132,0.0011015250955774354,0.0002322349277150529,0.0006932266012518716,0.00017606356661051102
BOL,2024,AGR,2,1.177,0.0007440273943680225,Bolivia,Lower middle income,Professionals,0.38031432773785756,0.05994720457172643,0.24373379975704626,0.07663332340908487,1.0,0.0007440273943680225,0.0002829642783076243,4.460236241714842e-05,0.0001813446239526525,5.7017291937823396e-05
BOL,2024,AGR,3,2.53,0.0015993112215387398,Bolivia,Lower middle income,Technicians,0.4245405172596072,0.13206808834711833,0.24383870670050237,0.048633722211986516,1.0,0.0015993112215387398,0.0006789724132511508,0.00021121797570071603,0.0003899739798716069,7.778045767882789e-05
BOL,2024,AGR,4,1.556,0.0009836080081874622,Bolivia,Lower middle income,Clerical support,0.6793834661785442,0.379003777534752,0.27849144509468143,0.02188824354911072,1.0,0.0009836080081874622,0.0006682470179633719,0.0003727911507164814,0.00027392641560682756,2.1529451640062863e-05
BOL,2024,AGR,5,3.87,0.0024463772440138035,Bolivia,Lower middle income,Service and sales,0.2742820613041735,0.11418665051544846,0.14565352782981275,0.014441882958912255,1.0,0.0024463772440138035,0.0006709973932157291,0.00027934362339115015,0.00035632347599318516,3.5330293831393673e-05
BOL,2024,AGR,6,1533.637,0.9694714876944697,Bolivia,Lower middle income,Skilled agriculture,0.29404254589207435,0.06502412534889249,0.1842755983143704,0.04474282222881139,1.0,0.9694714876944697,0.2850658644114587,0.06303903553802248,0.17864993844362118,0.04337689042981496
BOL,2024,AGR,7,0.856,0.0005411108322676527,Bolivia,Lower middle income,Craft and trades,0.23955952374790293,0.1147335805261639,0.1067964337943394,0.01802950942739965,1.0,0.0005411108322676527,0.00012962825327287027,6.208358324756031e-05,5.7788707173672265e-05,9.755962851637715e-06
BOL,2024,AGR,8,11.796,0.007456709553071531,Bolivia,Lower middle income,Plant and machine operators,0.3351856740092488,0.1918290817514471,0.13375051356369672,0.00960607869410496,1.0,0.007456709553071531,0.0024993822174374856,0.0014304137464529554,0.0009973387322186407,7.162973876588935e-05
BOL,2024,AGR,9,22.481,0.014211112874076053,Bolivia,Lower middle income,Elementary occupations,0.25797763196562895,0.14273529805410706,0.10461629860975638,0.01062603530176552,1.0,0.014211112874076053,0.0036661492468504035,0.0020284274317618036,0.0014867140280112935,0.00015100778707730658
BOL,2024,CON,1,15.164,0.030784472153085954,Bolivia,Lower middle income,Managers,0.43260593246571694,0.09120646262045713,0.27225338891384665,0.06914608093141318,0.9999999999999999,0.030784472153085957,0.013317545281250648,0.0028077428087209377,0.008381176869601593,0.002128625602928117
BOL,2024,CON,2,6.024,0.012229336603151529,Bolivia,Lower middle income,Professionals,0.38031432773785756,0.05994720457172643,0.24373379975704626,0.07663332340908487,0.9999999999999999,0.01222933660315153,0.004650991928907549,0.0007331145431256268,0.0029807026787940514,0.0009371747069878706
BOL,2024,CON,3,19.52,0.03962759802349234,Bolivia,Lower middle income,Technicians,0.4245405172596072,0.13206808834711833,0.24383870670050237,0.048633722211986516,0.9999999999999999,0.03962759802349235,0.01682352096264923,0.005233541116750679,0.009662742251695758,0.0019272375942027927
BOL,2024,CON,4,6.116,0.012416106020065529,Bolivia,Lower middle income,Clerical support,0.6793834661785442,0.379003777534752,0.27849144509468143,0.02188824354911072,0.9999999999999999,0.01241610602006553,0.00843529714435241,0.004705751083876811,0.003457779307976823,0.0002717667524987741
BOL,2024,CON,7,423.22,0.8591799198515588,Bolivia,Lower middle income,Craft and trades,0.23955952374790293,0.1147335805261639,0.1067964337943394,0.01802950942739965,0.9999999999999999,0.859179919851559,0.20582473241340088,0.09857678852075188,0.09175735142785284,0.015490592464796157
BOL,2024,CON,8,10.677,0.021675402873812893,Bolivia,Lower middle income,Plant and machine operators,0.3351856740092488,0.1918290817514471,0.13375051356369672,0.00960607869410496,0.9999999999999999,0.021675402873812897,0.007265284521680984,0.004157972629876206,0.0028990962660725025,0.0002082156257322755
BOL,2024,CON,9,11.865,0.024087164474832817,Bolivia,Lower middle income,Elementary occupations,0.25797763196562895,0.14273529805410706,0.10461629860975638,0.01062603530176552,0.9999999999999999,0.02408716447483282,0.0062139496519839936,0.0034380886005935616,0.002519909991361426,0.0002559510600290059
BOL,2024,MAN,1,9.467,0.011122219885593981,Bolivia,Lower middle income,Managers,0.43260593246571694,0.09120646262045713,0.27225338891384665,0.06914608093141318,0.9999999999999999,0.011122219885593983,0.004811538304696125,0.0010144183322519326,0.0030280620560979377,0.0007690579163462546
