iso3,ilostat_year,sector_code,isco_major,employment_value,sector_employment_share,country_name,income_level,isco_major_label,exposed_share,sub_only_share,both_share,aug_only_share,matched_weight,weight_norm,exposed_share_contribution,sub_only_share_contribution,both_share_contribution,aug_only_share_contribution
AFG,2021,PUB,9,50.617,0.06207125741600507,Afghanistan,Low income,Elementary occupations,0.11040611266289703,0.08107783158311653,0.02735889034338392,0.0019693907363965823,0.7428120853597819,0.08356253033489726,0.009225814138551417,0.006775068761151866,0.0022861781042481464,0.00016456727315140507
AGO,2024,AGR,1,2.016,0.00034080610448648585,Angola,Lower middle income,Managers,0.30869976998546494,0.07776728987293412,0.21634217132652744,0.014590308786003398,1.0,0.00034080610448648585,0.00010520676606462051,2.6503567118066016e-05,7.373073264594173e-05,4.972466300612766e-06
AGO,2024,AGR,2,1.405,0.0002375161591287265,Angola,Lower middle income,Professionals,0.2547567983943367,0.05267942139315711,0.1826851382651243,0.019392238736055237,1.0,0.0002375161591287265,6.0508856266554166e-05,1.2512213834426343e-05,4.339067237063267e-05,4.605970061495149e-06
AGO,2024,AGR,3,9.675,0.001635565010370412,Angola,Lower middle income,Technicians,0.3284483095627279,0.12268700607973085,0.19319127931261001,0.012570024170387058,1.0,0.001635565010370412,0.0005371985628361074,0.00020066257437110978,0.0003159768967524022,2.055909171259544e-05
AGO,2024,AGR,4,1.43,0.00024174242530539423,Angola,Lower middle income,Clerical support,0.6173217381846395,0.38391817866402844,0.22806668113055326,0.005336878390057942,1.0,0.00024174242530539423,0.00014923285418249637,9.28093116290719e-05,5.513339262785193e-05,1.2901499255725548e-06
AGO,2024,AGR,5,68.41,0.011564754765833579,Angola,Lower middle income,Service and sales,0.21831893771381647,0.10546192322299236,0.11180498809266577,0.0010520263981583383,1.0,0.011564754765833579,0.0025248049753975833,0.001219641279207076,0.0012929972688886231,1.2166427301884377e-05
AGO,2024,AGR,6,5763.687,0.9743550168399803,Angola,Lower middle income,Skilled agriculture,0.20683947719017082,0.06058166310116309,0.13050784533311116,0.01574996875589656,1.0,0.9743550168399803,0.2015350822808016,0.059028047371127775,0.12716097383729308,0.015346061072380755
AGO,2024,AGR,7,3.89,0.000657607017089499,Angola,Lower middle income,Craft and trades,0.23337378406341502,0.12602420553460766,0.1044063195312514,0.002943258997555983,1.0,0.000657607017089499,0.00015346823800483123,8.287440188268728e-05,6.865832835223934e-05,1.935507769904619e-06
AGO,2024,AGR,8,3.722,0.0006292065083822919,Angola,Lower middle income,Plant and machine operators,0.34775328427096847,0.22394108846953015,0.11925714886960134,0.004555046931837006,1.0,0.0006292065083822919,0.00021880862977461066,0.000140905190359243,7.503737423986904e-05,2.8660651754986343e-06
AGO,2024,AGR,9,61.152,0.010337785169423405,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,1.0,0.010337785169423405,0.0026584048265012694,0.0016741157659255484,0.000971377147616245,1.2911912959476122e-05
AGO,2024,CON,1,1.768,0.0042953907153477616,Angola,Lower middle income,Managers,0.30869976998546494,0.07776728987293412,0.21634217132652744,0.014590308786003398,1.0,0.0042953907153477616,0.0013259861258255556,0.0003340408948779592,0.0009292741540541407,6.267107689345586e-05
AGO,2024,CON,2,10.213,0.02481268403611238,Angola,Lower middle income,Professionals,0.2547567983943367,0.05267942139315711,0.1826851382651243,0.019392238736055237,1.0,0.02481268403611238,0.006321199944610258,0.0013071178382336264,0.004532908613866032,0.00048117349251059784
AGO,2024,CON,3,17.945,0.04359772985685271,Angola,Lower middle income,Technicians,0.3284483095627279,0.12268700607973085,0.19319127931261001,0.012570024170387058,1.0,0.04359772985685271,0.014319600672255744,0.005348874948010151,0.008422701206170948,0.000548024518074644
AGO,2024,CON,5,5.68,0.013799671528945297,Angola,Lower middle income,Service and sales,0.21831893771381647,0.10546192322299236,0.11180498809266577,0.0010520263981583383,1.0,0.013799671528945297,0.0030127296289989345,0.0014553398992881424,0.0015428721109764277,1.451761873436449e-05
AGO,2024,CON,7,348.962,0.8478100310006705,Angola,Lower middle income,Craft and trades,0.23337378406341502,0.12602420553460766,0.1044063195312514,0.002943258997555983,1.0,0.8478100310006705,0.1978566351015477,0.1068445856011306,0.08851672499845617,0.0024953245019609404
AGO,2024,CON,8,19.652,0.04774491987444243,Angola,Lower middle income,Plant and machine operators,0.34775328427096847,0.22394108846953015,0.11925714886960134,0.004555046931837006,1.0,0.04774491987444243,0.01660345269359159,0.010692049325573142,0.005693923017233569,0.0002174803507848827
AGO,2024,CON,9,7.384,0.017939572987628886,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,1.0,0.017939572987628886,0.004613236455787599,0.0029051601944091,0.0016856697012546194,2.2406560123879294e-05
AGO,2024,MAN,1,4.74,0.011237207008792997,Angola,Lower middle income,Managers,0.30869976998546494,0.07776728987293412,0.21634217132652744,0.014590308786003398,1.0,0.011237207008792997,0.0034689232188934525,0.0008738871348149719,0.0024310817639279494,0.00016395432015053142
AGO,2024,MAN,2,7.261,0.01721378904870168,Angola,Lower middle income,Professionals,0.2547567983943367,0.05267942139315711,0.1826851382651243,0.019392238736055237,1.0,0.01721378904870168,0.004385329786282734,0.0009068124470694687,0.0031447034324287486,0.0003338139067845161
AGO,2024,MAN,3,17.796,0.04218931137731649,Angola,Lower middle income,Technicians,0.3284483095627279,0.12268700607973085,0.19319127931261001,0.012570024170387058,1.0,0.04218931137731649,0.013857008003495165,0.005176080301448486,0.008150607038301826,0.0005303206637448539
AGO,2024,MAN,4,1.087,0.0025769713119320648,Angola,Lower middle income,Clerical support,0.6173217381846395,0.38391817866402844,0.22806668113055326,0.005336878390057942,1.0,0.0025769713119320648,0.0015908204095338532,0.0009893461325464102,0.0005877212944809937,1.3752982506449501e-05
AGO,2024,MAN,5,79.993,0.18964090722666205,Angola,Lower middle income,Service and sales,0.21831893771381647,0.10546192322299236,0.11180498809266577,0.0010520263981583383,1.0,0.18964090722666205,0.04140220141280928,0.01999989479787685,0.021202799374359284,0.00019950724057314487
AGO,2024,MAN,6,54.812,0.12994383767214382,Angola,Lower middle income,Skilled agriculture,0.20683947719017082,0.06058166310116309,0.13050784533311116,0.01574996875589656,1.0,0.12994383767214382,0.026877515448190652,0.007872213795926042,0.016958690268907048,0.0020466113833575595
AGO,2024,MAN,7,191.78,0.45465644728825333,Angola,Lower middle income,Craft and trades,0.23337378406341502,0.12602420553460766,0.1044063195312514,0.002943258997555983,1.0,0.45465644728825333,0.10610489555248827,0.057297717560689354,0.047469006312520934,0.001338171679277989
AGO,2024,MAN,8,52.213,0.12378233956753348,Angola,Lower middle income,Plant and machine operators,0.34775328427096847,0.22394108846953015,0.11925714886960134,0.004555046931837006,1.0,0.12378233956753348,0.04304571511935402,0.02771995185605844,0.014761928897232886,0.0005638343660626998
AGO,2024,MAN,9,12.131,0.0287591894986641,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,1.0,0.0287591894986641,0.007395546233214818,0.004657304419263669,0.00270232153262337,3.592028132777904e-05
AGO,2024,MEL,1,4.446,0.02430677046885934,Angola,Lower middle income,Managers,0.30869976998546494,0.07776728987293412,0.21634217132652744,0.014590308786003398,1.0,0.02430677046885934,0.00750349445282637,0.0018902716649266589,0.005258579501168545,0.00035464328673116634
AGO,2024,MEL,2,12.086,0.06607548985304408,Angola,Lower middle income,Professionals,0.2547567983943367,0.05267942139315711,0.1826851382651243,0.019392238736055237,1.0,0.06607548985304408,0.01683318024729899,0.003480818573727786,0.012071009999739176,0.0012813516738320262
AGO,2024,MEL,3,24.128,0.1319104268719384,Angola,Lower middle income,Technicians,0.3284483095627279,0.12268700607973085,0.19319127931261001,0.012570024170387058,1.0,0.1319104268719384,0.04332575671978601,0.0161836953436174,0.02548394412206227,0.0016581172541063403
AGO,2024,MEL,4,1.065,0.00582247200839748,Angola,Lower middle income,Clerical support,0.6173217381846395,0.38391817866402844,0.22806668113055326,0.005336878390057942,1.0,0.00582247200839748,0.0035943385407553414,0.0022353528487862482,0.00132791186693076,3.107382503833378e-05
AGO,2024,MEL,5,16.279,0.08899908152554234,Angola,Lower middle income,Service and sales,0.21831893771381647,0.10546192322299236,0.11180498809266577,0.0010520263981583383,1.0,0.08899908152554234,0.019430184936161752,0.009386014302763583,0.009950541250221451,9.362938317671661e-05
AGO,2024,MEL,6,3.716,0.020315780265920225,Angola,Lower middle income,Skilled agriculture,0.20683947719017082,0.06058166310116309,0.13050784533311116,0.01574996875589656,1.0,0.020315780265920225,0.004202105368913329,0.0012307637557072365,0.002651368708766189,0.00031997290443990347
AGO,2024,MEL,7,92.614,0.5063309132260322,Angola,Lower middle income,Craft and trades,0.23337378406341502,0.12602420553460766,0.1044063195312514,0.002943258997555983,1.0,0.5063309132260322,0.11816436120784377,0.06380995107692308,0.05286414711482744,0.0014902630160932569
AGO,2024,MEL,8,15.155,0.0828540500349895,Angola,Lower middle income,Plant and machine operators,0.34775328427096847,0.22394108846953015,0.11925714886960134,0.004555046931837006,1.0,0.0828540500349895,0.028812768014818746,0.01855442614894446,0.00988093777947214,0.0003774040864021487
AGO,2024,MEL,9,13.423,0.07338501574527641,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,1.0,0.07338501574527641,0.01887126467157912,0.011884074763445112,0.0068955318865845374,9.165802154946922e-05
AGO,2024,MKT,1,72.478,0.018837216797189724,Angola,Lower middle income,Managers,0.30869976998546494,0.07776728987293412,0.21634217132652744,0.014590308786003398,1.0,0.018837216797189724,0.005815044492458805,0.0014649192990663568,0.00407528438365256,0.00027484080973988803
AGO,2024,MKT,2,88.414,0.022979023785241488,Angola,Lower middle income,Professionals,0.2547567983943367,0.05267942139315711,0.1826851382651243,0.019392238736055237,1.0,0.022979023785241488,0.005854062529755433,0.0012105216771861164,0.0041979261374044214,0.0004456147151648946
AGO,2024,MKT,3,112.605,0.029266326298291193,Angola,Lower middle income,Technicians,0.3284483095627279,0.12268700607973085,0.19319127931261001,0.012570024170387058,1.0,0.029266326298291193,0.00961247539978495,0.0035905979524898384,0.005653999018347158,0.00036787842894795466
AGO,2024,MKT,4,50.33,0.01308089518754048,Angola,Lower middle income,Clerical support,0.6173217381846395,0.38391817866402844,0.22806668113055326,0.005336878390057942,1.0,0.01308089518754048,0.008075120954183576,0.005021993455695596,0.0029833163516389833,6.981114684899772e-05
AGO,2024,MKT,5,2595.689,0.6746261821667348,Angola,Lower middle income,Service and sales,0.21831893771381647,0.10546192322299236,0.11180498809266577,0.0010520263981583383,1.0,0.6746261821667348,0.14728367144456916,0.07114737462788864,0.07542657226415235,0.000709724552528181
AGO,2024,MKT,6,15.145,0.00393622407342143,Angola,Lower middle income,Skilled agriculture,0.20683947719017082,0.06058166310116309,0.13050784533311116,0.01574996875589656,1.0,0.00393622407342143,0.0008141665294498531,0.00023846300070670491,0.0005137081225705528,6.199540617259541e-05
AGO,2024,MKT,7,166.026,0.0431505802584263,Angola,Lower middle income,Craft and trades,0.23337378406341502,0.12602420553460766,0.1044063195312514,0.002943258997555983,1.0,0.0431505802584263,0.01007021419944104,0.0054380175954255,0.004505193270420165,0.00012700333359537478
AGO,2024,MKT,8,451.71,0.11740057947871865,Angola,Lower middle income,Plant and machine operators,0.34775328427096847,0.22394108846953015,0.11925714886960134,0.004555046931837006,1.0,0.11740057947871865,0.040826437089039276,0.02629081355541784,0.014000858384271014,0.0005347651493504239
AGO,2024,MKT,9,295.199,0.07672297195443596,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,1.0,0.07672297195443596,0.019729634114516052,0.012424628182203646,0.007209178797231472,9.582713508093323e-05
AGO,2024,PUB,1,56.068,0.03268375430639999,Angola,Lower middle income,Managers,0.30869976998546494,0.07776728987293412,0.21634217132652744,0.014590308786003398,0.9200359085265262,0.03552443334385102,0.01096638440211079,0.0027626389054229883,0.007685433044753221,0.0005183124519345816
AGO,2024,PUB,2,506.717,0.29538085772412226,Angola,Lower middle income,Professionals,0.2547567983943367,0.05267942139315711,0.1826851382651243,0.019392238736055237,0.9200359085265262,0.32105361865406573,0.08179059200122607,0.016912918866875494,0.05865172471433649,0.006225948420014079
AGO,2024,PUB,3,148.91,0.08680419943222557,Angola,Lower middle income,Technicians,0.3284483095627279,0.12268700607973085,0.19319127931261001,0.012570024170387058,0.9200359085265262,0.09434870816210415,0.03098867370527026,0.011575360531898823,0.01822734763132899,0.001185965542042444
AGO,2024,PUB,4,38.381,0.022373460334485593,Angola,Lower middle income,Clerical support,0.6173217381846395,0.38391817866402844,0.22806668113055326,0.005336878390057942,0.9200359085265262,0.02431802946726022,0.015012048219954364,0.009336133581768718,0.005546132272233035,0.00012978236595261334
AGO,2024,PUB,5,488.368,0.28468466367817563,Angola,Lower middle income,Service and sales,0.21831893771381647,0.10546192322299236,0.11180498809266577,0.0010520263981583383,0.9200359085265262,0.30942777454644066,0.06755394303812923,0.03263284820227812,0.03459556864870487,0.0003255261871462423
AGO,2024,PUB,6,7.926,0.0046203081371286,Angola,Lower middle income,Skilled agriculture,0.20683947719017082,0.06058166310116309,0.13050784533311116,0.01574996875589656,0.9200359085265262,0.005021878053138389,0.0010387226310239373,0.0003042337243503547,0.0006553944842407303,7.909442243285227e-05
AGO,2024,PUB,7,29.637,0.017276314945758306,Angola,Lower middle income,Craft and trades,0.23337378406341502,0.12602420553460766,0.1044063195312514,0.002943258997555983,0.9200359085265262,0.018777870282722993,0.004382262644531014,0.0023664661840120836,0.001960528324854367,5.526813566456356e-05
AGO,2024,PUB,8,25.395,0.014803523232700075,Angola,Lower middle income,Plant and machine operators,0.34775328427096847,0.22394108846953015,0.11925714886960134,0.004555046931837006,0.9200359085265262,0.016090158107424854,0.005595405326296143,0.003603247520223557,0.0019188663807525887,7.32914253199979e-05
AGO,2024,PUB,9,276.892,0.1614088267355302,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,0.9200359085265262,0.17543752938299204,0.04511449669515788,0.028410605275856687,0.01648476961786168,0.00021912180143951208
ARE,2024,AGR,1,1.058,0.009761408299964941,United Arab Emirates,High income,Managers,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,1.0,0.009761408299964941,0.005938362698264607,0.0014242060971798739,0.0037486375957626523,0.0007655190053220801
ARE,2024,AGR,2,0.472,0.0043548059712509,United Arab Emirates,High income,Professionals,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,1.0,0.0043548059712509,0.002197504933781587,0.0004099847745495124,0.001429588589269908,0.00035793156996216717
ARE,2024,AGR,5,2.334,0.021534146476482205,United Arab Emirates,High income,Service and sales,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,1.0,0.021534146476482205,0.010122329917034361,0.00458693939296705,0.005150565502810649,0.0003848250212566599
ARE,2024,AGR,6,71.28,0.657649511929585,United Arab Emirates,High income,Skilled agriculture,0.5231903129393064,0.17932861526950386,0.29130315275466806,0.05255854491513448,1.0,0.657649511929585,0.3440758539508217,0.11793537630699753,0.1915753762326568,0.034565101411167365
ARE,2024,AGR,7,1.318,0.012160242097687894,United Arab Emirates,High income,Craft and trades,0.5057375907283784,0.26797102582584903,0.22474549697802224,0.01302106792450719,1.0,0.012160242097687894,0.0061498915411584785,0.0032585925492080994,0.0027329596536179333,0.00015833933833244587
ARE,2024,AGR,8,2.613,0.02410827966711568,United Arab Emirates,High income,Plant and machine operators,0.6491840973379808,0.4155039610046504,0.22407068672624053,0.009609449607089864,1.0,0.02410827966711568,0.01565071177406809,0.01001708569469444,0.005401958780798872,0.0002316672985747773
ARE,2024,AGR,9,29.311,0.2704316055579134,United Arab Emirates,High income,Elementary occupations,0.5792423930635816,0.38968017027075297,0.18501482714643286,0.004547395646395795,1.0,0.2704316055579134,0.15664545036339234,0.10538183410040079,0.05003385675722966,0.0012297595057618803
ARE,2024,CON,1,63.79,0.03225953271973299,United Arab Emirates,High income,Managers,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,1.0000000000000002,0.03225953271973298,0.01962511964252094,0.004706720770176406,0.012388509266164062,0.0025298896061804713
ARE,2024,CON,2,168.371,0.08514766865581068,United Arab Emirates,High income,Professionals,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,1.0000000000000002,0.08514766865581067,0.042966879168992334,0.00801625789248231,0.027952137550302063,0.006998483726207971
ARE,2024,CON,3,203.135,0.10272833013047437,United Arab Emirates,High income,Technicians,0.6000979744575425,0.2103228276720714,0.341344120604955,0.04843102618051616,1.0000000000000002,0.10272833013047435,0.06164706283070339,0.021606112875071415,0.03506571150960227,0.0049752384460297104
ARE,2024,CON,4,46.315,0.02342217052695459,United Arab Emirates,High income,Clerical support,0.8467167645115034,0.5539954685424673,0.27222270382090996,0.020498592148126087,1.0000000000000002,0.023422170526954587,0.01983194444641968,0.012975776335361774,0.006376046590202005,0.00048012152085590156
ARE,2024,CON,5,76.868,0.038873267927581674,United Arab Emirates,High income,Service and sales,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,1.0000000000000002,0.03887326792758167,0.018272748508792163,0.008280306079700976,0.00929775939752154,0.0006946830315696451
ARE,2024,CON,7,1025.887,0.5188060078891474,United Arab Emirates,High income,Craft and trades,0.5057375907283784,0.26797102582584903,0.22474549697802224,0.01302106792450719,1.0000000000000002,0.5188060078891473,0.26237970048526543,0.13902497813866832,0.11659931407823014,0.006755408268367001
ARE,2024,CON,8,155.42,0.07859815919894812,United Arab Emirates,High income,Plant and machine operators,0.6491840973379808,0.4155039610046504,0.22407068672624053,0.009609449607089864,1.0000000000000002,0.07859815919894811,0.051024675031996036,0.03265784647483704,0.01761154350712668,0.0007552850500323184
ARE,2024,CON,9,237.614,0.12016486295135029,United Arab Emirates,High income,Elementary occupations,0.5792423930635816,0.38968017027075297,0.18501482714643286,0.004547395646395795,1.0000000000000002,0.12016486295135026,0.06960458277809745,0.04682586425544386,0.022232281348018863,0.0005464371746347175
ARE,2024,MAN,1,63.629,0.06905889362939872,United Arab Emirates,High income,Managers,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,1.0,0.06905889362939872,0.04201204839610259,0.010075810205771155,0.026520431993595408,0.00541580619673603
ARE,2024,MAN,2,70.988,0.07704588695349222,United Arab Emirates,High income,Professionals,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,1.0,0.07704588695349222,0.03887859018877122,0.007253512739976635,0.025292497889923982,0.00633257955887061
ARE,2024,MAN,3,112.701,0.12231853983131695,United Arab Emirates,High income,Technicians,0.6000979744575425,0.2103228276720714,0.341344120604955,0.04843102618051616,1.0,0.12231853983131695,0.07340310799137754,0.025726381174041475,0.041752714412403046,0.00592401240493302
ARE,2024,MAN,4,37.589,0.04079672401947962,United Arab Emirates,High income,Clerical support,0.8467167645115034,0.5539954685424673,0.27222270382090996,0.020498592148126087,1.0,0.04079672401947962,0.034543270164442516,0.02260120023816934,0.011105794519618203,0.0008362754066549719
ARE,2024,MAN,5,45.039,0.0488824829900594,United Arab Emirates,High income,Service and sales,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,1.0,0.0488824829900594,0.0229776750394814,0.010412346135846186,0.01169177663276755,0.0008735522708676635
ARE,2024,MAN,7,373.827,0.4057281904288491,United Arab Emirates,High income,Craft and trades,0.5057375907283784,0.26797102582584903,0.22474549697802224,0.01302106792450719,1.0,0.4057281904288491,0.20519199751807088,0.10872339939568412,0.09118558379592534,0.0052830143264614325
ARE,2024,MAN,8,109.594,0.11894639847271408,United Arab Emirates,High income,Plant and machine operators,0.6491840973379808,0.4155039610046504,0.22407068672624053,0.009609449607089864,1.0,0.11894639847271408,0.07721811032411267,0.0494226997126502,0.026652401189394093,0.0011430094220683767
ARE,2024,MAN,9,108.006,0.11722288367468983,United Arab Emirates,High income,Elementary occupations,0.5792423930635816,0.38968017027075297,0.18501482714643286,0.004547395646395795,1.0,0.11722288367468983,0.06790046366154119,0.0456794332699818,0.021687971560679146,0.0005330588308802452
ARE,2024,MEL,1,27.47,0.09633424863143644,United Arab Emirates,High income,Managers,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,0.9999999999999999,0.09633424863143646,0.05860503843900527,0.014055330957585955,0.03699488588963608,0.007554821591783232
ARE,2024,MEL,2,71.263,0.24991145104557905,United Arab Emirates,High income,Professionals,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,0.9999999999999999,0.24991145104557907,0.12610932618047857,0.023528003449676555,0.0820405228387295,0.020540799892072553
ARE,2024,MEL,3,34.943,0.1225412322507566,United Arab Emirates,High income,Technicians,0.6000979744575425,0.2103228276720714,0.341344120604955,0.04843102618051616,0.9999999999999999,0.12254123225075661,0.07353674526121033,0.02577321847339916,0.04182872916048207,0.005934797627329105
ARE,2024,MEL,4,16.256,0.05700799220067823,United Arab Emirates,High income,Clerical support,0.8467167645115034,0.5539954685424673,0.27222270382090996,0.020498592148126087,0.9999999999999999,0.05700799220067824,0.048269622707455294,0.03158216934988006,0.015518869776269976,0.0011685835813052563
ARE,2024,MEL,5,10.244,0.035924573825279756,United Arab Emirates,High income,Service and sales,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,0.9999999999999999,0.03592457382527976,0.01688668686197879,0.0076522114788571665,0.008592486860333039,0.0006419885227885808
ARE,2024,MEL,7,26.223,0.09196115769429042,United Arab Emirates,High income,Craft and trades,0.5057375907283784,0.26797102582584903,0.22474549697802224,0.01302106792450719,0.9999999999999999,0.09196115769429043,0.04650821433290293,0.024642925763471678,0.020667856088677578,0.0011974324807536728
ARE,2024,MEL,8,42.686,0.14969507597675633,United Arab Emirates,High income,Plant and machine operators,0.6491840973379808,0.4155039610046504,0.22407068672624053,0.009609449607089864,0.9999999999999999,0.14969507597675635,0.09717966277391102,0.06219889701123436,0.033542278473648546,0.0014384872890281287
ARE,2024,MEL,9,56.068,0.1966242683752231,United Arab Emirates,High income,Elementary occupations,0.5792423930635816,0.38968017027075297,0.18501482714643286,0.004547395646395795,0.9999999999999999,0.19662426837522312,0.11389311174804015,0.07662057837981917,0.03637840502623573,0.000894128341985248
ARE,2024,MKT,1,528.344,0.12806914333653538,United Arab Emirates,High income,Managers,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,0.9999999999999998,0.1280691433365354,0.07791099401006682,0.018685506147832383,0.049181920355711055,0.010043567506523377
ARE,2024,MKT,2,552.072,0.13382074576428948,United Arab Emirates,High income,Professionals,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,0.9999999999999998,0.1338207457642895,0.06752809447785493,0.012598602244145508,0.043930455780390384,0.010999036453319063
ARE,2024,MKT,3,563.421,0.1365717123840038,United Arab Emirates,High income,Technicians,0.6000979744575425,0.2103228276720714,0.341344120604955,0.04843102618051616,0.9999999999999998,0.13657171238400384,0.08195640796983879,0.028724148728620537,0.046617951063230634,0.006614308177987613
ARE,2024,MKT,4,356.652,0.08645147121811171,United Arab Emirates,High income,Clerical support,0.8467167645115034,0.5539954685424673,0.27222270382090996,0.020498592148126087,0.9999999999999998,0.08645147121811173,0.07319990999705892,0.04789372330366343,0.02353405324428995,0.0017721334491055335
ARE,2024,MKT,5,893.203,0.21650996895133362,United Arab Emirates,High income,Service and sales,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,0.9999999999999998,0.21650996895133368,0.10177256565268245,0.04611829433952936,0.051785139397710345,0.0038691319154427225
