iso3,ilostat_year,sex,isco_major,employment_value,employment_share,country_name,income_level,isco_major_label,exposed_share,sub_only_share,both_share,aug_only_share,matched_weight,weight_norm,exposed_share_contribution,sub_only_share_contribution,both_share_contribution,aug_only_share_contribution
AGO,2024,SEX_F,9,456.52,0.07170626254902789,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,0.9992638060707804,0.07175909115630348,0.018453151342271677,0.011620770202168626,0.006742753901398014,8.962723870503705e-05
AGO,2024,SEX_M,1,110.402,0.018012714723088085,Angola,Lower middle income,Managers,0.30869976998546494,0.07776728987293412,0.21634217132652744,0.014590308786003398,0.9783169348266432,0.018411942062803933,0.005683762279773281,0.001431846835521742,0.003983279524205225,0.00026863592004631374
AGO,2024,SEX_M,2,380.716,0.06211598248686802,Angola,Lower middle income,Professionals,0.2547567983943367,0.05267942139315711,0.1826851382651243,0.019392238736055237,0.9783169348266432,0.06349269881326844,0.016175196671084167,0.0033447586361729743,0.011599172461527838,0.0012312655733833526
AGO,2024,SEX_M,3,240.075,0.03916960278930972,Angola,Lower middle income,Technicians,0.3284483095627279,0.12268700607973085,0.19319127931261001,0.012570024170387058,0.9783169348266432,0.040037743797464304,0.013150329268982745,0.0049121109166982094,0.007734942945022645,0.0005032754072618908
AGO,2024,SEX_M,4,68.393,0.01115870725218894,Angola,Lower middle income,Clerical support,0.6173217381846395,0.38391817866402844,0.22806668113055326,0.005336878390057942,0.9783169348266432,0.011406024831989903,0.007041187075061168,0.004378980279294244,0.0026013342283246134,6.0872567442311186e-05
AGO,2024,SEX_M,5,1004.275,0.16385318271887542,Angola,Lower middle income,Service and sales,0.21831893771381647,0.10546192322299236,0.11180498809266577,0.0010520263981583383,0.9783169348266432,0.1674847658115108,0.036565096155216366,0.017663265513034408,0.018725632247258883,0.00017619839492307652
AGO,2024,SEX_M,6,2638.484,0.4304836832071189,Angola,Lower middle income,Skilled agriculture,0.20683947719017082,0.06058166310116309,0.13050784533311116,0.01574996875589656,0.9783169348266432,0.4400247689501564,0.09101449316037606,0.026657432308705507,0.05742668448888499,0.006930376362785567
AGO,2024,SEX_M,7,784.146,0.12793788336489037,Angola,Lower middle income,Craft and trades,0.23337378406341502,0.12602420553460766,0.1044063195312514,0.002943258997555983,0.9783169348266432,0.13077345266190332,0.030519095502746254,0.01648062047673399,0.013653574884823657,0.00038490014118860836
AGO,2024,SEX_M,8,560.067,0.0913781190269721,Angola,Lower middle income,Plant and machine operators,0.34775328427096847,0.22394108846953015,0.11925714886960134,0.004555046931837006,0.9783169348266432,0.09340339083792332,0.03248133592593272,0.020916857010989488,0.01113902208608378,0.00042545682885945535
AGO,2024,SEX_M,9,209.659,0.03420705925733161,Angola,Lower middle income,Elementary occupations,0.25715419530715045,0.16194143508390618,0.09396375835796403,0.0012490018652802292,0.9783169348266432,0.03496521223297956,0.008991451015515592,0.005662316647022062,0.0032854627531946194,4.367161529891056e-05
ARE,2024,SEX_F,1,123.906,0.07247448308133245,United Arab Emirates,High income,Managers,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,1.0,0.07247448308133245,0.04408992572390806,0.010574150524444716,0.027832108202371048,0.0056836669970922946
ARE,2024,SEX_F,2,380.169,0.22236656625625129,United Arab Emirates,High income,Professionals,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,1.0,0.22236656625625129,0.1122097355616097,0.02093478036352813,0.07299813306349316,0.018276822134588422
ARE,2024,SEX_F,3,176.738,0.1033767145322142,United Arab Emirates,High income,Technicians,0.6000979744575425,0.2103228276720714,0.341344120604955,0.04843102618051616,1.0,0.1033767145322142,0.06203615699685734,0.021742482915863805,0.035287033713028125,0.005006640367965411
ARE,2024,SEX_F,4,181.456,0.10613634369607815,United Arab Emirates,High income,Clerical support,0.8467167645115034,0.5539954685424673,0.27222270382090996,0.020498592148126087,1.0,0.10613634369607815,0.08986742153142419,0.058799053455293154,0.028892722454611785,0.002175645621519239
ARE,2024,SEX_F,5,244.307,0.14289883894364344,United Arab Emirates,High income,Service and sales,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,1.0,0.14289883894364344,0.06717095539999367,0.030438555541344527,0.0341787324173091,0.002553667441340024
ARE,2024,SEX_F,6,0.19,0.00011113385780715352,United Arab Emirates,High income,Skilled agriculture,0.5231903129393064,0.17932861526950386,0.29130315275466806,0.05255854491513448,1.0,0.00011113385780715352,5.8144157844277035e-05,1.9929480830114784e-05,3.2373643157012806e-05,5.841033857149447e-06
ARE,2024,SEX_F,7,32.03,0.018734828766121724,United Arab Emirates,High income,Craft and trades,0.5057375907283784,0.26797102582584903,0.22474549697802224,0.01302106792450719,1.0,0.018734828766121724,0.00947490716288712,0.005020391283129264,0.004210568401840174,0.0002439474779176822
ARE,2024,SEX_F,8,11.643,0.00681016582341415,United Arab Emirates,High income,Plant and machine operators,0.6491840973379808,0.4155039610046504,0.22407068672624053,0.009609449607089864,1.0,0.00681016582341415,0.004421051352795082,0.0028296508747270763,0.001525958532771982,6.544194529602392e-05
ARE,2024,SEX_F,9,559.211,0.3270909250431375,United Arab Emirates,High income,Elementary occupations,0.5792423930635816,0.38968017027075297,0.18501482714643286,0.004547395646395795,1.0,0.3270909250431375,0.18946493017136756,0.12746084736482793,0.06051667095802292,0.0014874118485167368
ARE,2024,SEX_M,1,622.048,0.0827808603062336,United Arab Emirates,High income,Managers,0.6083510202401773,0.1459017032598656,0.3840263085579686,0.07842300842234307,1.0,0.0827808603062336,0.05035982082365681,0.012077868515996482,0.03179002820265576,0.006491924105004563
ARE,2024,SEX_M,2,886.54,0.11797890821269152,United Arab Emirates,High income,Professionals,0.5046160376119726,0.09414535969136323,0.3282783661792547,0.08219231174135476,1.0,0.11797890821269152,0.05953404918407501,0.01110716674967817,0.03872992323167463,0.00969695920272222
ARE,2024,SEX_M,3,919.99,0.12243036497686972,United Arab Emirates,High income,Technicians,0.6000979744575425,0.2103228276720714,0.341344120604955,0.04843102618051616,1.0,0.12243036497686972,0.07347021403471718,0.025749900554858974,0.041790885268373275,0.005929428211484926
ARE,2024,SEX_M,4,374.635,0.04985565036914487,United Arab Emirates,High income,Clerical support,0.8467167645115034,0.5539954685424673,0.27222270382090996,0.020498592148126087,1.0,0.04985565036914487,0.04221361497317908,0.027619804385743844,0.013571839944238565,0.0010219706431966724
ARE,2024,SEX_M,5,1079.3,0.14363101003221285,United Arab Emirates,High income,Service and sales,0.4700594903117764,0.21300771767186233,0.23918131644714438,0.017870456192769637,1.0,0.14363101003221285,0.06751511936870762,0.03059451363386602,0.03435385406213767,0.002566751672703916
ARE,2024,SEX_M,6,96.744,0.012874491276342444,United Arab Emirates,High income,Skilled agriculture,0.5231903129393064,0.17932861526950386,0.29130315275466806,0.05255854491513448,1.0,0.012874491276342444,0.006735809119803974,0.002308764692885798,0.0037503798989110245,0.0006766645280071513
ARE,2024,SEX_M,7,1637.975,0.21797832266979877,United Arab Emirates,High income,Craft and trades,0.5057375907283784,0.26797102582584903,0.22474549697802224,0.01302106792450719,1.0,0.21797832266979877,0.1102398317380371,0.0584118747336239,0.048989646458859615,0.0028383105455535955
ARE,2024,SEX_M,8,925.473,0.12316003126799047,United Arab Emirates,High income,Plant and machine operators,0.6491840973379808,0.4155039610046504,0.22407068672624053,0.009609449607089864,1.0,0.12316003126799047,0.07995353372682788,0.05117348082930664,0.02759655278344388,0.0011835001140773664
ARE,2024,SEX_M,9,971.689,0.1293103608887157,United Arab Emirates,High income,Elementary occupations,0.5792423930635816,0.38968017027075297,0.18501482714643286,0.004547395646395795,1.0,0.1293103608887157,0.07490204288909505,0.05038968344888725,0.023924334068068587,0.0005880253721392148
ARG,2024,SEX_F,1,189.331,0.034976181111853535,Argentina,Upper middle income,Managers,0.5572532983744791,0.1312792657687802,0.3634496849083513,0.06252434769734753,0.9999999999999999,0.03497618111185354,0.019490592289123542,0.0045916473757600116,0.012712082004400597,0.0021868629089629305
ARG,2024,SEX_F,2,837.61,0.1547364090460603,Argentina,Upper middle income,Professionals,0.471860143293923,0.08216110226172108,0.3186000156778327,0.07109902535436921,0.9999999999999999,0.15473640904606034,0.07301394414526112,0.012713313927244866,0.04929902234800636,0.011001607870009889
ARG,2024,SEX_F,3,573.181,0.1058869517716239,Argentina,Upper middle income,Technicians,0.5569591495207391,0.18813474992679566,0.32276033082715305,0.046064068766790416,0.9999999999999999,0.10588695177162391,0.05897470660406717,0.01992101519206514,0.034176107584088136,0.004877583827913904
ARG,2024,SEX_F,4,783.582,0.1447555125573119,Argentina,Upper middle income,Clerical support,0.8023990208821233,0.5260997271308879,0.2629673256988541,0.013331968052381377,0.9999999999999999,0.14475551255731192,0.116151681543277,0.07615583565709362,0.03806597001736321,0.0019298758688201737
ARG,2024,SEX_F,5,1742.194,0.32184530201596445,Argentina,Upper middle income,Service and sales,0.4108198695240652,0.17656778517325245,0.2131119853485861,0.02114009900222666,0.9999999999999999,0.3218453020159645,0.1322204449811319,0.056827512145375375,0.0685890912877375,0.006803841548019029
ARG,2024,SEX_F,6,6.477,0.0011965326600581806,Argentina,Upper middle income,Skilled agriculture,0.522595449714964,0.1547950509340149,0.30074491660479113,0.06705548217615794,0.9999999999999999,0.0011965326600581808,0.0006253025235817471,0.00018521733405791845,0.00035985111506410647,8.023407445972218e-05
ARG,2024,SEX_F,7,135.97,0.025118503286723916,Argentina,Upper middle income,Craft and trades,0.46886580577414755,0.24118797815752668,0.2149702510796208,0.012707576537000099,0.9999999999999999,0.02511850328672392,0.011777207283370384,0.006058281022068131,0.0053997309582913215,0.00031919530301093273
ARG,2024,SEX_F,8,124.933,0.023079576164744275,Argentina,Upper middle income,Plant and machine operators,0.5993618032077174,0.3732148787880278,0.21043992112995324,0.01570700328973627,0.9999999999999999,0.023079576164744278,0.013833016387370984,0.00861364122080409,0.004856864187821535,0.0003625109787453572
ARG,2024,SEX_F,9,1019.863,0.18840503138565945,Argentina,Upper middle income,Elementary occupations,0.5182465416601482,0.3263822338193562,0.18336829606124644,0.008496011779545495,0.9999999999999999,0.18840503138565948,0.09764025594698969,0.061492055006457456,0.03454750957455403,0.0016006913659782017
ARG,2024,SEX_M,1,409.099,0.06059066190609416,Argentina,Upper middle income,Managers,0.5572532983744791,0.1312792657687802,0.3634496849083513,0.06252434769734753,1.0,0.06059066190609416,0.03376434619786388,0.007954297607476443,0.022021656978158367,0.0037883916122290616
ARG,2024,SEX_M,2,478.525,0.07087317859152359,Argentina,Upper middle income,Professionals,0.471860143293923,0.08216110226172108,0.3186000156778327,0.07109902535436921,1.0,0.07087317859152359,0.03344222820589212,0.00582301847387139,0.02258019581039725,0.005039013921623473
ARG,2024,SEX_M,3,707.977,0.10485675849682065,Argentina,Upper middle income,Technicians,0.5569591495207391,0.18813474992679566,0.32276033082715305,0.046064068766790416,1.0,0.10485675849682065,0.05840093103389076,0.019727200037933757,0.033843602061896724,0.004830128934060282
ARG,2024,SEX_M,4,645.59,0.09561677105041894,Argentina,Upper middle income,Clerical support,0.8023990208821233,0.5260997271308879,0.2629673256988541,0.013331968052381377,1.0,0.09561677105041894,0.07672280347076631,0.050303957158761986,0.025144086575088282,0.0012747597369160498
ARG,2024,SEX_M,5,1430.963,0.21193646362648216,Argentina,Upper middle income,Service and sales,0.4108198695240652,0.17656778517325245,0.2131119853485861,0.02114009900222666,1.0,0.21193646362648216,0.08706771033442319,0.037421151979979535,0.04516620053119802,0.004480357823245643
ARG,2024,SEX_M,6,22.33,0.003307242208763851,Argentina,Upper middle income,Skilled agriculture,0.522595449714964,0.1547950509340149,0.30074491660479113,0.06705548217615794,1.0,0.003307242208763851,0.0017283497294052555,0.0005119447261567243,0.0009946362822665295,0.00022176872098200162
ARG,2024,SEX_M,7,1381.602,0.20462572548645563,Argentina,Upper middle income,Craft and trades,0.46886580577414755,0.24118797815752668,0.2149702510796208,0.012707576537000099,1.0,0.20462572548645563,0.09594200566232654,0.049353265009095315,0.04398844358517293,0.002600297068058307
ARG,2024,SEX_M,8,841.955,0.12469991553424847,Argentina,Upper middle income,Plant and machine operators,0.5993618032077174,0.3732148787880278,0.21043992112995324,0.01570700328973627,1.0,0.12469991553424847,0.0747403662344572,0.04653986386099185,0.02624184038993908,0.0019586619835262756
ARG,2024,SEX_M,9,833.808,0.12349328309919252,Argentina,Upper middle income,Elementary occupations,0.5182465416601482,0.3263822338193562,0.18336829606124644,0.008496011779545495,1.0,0.12349328309919252,0.06399996688441414,0.04030601359960061,0.022644752896908055,0.0010492003879054863
AUS,2024,SEX_F,1,692.167,0.10031282223334931,Australia,High income,Managers,0.6220592366472949,0.14393505116251232,0.3969110901192812,0.08121309536550135,0.9998114515980601,0.10033173962251898,0.06241228536107931,0.014441254075791134,0.03982278014713789,0.008148251138150285
AUS,2024,SEX_F,2,1966.763,0.28503460464617464,Australia,High income,Professionals,0.5299224014516342,0.09054854207000389,0.3472363853634088,0.0921374740182215,0.9998114515980601,0.2850883576004119,0.15107470708551252,0.02581433514184921,0.09899305080235792,0.026267321141305394
AUS,2024,SEX_F,3,1043.857,0.151281759572527,Australia,High income,Technicians,0.6143133362232172,0.20710059313409848,0.3530347148146636,0.054178028274455114,0.9998114515980601,0.15131028888569348,0.09295192837026914,0.031336450575518905,0.05341778468528516,0.008197693109465073
AUS,2024,SEX_F,4,931.436,0.13498906172894973,Australia,High income,Clerical support,0.8481187200362134,0.5785029180991977,0.25594306979491943,0.013672732142096094,0.9998114515980601,0.13501451850065171,0.11450834061707837,0.07810629293838514,0.03455603033193974,0.0018460173467534883
AUS,2024,SEX_F,5,1610.054,0.23333828496315626,Australia,High income,Service and sales,0.47880967149201575,0.2144968416970311,0.23629758180103566,0.02801524799394902,0.9998114515980601,0.23338228882075449,0.1117456970423202,0.05005976386007616,0.055147670483535166,0.006538262698708873
AUS,2024,SEX_F,6,60.06,0.008704240599934639,Australia,High income,Skilled agriculture,0.5438241230617424,0.15396628577449845,0.33601571108720496,0.05384212620003905,0.9998114515980601,0.008705882080088316,0.0047344686876829665,0.0013404123282619626,0.0029253131577822306,0.0004687432016387736
AUS,2024,SEX_F,7,93.559,0.013559108329824923,Australia,High income,Craft and trades,0.5204312175174611,0.2681769492682352,0.23877367821623402,0.013480590032991844,0.9998114515980601,0.013561665360156225,0.007057914014950482,0.0036369260432833985,0.00323816872078219,0.00018281925088489275
AUS,2024,SEX_F,8,126.112,0.018276876299349935,Australia,High income,Plant and machine operators,0.6658568776665659,0.415398893467977,0.23719111232305784,0.013266871875531046,0.9998114515980601,0.018280323025043253,0.012172078812191532,0.007593625956840149,0.0043359301519348145,0.00024252270341656895
AUS,2024,SEX_F,9,374.776,0.05431469322479361,Australia,High income,Elementary occupations,0.6265061946697348,0.3846911425365334,0.2297110438993931,0.012104008233808207,0.9998114515980601,0.054324936104681636,0.034034908994620576,0.02089832173833415,0.012479037782374247,0.0006575494739121712
AUS,2024,SEX_M,1,966.783,0.12852878747149332,Australia,High income,Managers,0.6220592366472949,0.14393505116251232,0.3969110901192812,0.08121309536550135,0.9993800783257675,0.12860851467723258,0.08000211446646173,0.01851127314000219,0.051046145759161964,0.01044469556729757
AUS,2024,SEX_M,2,1592.683,0.2117389474333541,Australia,High income,Professionals,0.5299224014516342,0.09054854207000389,0.3472363853634088,0.0921374740182215,0.9993800783257675,0.2118702904185105,0.11227481309483224,0.01918454590534444,0.07356907381081924,0.019521193378668554
AUS,2024,SEX_M,3,881.287,0.11716253753364501,Australia,High income,Technicians,0.6143133362232172,0.20710059313409848,0.3530347148146636,0.054178028274455114,0.9993800783257675,0.11723521418390091,0.07201915554815559,0.024279482393688955,0.04138810040564946,0.006351572748817185
AUS,2024,SEX_M,4,338.627,0.0450187040060793,Australia,High income,Clerical support,0.8481187200362134,0.5785029180991977,0.25594306979491943,0.013672732142096094,0.9993800783257675,0.045046629387988035,0.038204889658486084,0.026059606551484156,0.01152937260947569,0.0006159104975262345
AUS,2024,SEX_M,5,780.658,0.10378443370427597,Australia,High income,Service and sales,0.47880967149201575,0.2144968416970311,0.23629758180103566,0.02801524799394902,0.9993800783257675,0.10384881183357489,0.04972381547887015,0.022275242152291083,0.02453922310918452,0.0029093502173945483
AUS,2024,SEX_M,6,220.814,0.029356076468794262,Australia,High income,Skilled agriculture,0.5438241230617424,0.15396628577449845,0.33601571108720496,0.05384212620003905,0.9993800783257675,0.029374286225490553,0.01597444544714202,0.004522649747415792,0.009870221673737297,0.0015815740259889311
AUS,2024,SEX_M,7,1302.127,0.17311103364859867,Australia,High income,Craft and trades,0.5204312175174611,0.2681769492682352,0.23877367821623402,0.013480590032991844,0.9993800783257675,0.17321841549874256,0.09014827087445605,0.04645318622553037,0.04135999820342268,0.0023350864455029888
AUS,2024,SEX_M,8,726.604,0.0965982346523852,Australia,High income,Plant and machine operators,0.6658568776665659,0.415398893467977,0.23719111232305784,0.013266871875531046,0.9993800783257675,0.09665815513774642,0.06436049738103036,0.04015169068887592,0.022926455332216763,0.0012823513599376846
AUS,2024,SEX_M,9,707.672,0.09408132340714165,Australia,High income,Elementary occupations,0.6265061946697348,0.3846911425365334,0.2297110438993931,0.012104008233808207,0.9993800783257675,0.09413968263681358,0.05897909433620658,0.03621470207158247,0.02162492477086002,0.001139467493764083
AUT,2024,SEX_F,1,83.672,0.03927737368474171,Austria,High income,Managers,0.6054273231334328,0.1384521702106035,0.3851844647567222,0.08179068816610717,0.9998098845929067,0.0392848423385355,0.023784116936738493,0.005439071678151639,0.015131910969221014,0.0032131342893658415
AUT,2024,SEX_F,2,544.976,0.2558230471509681,Austria,High income,Professionals,0.5023240855379578,0.08509352941130573,0.32792411664084764,0.08930643948580447,0.9998098845929067,0.25587169230191376,0.12853051385060854,0.021773025374413467,0.08390649867150385,0.022850989804691243
AUT,2024,SEX_F,3,364.478,0.17109353912739378,Austria,High income,Technicians,0.6011746566383368,0.19915498916363455,0.34452818197102114,0.057491485503681126,0.9998098845929067,0.17112607283039422,0.10287665807567926,0.0340806111801525,0.05895775476009628,0.00983829213543049
AUT,2024,SEX_F,4,290.287,0.13626674365167102,Austria,High income,Clerical support,0.8422972102062866,0.5592660192515314,0.2639017892481781,0.019129401706577186,0.9998098845929067,0.13629265498525736,0.11479892306569021,0.07622385060682726,0.035967875511994034,0.002607196946868918
AUT,2024,SEX_F,5,515.932,0.2421891906481997,Austria,High income,Service and sales,0.465813455602778,0.19915637639794467,0.24022954821088655,0.02642753099394677,0.9998098845929067,0.24223524330009205,0.11283643575039555,0.04824269329152084,0.0581920630587353,0.006401679400139419
AUT,2024,SEX_F,6,45.765,0.02148304100155613,Austria,High income,Skilled agriculture,0.567865705083436,0.18060517173637983,0.311205769172648,0.07605476417440826,0.9998098845929067,0.02148712603526959,0.012201801976235022,0.003880686087721103,0.006686917585115703,0.0016341983033982168
AUT,2024,SEX_F,7,54.259,0.025470300922177082,Austria,High income,Craft and trades,0.544599638239685,0.2762425063065617,0.2526294589744803,0.01572767295864304,0.9998098845929067,0.02547514413957594,0.013873754282516889,0.0070373176656373755,0.006435771881277972,0.00040066473560154226
AUT,2024,SEX_F,8,30.504,0.014319210809821223,Austria,High income,Plant and machine operators,0.6813127204586579,0.4139078507178936,0.257177179512666,0.010227690228098297,0.9998098845929067,0.014321933630063666,0.009757715563727018,0.005927960766943972,0.0036832744961473717,0.00014648030063567452
AUT,2024,SEX_F,9,200.007,0.09388743759637797,Austria,High income,Elementary occupations,0.632515847605021,0.3774796076471257,0.2432806596910045,0.011755580266890888,0.9998098845929067,0.09390529043889798,0.05939658437655523,0.03544733219086459,0.022845341006450477,0.0011039111792401665
AUT,2024,SEX_M,1,147.333,0.06246729999041789,Austria,High income,Managers,0.6054273231334328,0.1384521702106035,0.3851844647567222,0.08179068816610717,0.995292470581651,0.06276275751780969,0.037998288276480253,0.00868963998674262,0.024175239161153467,0.0051334091285841705
AUT,2024,SEX_M,2,476.372,0.2019756105627073,Austria,High income,Professionals,0.5023240855379578,0.08509352941130573,0.32792411664084764,0.08930643948580447,0.995292470581651,0.2029309138093573,0.10193708570666754,0.017268107682699693,0.06654594065005348,0.01812303737391437
