spec,outcome,variable,mean_abs_shap,mean_abs_shap_sd,mean_shap,median_shap,mean_abs_shap_ci,median_ale_delta,direction_flag,mean_abs_shap_share,mean_abs_shap_pp,ci95_pp,variable_label
main68,substitution_within_exposed,pwt_human_capital_index,0.0022280716427479,0.0001499782143965,-0.0001473565038792,0.0008579640701935,0.0002939573002172,-0.0049059492255485,negative,0.1243605146540306,0.22280716427479,0.029395730021720003,Human capital
main68,substitution_within_exposed,pwt_log_real_capital_stock_per_worker,0.0022575781215236,9.514027555721404e-05,3.134874565340113e-05,-0.0006666038320578,0.0001864749400921,-0.0058279191282634,negative,0.1260074279829243,0.22575781215236,0.01864749400921,Capital intensity
main68,substitution_within_exposed,wgi_government_effectiveness_score,0.0023161230443719,0.000169458424752,-0.0001413452773518,0.000692345414616,0.000332138512514,0.000131501040036,positive,0.1292751311375765,0.23161230443719,0.0332138512514,"Government
effectiveness"
main68,substitution_within_exposed,wgi_regulatory_quality_score,0.0026494036566576,0.0001327705837528,0.0002221926808786,-0.0010174150427236,0.0002602303441555,-0.0153331516385144,negative,0.1478772926088935,0.26494036566576,0.02602303441555,Regulatory quality
main68,augmentation_within_exposed,barro_lee_years_schooling_15_64,0.0004414760111876,5.1650132105817186e-05,3.8431586875811774e-05,0.0001258870859645,0.0001012342589274,0.0008332536273993,positive,0.0261628168990815,0.044147601118759996,0.01012342589274,Years of schooling
main68,augmentation_within_exposed,goods_trade_openness,0.000718191613918,2.3913619223531608e-05,1.7896475214161888e-05,0.0002535435968208,4.687069367812195e-05,0.0027048459988754,positive,0.0425615780183573,0.0718191613918,0.004687069367812195,"Goods trade (%
GDP)"
main68,augmentation_within_exposed,gross_fixed_capital_formation_pct_gdp,0.0013792507377587,0.0001178079471955,2.972395759644489e-05,-0.0007794348501964,0.0002309035765033,-0.0042463537222722,negative,0.0817373619301178,0.13792507377587002,0.02309035765033,Investment (% GDP)
main68,augmentation_within_exposed,internet_users_pct,0.0012101910118737,5.846377016933942e-05,0.0002052821674423,0.0001006928372578,0.0001145889895319,0.0036414553570696,positive,0.0717185193627925,0.12101910118737,0.011458898953190001,Internet users (%)
main68,augmentation_within_exposed,log_gdp_per_capita,0.0012743901489323,3.2862671712667535e-05,-4.3550200732877174e-05,0.0002447686943724,6.441083655682837e-05,0.0064190492530121,positive,0.0755230981516287,0.12743901489322998,0.006441083655682837,Log GDP per capita
main68,augmentation_within_exposed,pwt_human_capital_index,0.0006647698296862,6.262571636788473e-05,3.718287650531713e-05,0.0002086183578066,0.000122746404081,0.0037006531450646,positive,0.0393956883123245,0.06647698296862001,0.0122746404081,Human capital
main68,augmentation_within_exposed,pwt_log_real_capital_stock_per_worker,0.0083229364315193,0.0001344837458448,-0.0003221585265918,0.0010541840391169,0.0002635881418559,0.021891540285736,positive,0.4932350940989142,0.8322936431519301,0.02635881418559,Capital intensity
main68,augmentation_within_exposed,wgi_government_effectiveness_score,0.0011864552562824,5.34764076904873e-05,-3.165827084219951e-05,-3.140107450008707e-05,0.0001048137590733,0.003597001337818,positive,0.0703118874920702,0.11864552562823999,0.01048137590733,"Government
effectiveness"
main68,augmentation_within_exposed,wgi_regulatory_quality_score,0.0016765162651507,0.0001511678969553,-9.265433448873915e-05,6.920641179728529e-05,0.0002962890780324,0.0077019713897533,positive,0.099353955734713,0.16765162651507,0.029628907803240002,Regulatory quality
