domain,n_countries,exposed_median,exposed_female_higher,sub_median,sub_female_higher,both_median,both_female_higher,aug_median,aug_female_higher
Industry ISIC-2,73,-0.5933676964846368,0.4246575342465753,-0.10157594174589613,0.4931506849315068,0.24163004254112996,0.5205479452054794,-0.8316854379178448,0.0958904109589041
Occupation ISCO-2,89,1.808818158165998,0.7078651685393258,2.106589354929847,0.7865168539325843,0.10628253421211403,0.5280898876404494,-0.06305644000535027,0.34831460674157305
