month,iwa_cleaned,share_of_messages
2025-02-01,4.A.2.a.4.I10,0.00265
2025-02-01,4.A.2.a.4.I11,0.00402
2025-02-01,4.A.2.a.4.I12,0.00086
2025-02-01,4.A.2.b.1.I01,0.00286
2025-02-01,4.A.2.b.1.I02,0.00154
2025-02-01,4.A.2.b.1.I06,0.00134
2025-02-01,4.A.2.b.1.I07,0.09361
2025-02-01,4.A.2.b.1.I08,0.00052
2025-02-01,4.A.2.b.1.I10,0.00058
2025-02-01,4.A.2.b.1.I11,0.00058
2025-02-01,4.A.2.b.2.I01,0.00163
2025-02-01,4.A.2.b.2.I02,0.00306
2025-02-01,4.A.2.b.2.I03,0.00265
2025-02-01,4.A.2.b.2.I04,0.00204
2025-02-01,4.A.2.b.2.I06,0.00052
2025-02-01,4.A.2.b.2.I07,0.00056
2025-02-01,4.A.2.b.2.I09,0.00120
2025-02-01,4.A.2.b.2.I11,0.00070
2025-02-01,4.A.2.b.2.I12,0.01834
2025-02-01,4.A.2.b.2.I15,0.00493
2025-02-01,4.A.2.b.2.I18,0.01727
2025-02-01,4.A.2.b.2.I19,0.00020
2025-02-01,4.A.2.b.2.I21,0.00192
2025-02-01,4.A.2.b.2.I22,0.00910
2025-02-01,4.A.2.b.2.I23,0.00310
2025-02-01,4.A.2.b.2.I25,0.00506
2025-02-01,4.A.2.b.2.I26,0.00086
2025-02-01,4.A.2.b.2.I27,0.00087
2025-02-01,4.A.2.b.3.I01,0.00604
2025-02-01,4.A.2.b.4.I01,0.00097
2025-02-01,4.A.2.b.4.I03,0.00088
2025-02-01,4.A.2.b.5.I01,0.00054
2025-02-01,4.A.2.b.5.I02,0.00133
2025-02-01,4.A.2.b.5.I03,0.00145
2025-02-01,4.A.2.b.6.I01,0.00300
2025-02-01,4.A.2.b.6.I02,0.00337
2025-02-01,4.A.3.a.1.I01,0.00065
2025-02-01,4.A.3.a.1.I03,0.00028
2025-02-01,4.A.3.a.1.I08,0.00026
2025-02-01,4.A.3.a.1.I16,0.00094
2025-02-01,4.A.3.a.2.I03,0.00482
2025-02-01,4.A.3.a.2.I21,0.00029
2025-02-01,4.A.3.a.2.I46,0.00030
2025-02-01,4.A.3.b.1.I01,0.02686
2025-02-01,4.A.3.b.1.I02,0.00058
2025-02-01,4.A.3.b.1.I03,0.00439
2025-02-01,4.A.3.b.1.I04,0.02145
2025-02-01,4.A.3.b.1.I05,0.00179
2025-02-01,4.A.3.b.1.I06,0.00356
2025-02-01,4.A.3.b.6.I01,0.00337
2025-02-01,4.A.3.b.6.I03,0.00359
2025-02-01,4.A.3.b.6.I05,0.00080
2025-02-01,4.A.3.b.6.I06,0.00270
2025-02-01,4.A.3.b.6.I07,0.00125
2025-02-01,4.A.3.b.6.I08,0.00087
2025-02-01,4.A.3.b.6.I09,0.00077
2025-02-01,4.A.3.b.6.I10,0.00073
2025-02-01,4.A.3.b.6.I12,0.04974
2025-02-01,4.A.3.b.6.I13,0.00383
2025-02-01,4.A.3.b.6.I14,0.00214
2025-02-01,4.A.3.b.6.I15,0.00264
2025-02-01,4.A.3.b.6.I16,0.06523
2025-02-01,4.A.4.a.1.I01,0.03092
2025-02-01,4.A.4.a.1.I02,0.01556
2025-02-01,4.A.4.a.1.I03,0.03739
2025-02-01,4.A.4.a.1.I04,0.01063
2025-02-01,4.A.4.a.1.I05,0.01075
2025-02-01,4.A.4.a.2.I01,0.00045
2025-02-01,4.A.4.a.2.I02,0.00076
2025-02-01,4.A.4.a.2.I03,0.00763
2025-02-01,4.A.4.a.2.I04,0.00257
2025-02-01,4.A.4.a.2.I06,0.00075
2025-02-01,4.A.4.a.2.I08,0.00056
2025-02-01,4.A.4.a.2.I09,0.00220
2025-02-01,4.A.4.a.2.I11,0.00204
2025-02-01,4.A.4.a.2.I12,0.00088
2025-02-01,4.A.4.a.2.I13,0.00082
2025-02-01,4.A.4.a.3.I02,0.01176
2025-02-01,4.A.4.a.3.I03,0.00354
2025-02-01,4.A.4.a.4.I01,0.00153
2025-02-01,4.A.4.a.5.I01,0.00169
2025-02-01,4.A.4.a.5.I03,0.00054
2025-02-01,4.A.4.a.5.I04,0.00116
2025-02-01,4.A.4.a.5.I08,0.00153
2025-02-01,4.A.4.a.5.I10,0.00048
2025-02-01,4.A.4.a.6.I01,0.00065
2025-02-01,4.A.4.a.6.I02,0.00110
2025-02-01,4.A.4.a.6.I03,0.00212
2025-02-01,4.A.4.a.7.I01,0.00051
2025-02-01,4.A.4.a.7.I02,0.00091
2025-02-01,4.A.4.a.7.I03,0.00048
2025-02-01,4.A.4.a.8.I01,0.00071
2025-02-01,4.A.4.a.8.I02,0.00069
2025-02-01,4.A.4.a.8.I03,0.00048
2025-02-01,4.A.4.b.3.I01,0.00082
2025-02-01,4.A.4.b.3.I02,0.02278
2025-02-01,4.A.4.b.3.I04,0.00028
2025-02-01,4.A.4.b.3.I05,0.00032
2025-02-01,4.A.4.b.5.I01,0.00135
2025-02-01,4.A.4.b.5.I02,0.00358
2025-02-01,4.A.4.b.6.I01,0.00928
2025-02-01,4.A.4.b.6.I02,0.01171
2025-02-01,4.A.4.b.6.I04,0.00435
2025-02-01,4.A.4.b.6.I05,0.00393
2025-02-01,4.A.4.b.6.I06,0.01644
2025-02-01,4.A.4.b.6.I07,0.00769
2025-02-01,4.A.4.b.6.I08,0.00310
2025-02-01,4.A.4.b.6.I10,0.02095
2025-02-01,4.A.4.b.6.I11,0.00475
2025-02-01,4.A.4.c.1.I01,0.00385
2025-02-01,4.A.4.c.1.I03,0.00086
2025-02-01,4.A.4.c.1.I04,0.00020
2025-02-01,4.A.4.c.2.I01,0.00087
2025-02-01,4.A.4.c.3.I05,0.00151
2025-02-01,Other IWA,0.01425
2025-03-01,4.A.1.a.1.I01,0.01394
2025-03-01,4.A.1.a.1.I02,0.00161
2025-03-01,4.A.1.a.1.I03,0.00111
2025-03-01,4.A.1.a.1.I04,0.05451
2025-03-01,4.A.1.a.1.I05,0.00097
2025-03-01,4.A.1.a.1.I06,0.00021
2025-03-01,4.A.1.a.1.I07,0.03275
2025-03-01,4.A.1.a.1.I08,0.00331
2025-03-01,4.A.1.a.1.I09,0.00355
2025-03-01,4.A.1.a.1.I11,0.00006
2025-03-01,4.A.1.a.1.I12,0.00081
2025-03-01,4.A.1.a.1.I13,0.00052
2025-03-01,4.A.1.a.1.I14,0.00100
2025-03-01,4.A.1.a.1.I15,0.00552
2025-03-01,4.A.1.a.1.I16,0.01385
2025-03-01,4.A.1.a.1.I17,0.00208
2025-03-01,4.A.1.a.1.I18,0.03658
2025-03-01,4.A.1.a.1.I19,0.01625
2025-03-01,4.A.1.a.1.I20,0.00286
2025-03-01,4.A.1.a.1.I21,0.00076
2025-03-01,4.A.1.a.1.I23,0.00082
2025-03-01,4.A.1.a.2.I08,0.00083
2025-03-01,4.A.1.a.2.I10,0.00059
2025-03-01,4.A.1.b.1.I02,0.00072
2025-03-01,4.A.1.b.2.I09,0.00031
2025-03-01,4.A.1.b.3.I01,0.00147
2025-03-01,4.A.1.b.3.I02,0.00074
2025-03-01,4.A.1.b.3.I03,0.01403
2025-03-01,4.A.2.a.1.I01,0.00185
2025-03-01,4.A.2.a.1.I02,0.00224
2025-03-01,4.A.2.a.1.I03,0.00219
2025-03-01,4.A.2.a.1.I04,0.00173
2025-03-01,4.A.2.a.1.I06,0.00530
2025-03-01,4.A.2.a.1.I07,0.00963
2025-03-01,4.A.2.a.1.I08,0.00310
2025-03-01,4.A.2.a.1.I09,0.00040
2025-03-01,4.A.2.a.1.I10,0.00050
2025-03-01,4.A.2.a.2.I01,0.00270
2025-03-01,4.A.2.a.2.I03,0.00164
2025-03-01,4.A.2.a.2.I05,0.00045
2025-03-01,4.A.2.a.3.I01,0.00174
2025-03-01,4.A.2.a.4.I01,0.00013
2025-03-01,4.A.2.a.4.I02,0.00566
2025-03-01,4.A.2.a.4.I03,0.00051
2025-03-01,4.A.2.a.4.I04,0.03740
2025-03-01,4.A.2.a.4.I05,0.00052
2025-03-01,4.A.2.a.4.I06,0.00153
2025-03-01,4.A.2.a.4.I07,0.00075
2025-03-01,4.A.2.a.4.I08,0.00499
2025-03-01,4.A.2.a.4.I09,0.00059
2025-03-01,4.A.2.a.4.I10,0.00220
2025-03-01,4.A.2.a.4.I11,0.00362
2025-03-01,4.A.2.a.4.I12,0.00092
2025-03-01,4.A.2.b.1.I01,0.00292
2025-03-01,4.A.2.b.1.I02,0.00173
2025-03-01,4.A.2.b.1.I06,0.00169
2025-03-01,4.A.2.b.1.I07,0.09181
2025-03-01,4.A.2.b.1.I08,0.00102
2025-03-01,4.A.2.b.1.I10,0.00054
2025-03-01,4.A.2.b.1.I11,0.00075
2025-03-01,4.A.2.b.2.I01,0.00196
2025-03-01,4.A.2.b.2.I02,0.00247
2025-03-01,4.A.2.b.2.I03,0.00230
2025-03-01,4.A.2.b.2.I04,0.00254
2025-03-01,4.A.2.b.2.I06,0.00044
2025-03-01,4.A.2.b.2.I07,0.00080
2025-03-01,4.A.2.b.2.I09,0.00180
2025-03-01,4.A.2.b.2.I11,0.00074
2025-03-01,4.A.2.b.2.I12,0.01881
2025-03-01,4.A.2.b.2.I15,0.00415
2025-03-01,4.A.2.b.2.I18,0.02040
2025-03-01,4.A.2.b.2.I19,0.00017
2025-03-01,4.A.2.b.2.I21,0.00182
2025-03-01,4.A.2.b.2.I22,0.00985
2025-03-01,4.A.2.b.2.I23,0.00276
2025-03-01,4.A.2.b.2.I25,0.00760
2025-03-01,4.A.2.b.2.I26,0.00055
2025-03-01,4.A.2.b.2.I27,0.00073
2025-03-01,4.A.2.b.3.I01,0.00543
2025-03-01,4.A.2.b.4.I01,0.00122
2025-03-01,4.A.2.b.4.I03,0.00089
2025-03-01,4.A.2.b.5.I01,0.00064
2025-03-01,4.A.2.b.5.I02,0.00195
2025-03-01,4.A.2.b.5.I03,0.00112
2025-03-01,4.A.2.b.6.I01,0.00362
2025-03-01,4.A.2.b.6.I02,0.00328
2025-03-01,4.A.3.a.1.I01,0.00055
2025-03-01,4.A.3.a.1.I03,0.00032
2025-03-01,4.A.3.a.1.I08,0.00025
2025-03-01,4.A.3.a.1.I16,0.00135
2025-03-01,4.A.3.a.2.I03,0.00533
2025-03-01,4.A.3.a.2.I21,0.00051
2025-03-01,4.A.3.a.2.I46,0.00043
2025-03-01,4.A.3.b.1.I01,0.02298
2025-03-01,4.A.3.b.1.I02,0.00064
2025-03-01,4.A.3.b.1.I03,0.00406
2025-03-01,4.A.3.b.1.I04,0.02131
2025-03-01,4.A.3.b.1.I05,0.00194
2025-03-01,4.A.3.b.1.I06,0.00346
2025-03-01,4.A.3.b.6.I01,0.00357
2025-03-01,4.A.3.b.6.I03,0.00393
2025-03-01,4.A.3.b.6.I05,0.00051
2025-03-01,4.A.3.b.6.I06,0.00263
2025-03-01,4.A.3.b.6.I07,0.00142
2025-03-01,4.A.3.b.6.I08,0.00086
2025-03-01,4.A.3.b.6.I09,0.00112
2025-03-01,4.A.3.b.6.I10,0.00085
2025-03-01,4.A.3.b.6.I12,0.04902
2025-03-01,4.A.3.b.6.I13,0.00461
2025-03-01,4.A.3.b.6.I14,0.00215
2025-03-01,4.A.3.b.6.I15,0.00342
2025-03-01,4.A.3.b.6.I16,0.06304
2025-03-01,4.A.4.a.1.I01,0.03021
2025-03-01,4.A.4.a.1.I02,0.01471
2025-03-01,4.A.4.a.1.I03,0.03817
2025-03-01,4.A.4.a.1.I04,0.01043
2025-03-01,4.A.4.a.1.I05,0.00989
2025-03-01,4.A.4.a.2.I01,0.00066
2025-03-01,4.A.4.a.2.I02,0.00063
2025-03-01,4.A.4.a.2.I03,0.00784
2025-03-01,4.A.4.a.2.I04,0.00310
2025-03-01,4.A.4.a.2.I06,0.00068
2025-03-01,4.A.4.a.2.I08,0.00062
2025-03-01,4.A.4.a.2.I09,0.00217
2025-03-01,4.A.4.a.2.I11,0.00306
2025-03-01,4.A.4.a.2.I12,0.00088
2025-03-01,4.A.4.a.2.I13,0.00090
2025-03-01,4.A.4.a.3.I02,0.01256
2025-03-01,4.A.4.a.3.I03,0.00417
2025-03-01,4.A.4.a.4.I01,0.00196
2025-03-01,4.A.4.a.5.I01,0.00159
2025-03-01,4.A.4.a.5.I03,0.00075
2025-03-01,4.A.4.a.5.I04,0.00122
2025-03-01,4.A.4.a.5.I08,0.00164
2025-03-01,4.A.4.a.5.I10,0.00037
2025-03-01,4.A.4.a.6.I01,0.00057
2025-03-01,4.A.4.a.6.I02,0.00113
2025-03-01,4.A.4.a.6.I03,0.00214
2025-03-01,4.A.4.a.7.I01,0.00031
2025-03-01,4.A.4.a.7.I02,0.00094
2025-03-01,4.A.4.a.7.I03,0.00034
2025-03-01,4.A.4.a.8.I01,0.00065
2025-03-01,4.A.4.a.8.I02,0.00065
2025-03-01,4.A.4.a.8.I03,0.00048
2025-03-01,4.A.4.b.3.I01,0.00109
2025-03-01,4.A.4.b.3.I02,0.02083
2025-03-01,4.A.4.b.3.I04,0.00032
2025-03-01,4.A.4.b.3.I05,0.00059
2025-03-01,4.A.4.b.5.I01,0.00135
2025-03-01,4.A.4.b.5.I02,0.00384
2025-03-01,4.A.4.b.6.I01,0.01008
2025-03-01,4.A.4.b.6.I02,0.01284
2025-03-01,4.A.4.b.6.I04,0.00460
2025-03-01,4.A.4.b.6.I05,0.00404
2025-03-01,4.A.4.b.6.I06,0.01844
2025-03-01,4.A.4.b.6.I07,0.00763
2025-03-01,4.A.4.b.6.I08,0.00288
2025-03-01,4.A.4.b.6.I10,0.02547
2025-03-01,4.A.4.b.6.I11,0.00491
2025-03-01,4.A.4.c.1.I01,0.00410
2025-03-01,4.A.4.c.1.I03,0.00052
2025-03-01,4.A.4.c.1.I04,0.00028
2025-03-01,4.A.4.c.2.I01,0.00129
2025-03-01,4.A.4.c.3.I05,0.00204
2025-03-01,Other IWA,0.01464
2025-04-01,4.A.1.a.1.I01,0.01150
2025-04-01,4.A.1.a.1.I02,0.00173
2025-04-01,4.A.1.a.1.I03,0.00076
2025-04-01,4.A.1.a.1.I04,0.05069
2025-04-01,4.A.1.a.1.I05,0.00099
2025-04-01,4.A.1.a.1.I06,0.00029
2025-04-01,4.A.1.a.1.I07,0.03289
2025-04-01,4.A.1.a.1.I08,0.00233
2025-04-01,4.A.1.a.1.I09,0.00279
2025-04-01,4.A.1.a.1.I11,0.00025
2025-04-01,4.A.1.a.1.I12,0.00028
2025-04-01,4.A.1.a.1.I13,0.00093
2025-04-01,4.A.1.a.1.I14,0.00073
2025-04-01,4.A.1.a.1.I15,0.00562
2025-04-01,4.A.1.a.1.I16,0.01028
2025-04-01,4.A.1.a.1.I17,0.00189
2025-04-01,4.A.1.a.1.I18,0.03145
2025-04-01,4.A.1.a.1.I19,0.01503
2025-04-01,4.A.1.a.1.I20,0.00213
2025-04-01,4.A.1.a.1.I21,0.00031
2025-04-01,4.A.1.a.1.I23,0.00099
2025-04-01,4.A.1.a.2.I08,0.00065
2025-04-01,4.A.1.a.2.I10,0.00050
2025-04-01,4.A.1.b.1.I02,0.00043
2025-04-01,4.A.1.b.2.I09,0.00047
2025-04-01,4.A.1.b.3.I01,0.00187
2025-04-01,4.A.1.b.3.I02,0.00061
2025-04-01,4.A.1.b.3.I03,0.01265
2025-04-01,4.A.2.a.1.I01,0.00260
2025-04-01,4.A.2.a.1.I02,0.00218
2025-04-01,4.A.2.a.1.I03,0.00267
2025-04-01,4.A.2.a.1.I04,0.00164
2025-04-01,4.A.2.a.1.I06,0.00561
2025-04-01,4.A.2.a.1.I07,0.00999
2025-04-01,4.A.2.a.1.I08,0.00205
2025-04-01,4.A.2.a.1.I09,0.00017
2025-04-01,4.A.2.a.1.I10,0.00061
2025-04-01,4.A.2.a.2.I01,0.00163
2025-04-01,4.A.2.a.2.I03,0.00161
2025-04-01,4.A.2.a.2.I05,0.00071
2025-04-01,4.A.2.a.3.I01,0.00150
2025-04-01,4.A.2.a.4.I01,0.00054
2025-04-01,4.A.2.a.4.I02,0.00519
2025-04-01,4.A.2.a.4.I03,0.00043
2025-04-01,4.A.2.a.4.I04,0.03346
2025-04-01,4.A.2.a.4.I05,0.00032
2025-04-01,4.A.2.a.4.I06,0.00181
2025-04-01,4.A.2.a.4.I07,0.00059
2025-04-01,4.A.2.a.4.I08,0.00457
2025-04-01,4.A.2.a.4.I09,0.00078
2025-04-01,4.A.2.a.4.I10,0.00195
2025-04-01,4.A.2.a.4.I11,0.00351
2025-04-01,4.A.2.a.4.I12,0.00066
2025-04-01,4.A.2.b.1.I01,0.00339
2025-04-01,4.A.2.b.1.I02,0.00209
2025-04-01,4.A.2.b.1.I06,0.00152
2025-04-01,4.A.2.b.1.I07,0.08041
2025-04-01,4.A.2.b.1.I08,0.00046
2025-04-01,4.A.2.b.1.I10,0.00085
2025-04-01,4.A.2.b.1.I11,0.00187
2025-04-01,4.A.2.b.2.I01,0.00228
2025-04-01,4.A.2.b.2.I02,0.00258
2025-04-01,4.A.2.b.2.I03,0.00295
2025-04-01,4.A.2.b.2.I04,0.00248
2025-04-01,4.A.2.b.2.I06,0.00037
2025-04-01,4.A.2.b.2.I07,0.00083
2025-04-01,4.A.2.b.2.I09,0.00138
2025-04-01,4.A.2.b.2.I11,0.00079
2025-04-01,4.A.2.b.2.I12,0.01834
2025-04-01,4.A.2.b.2.I15,0.00442
2025-04-01,4.A.2.b.2.I18,0.03443
2025-04-01,4.A.2.b.2.I19,0.00031
2025-04-01,4.A.2.b.2.I21,0.00223
2025-04-01,4.A.2.b.2.I22,0.01194
2025-04-01,4.A.2.b.2.I23,0.00259
2025-04-01,4.A.2.b.2.I25,0.01127
2025-04-01,4.A.2.b.2.I26,0.00028
2025-04-01,4.A.2.b.2.I27,0.00058
2025-04-01,4.A.2.b.3.I01,0.00569
2025-04-01,4.A.2.b.4.I01,0.00121
2025-04-01,4.A.2.b.4.I03,0.00034
2025-04-01,4.A.2.b.5.I01,0.00108
2025-04-01,4.A.2.b.5.I02,0.00173
2025-04-01,4.A.2.b.5.I03,0.00159
2025-04-01,4.A.2.b.6.I01,0.00372
2025-04-01,4.A.2.b.6.I02,0.00464
2025-04-01,4.A.3.a.1.I01,0.00066
2025-04-01,4.A.3.a.1.I03,0.00062
2025-04-01,4.A.3.a.1.I08,0.00016
2025-04-01,4.A.3.a.1.I16,0.00119
2025-04-01,4.A.3.a.2.I03,0.00554
2025-04-01,4.A.3.a.2.I21,0.00031
2025-04-01,4.A.3.a.2.I46,0.00045
2025-04-01,4.A.3.b.1.I01,0.02075
2025-04-01,4.A.3.b.1.I02,0.00061
2025-04-01,4.A.3.b.1.I03,0.00388
2025-04-01,4.A.3.b.1.I04,0.02091
2025-04-01,4.A.3.b.1.I05,0.00184
2025-04-01,4.A.3.b.1.I06,0.00421
2025-04-01,4.A.3.b.6.I01,0.00404
2025-04-01,4.A.3.b.6.I03,0.00334
2025-04-01,4.A.3.b.6.I05,0.00108
2025-04-01,4.A.3.b.6.I06,0.00306
2025-04-01,4.A.3.b.6.I07,0.00130
2025-04-01,4.A.3.b.6.I08,0.00124
2025-04-01,4.A.3.b.6.I09,0.00136
2025-04-01,4.A.3.b.6.I10,0.00039
2025-04-01,4.A.3.b.6.I12,0.05971
2025-04-01,4.A.3.b.6.I13,0.00530
2025-04-01,4.A.3.b.6.I14,0.00238
2025-04-01,4.A.3.b.6.I15,0.00282
2025-04-01,4.A.3.b.6.I16,0.06761
2025-04-01,4.A.4.a.1.I01,0.02677
2025-04-01,4.A.4.a.1.I02,0.01517
2025-04-01,4.A.4.a.1.I03,0.03270
2025-04-01,4.A.4.a.1.I04,0.00980
2025-04-01,4.A.4.a.1.I05,0.00927
2025-04-01,4.A.4.a.2.I01,0.00027
2025-04-01,4.A.4.a.2.I02,0.00096
2025-04-01,4.A.4.a.2.I03,0.00780
2025-04-01,4.A.4.a.2.I04,0.00353
2025-04-01,4.A.4.a.2.I06,0.00066
2025-04-01,4.A.4.a.2.I08,0.00059
2025-04-01,4.A.4.a.2.I09,0.00302
2025-04-01,4.A.4.a.2.I11,0.00225
2025-04-01,4.A.4.a.2.I12,0.00076
2025-04-01,4.A.4.a.2.I13,0.00088
2025-04-01,4.A.4.a.3.I02,0.01090
2025-04-01,4.A.4.a.3.I03,0.00464
2025-04-01,4.A.4.a.4.I01,0.00188
2025-04-01,4.A.4.a.5.I01,0.00222
2025-04-01,4.A.4.a.5.I03,0.00059
2025-04-01,4.A.4.a.5.I04,0.00214
2025-04-01,4.A.4.a.5.I08,0.00206
2025-04-01,4.A.4.a.5.I10,0.00030
2025-04-01,4.A.4.a.6.I01,0.00050
2025-04-01,4.A.4.a.6.I02,0.00111
2025-04-01,4.A.4.a.6.I03,0.00221
2025-04-01,4.A.4.a.7.I01,0.00033
2025-04-01,4.A.4.a.7.I02,0.00091
2025-04-01,4.A.4.a.7.I03,0.00026
2025-04-01,4.A.4.a.8.I01,0.00066
2025-04-01,4.A.4.a.8.I02,0.00067
2025-04-01,4.A.4.a.8.I03,0.00037
2025-04-01,4.A.4.b.3.I01,0.00074
2025-04-01,4.A.4.b.3.I02,0.01799
2025-04-01,4.A.4.b.3.I04,0.00063
2025-04-01,4.A.4.b.3.I05,0.00071
2025-04-01,4.A.4.b.5.I01,0.00189
2025-04-01,4.A.4.b.5.I02,0.00354
2025-04-01,4.A.4.b.6.I01,0.01120
2025-04-01,4.A.4.b.6.I02,0.01444
2025-04-01,4.A.4.b.6.I04,0.00528
2025-04-01,4.A.4.b.6.I05,0.00341
2025-04-01,4.A.4.b.6.I06,0.01900
2025-04-01,4.A.4.b.6.I07,0.00822
2025-04-01,4.A.4.b.6.I08,0.00231
2025-04-01,4.A.4.b.6.I10,0.03187
2025-04-01,4.A.4.b.6.I11,0.00490
2025-04-01,4.A.4.c.1.I01,0.00394
2025-04-01,4.A.4.c.1.I03,0.00100
2025-04-01,4.A.4.c.1.I04,0.00051
2025-04-01,4.A.4.c.2.I01,0.00090
2025-04-01,4.A.4.c.3.I05,0.00188
2025-04-01,Other IWA,0.01621
2025-05-01,4.A.1.a.1.I01,0.01033
2025-05-01,4.A.1.a.1.I02,0.00130
2025-05-01,4.A.1.a.1.I03,0.00082
2025-05-01,4.A.1.a.1.I04,0.05154
2025-05-01,4.A.1.a.1.I05,0.00075
2025-05-01,4.A.1.a.1.I06,0.00026
2025-05-01,4.A.1.a.1.I07,0.04003
2025-05-01,4.A.1.a.1.I08,0.00172
2025-05-01,4.A.1.a.1.I09,0.00195
2025-05-01,4.A.1.a.1.I11,0.00029
2025-05-01,4.A.1.a.1.I12,0.00060
2025-05-01,4.A.1.a.1.I13,0.00049
2025-05-01,4.A.1.a.1.I14,0.00105
2025-05-01,4.A.1.a.1.I15,0.00634
2025-05-01,4.A.1.a.1.I16,0.00918
2025-05-01,4.A.1.a.1.I17,0.00272
2025-05-01,4.A.1.a.1.I18,0.02674
2025-05-01,4.A.1.a.1.I19,0.01335
2025-05-01,4.A.1.a.1.I20,0.00166
2025-05-01,4.A.1.a.1.I21,0.00059
2025-05-01,4.A.1.a.1.I23,0.00077
2025-05-01,4.A.1.a.2.I08,0.00068
2025-05-01,4.A.1.a.2.I10,0.00045
2025-05-01,4.A.1.b.1.I02,0.00035
2025-05-01,4.A.1.b.2.I09,0.00039
2025-05-01,4.A.1.b.3.I01,0.00147
2025-05-01,4.A.1.b.3.I02,0.00042
2025-05-01,4.A.1.b.3.I03,0.01024
2025-05-01,4.A.2.a.1.I01,0.00235
2025-05-01,4.A.2.a.1.I02,0.00269
2025-05-01,4.A.2.a.1.I03,0.00241
2025-05-01,4.A.2.a.1.I04,0.00228
2025-05-01,4.A.2.a.1.I06,0.00578
2025-05-01,4.A.2.a.1.I07,0.01106
2025-05-01,4.A.2.a.1.I08,0.00200
2025-05-01,4.A.2.a.1.I09,0.00055
2025-05-01,4.A.2.a.1.I10,0.00048
2025-05-01,4.A.2.a.2.I01,0.00213
2025-05-01,4.A.2.a.2.I03,0.00225
2025-05-01,4.A.2.a.2.I05,0.00061
2025-05-01,4.A.2.a.3.I01,0.00118
2025-05-01,4.A.2.a.4.I01,0.00068
2025-05-01,4.A.2.a.4.I02,0.00413
2025-05-01,4.A.2.a.4.I03,0.00034
2025-05-01,4.A.2.a.4.I04,0.02318
2025-05-01,4.A.2.a.4.I05,0.00038
2025-05-01,4.A.2.a.4.I06,0.00192
2025-05-01,4.A.2.a.4.I07,0.00046
2025-05-01,4.A.2.a.4.I08,0.00433
2025-05-01,4.A.2.a.4.I09,0.00063
2025-05-01,4.A.2.a.4.I10,0.00102
2025-05-01,4.A.2.a.4.I11,0.00259
2025-05-01,4.A.2.a.4.I12,0.00050
2025-05-01,4.A.2.b.1.I01,0.00364
2025-05-01,4.A.2.b.1.I02,0.00274
2025-05-01,4.A.2.b.1.I06,0.00140
2025-05-01,4.A.2.b.1.I07,0.08140
2025-05-01,4.A.2.b.1.I08,0.00078
2025-05-01,4.A.2.b.1.I10,0.00091
2025-05-01,4.A.2.b.1.I11,0.00163
2025-05-01,4.A.2.b.2.I01,0.00222
2025-05-01,4.A.2.b.2.I02,0.00254
2025-05-01,4.A.2.b.2.I03,0.00241
2025-05-01,4.A.2.b.2.I04,0.00312
2025-05-01,4.A.2.b.2.I06,0.00036
2025-05-01,4.A.2.b.2.I07,0.00076
2025-05-01,4.A.2.b.2.I09,0.00169
2025-05-01,4.A.2.b.2.I11,0.00154
2025-05-01,4.A.2.b.2.I12,0.02014
2025-05-01,4.A.2.b.2.I15,0.00482
2025-05-01,4.A.2.b.2.I18,0.03370
2025-05-01,4.A.2.b.2.I19,0.00031
2025-05-01,4.A.2.b.2.I21,0.00175
2025-05-01,4.A.2.b.2.I22,0.01303
2025-05-01,4.A.2.b.2.I23,0.00213
2025-05-01,4.A.2.b.2.I25,0.00765
2025-05-01,4.A.2.b.2.I26,0.00024
2025-05-01,4.A.2.b.2.I27,0.00063
2025-05-01,4.A.2.b.3.I01,0.00448
2025-05-01,4.A.2.b.4.I01,0.00118
2025-05-01,4.A.2.b.4.I03,0.00066
2025-05-01,4.A.2.b.5.I01,0.00097
2025-05-01,4.A.2.b.5.I02,0.00183
2025-05-01,4.A.2.b.5.I03,0.00175
2025-05-01,4.A.2.b.6.I01,0.00420
2025-05-01,4.A.2.b.6.I02,0.00465
2025-05-01,4.A.3.a.1.I01,0.00030
2025-05-01,4.A.3.a.1.I03,0.00025
2025-05-01,4.A.3.a.1.I08,0.00067
2025-05-01,4.A.3.a.1.I16,0.00125
2025-05-01,4.A.3.a.2.I03,0.00598
2025-05-01,4.A.3.a.2.I21,0.00029
2025-05-01,4.A.3.a.2.I46,0.00052
2025-05-01,4.A.3.b.1.I01,0.01717
2025-05-01,4.A.3.b.1.I02,0.00065
2025-05-01,4.A.3.b.1.I03,0.00405
2025-05-01,4.A.3.b.1.I04,0.01954
2025-05-01,4.A.3.b.1.I05,0.00193
2025-05-01,4.A.3.b.1.I06,0.00319
2025-05-01,4.A.3.b.6.I01,0.00313
2025-05-01,4.A.3.b.6.I03,0.00287
2025-05-01,4.A.3.b.6.I05,0.00125
2025-05-01,4.A.3.b.6.I06,0.00316
2025-05-01,4.A.3.b.6.I07,0.00137
2025-05-01,4.A.3.b.6.I08,0.00164
2025-05-01,4.A.3.b.6.I09,0.00143
2025-05-01,4.A.3.b.6.I10,0.00046
2025-05-01,4.A.3.b.6.I12,0.05264
2025-05-01,4.A.3.b.6.I13,0.00515
2025-05-01,4.A.3.b.6.I14,0.00258
2025-05-01,4.A.3.b.6.I15,0.00354
2025-05-01,4.A.3.b.6.I16,0.08056
2025-05-01,4.A.4.a.1.I01,0.02744
2025-05-01,4.A.4.a.1.I02,0.01369
2025-05-01,4.A.4.a.1.I03,0.03238
