month,iwa_cleaned,share_of_messages
2025-05-01,4.A.4.a.1.I04,0.00695
2025-05-01,4.A.4.a.1.I05,0.00900
2025-05-01,4.A.4.a.2.I01,0.00070
2025-05-01,4.A.4.a.2.I02,0.00061
2025-05-01,4.A.4.a.2.I03,0.00875
2025-05-01,4.A.4.a.2.I04,0.00365
2025-05-01,4.A.4.a.2.I06,0.00065
2025-05-01,4.A.4.a.2.I08,0.00071
2025-05-01,4.A.4.a.2.I09,0.00250
2025-05-01,4.A.4.a.2.I11,0.00209
2025-05-01,4.A.4.a.2.I12,0.00084
2025-05-01,4.A.4.a.2.I13,0.00085
2025-05-01,4.A.4.a.3.I02,0.01073
2025-05-01,4.A.4.a.3.I03,0.00466
2025-05-01,4.A.4.a.4.I01,0.00142
2025-05-01,4.A.4.a.5.I01,0.00198
2025-05-01,4.A.4.a.5.I03,0.00086
2025-05-01,4.A.4.a.5.I04,0.00248
2025-05-01,4.A.4.a.5.I08,0.00240
2025-05-01,4.A.4.a.5.I10,0.00032
2025-05-01,4.A.4.a.6.I01,0.00054
2025-05-01,4.A.4.a.6.I02,0.00123
2025-05-01,4.A.4.a.6.I03,0.00202
2025-05-01,4.A.4.a.7.I01,0.00062
2025-05-01,4.A.4.a.7.I02,0.00087
2025-05-01,4.A.4.a.7.I03,0.00061
2025-05-01,4.A.4.a.8.I01,0.00088
2025-05-01,4.A.4.a.8.I02,0.00091
2025-05-01,4.A.4.a.8.I03,0.00064
2025-05-01,4.A.4.b.3.I01,0.00142
2025-05-01,4.A.4.b.3.I02,0.01474
2025-05-01,4.A.4.b.3.I04,0.00042
2025-05-01,4.A.4.b.3.I05,0.00079
2025-05-01,4.A.4.b.5.I01,0.00178
2025-05-01,4.A.4.b.5.I02,0.00404
2025-05-01,4.A.4.b.6.I01,0.01343
2025-05-01,4.A.4.b.6.I02,0.01868
2025-05-01,4.A.4.b.6.I04,0.00507
2025-05-01,4.A.4.b.6.I05,0.00369
2025-05-01,4.A.4.b.6.I06,0.02240
2025-05-01,4.A.4.b.6.I07,0.00864
2025-05-01,4.A.4.b.6.I08,0.00332
2025-05-01,4.A.4.b.6.I10,0.03428
2025-05-01,4.A.4.b.6.I11,0.00464
2025-05-01,4.A.4.c.1.I01,0.00523
2025-05-01,4.A.4.c.1.I03,0.00106
2025-05-01,4.A.4.c.1.I04,0.00030
2025-05-01,4.A.4.c.2.I01,0.00084
2025-05-01,4.A.4.c.3.I05,0.00309
2025-05-01,Other IWA,0.01888
2025-06-01,4.A.1.a.1.I01,0.00862
2025-06-01,4.A.1.a.1.I02,0.00103
2025-06-01,4.A.1.a.1.I03,0.00076
2025-06-01,4.A.1.a.1.I04,0.05340
2025-06-01,4.A.1.a.1.I05,0.00119
2025-06-01,4.A.1.a.1.I06,0.00051
2025-06-01,4.A.1.a.1.I07,0.04553
2025-06-01,4.A.1.a.1.I08,0.00176
2025-06-01,4.A.1.a.1.I09,0.00192
2025-06-01,4.A.1.a.1.I11,0.00050
2025-06-01,4.A.1.a.1.I12,0.00068
2025-06-01,4.A.1.a.1.I13,0.00032
2025-06-01,4.A.1.a.1.I14,0.00105
2025-06-01,4.A.1.a.1.I15,0.00745
2025-06-01,4.A.1.a.1.I16,0.00749
2025-06-01,4.A.1.a.1.I17,0.00313
2025-06-01,4.A.1.a.1.I18,0.02142
2025-06-01,4.A.1.a.1.I19,0.01276
2025-06-01,4.A.1.a.1.I20,0.00148
2025-06-01,4.A.1.a.1.I21,0.00051
2025-06-01,4.A.1.a.1.I23,0.00097
2025-06-01,4.A.1.a.2.I08,0.00194
2025-06-01,4.A.1.a.2.I10,0.00043
2025-06-01,4.A.1.b.1.I02,0.00083
2025-06-01,4.A.1.b.2.I09,0.00038
2025-06-01,4.A.1.b.3.I01,0.00120
2025-06-01,4.A.1.b.3.I02,0.00067
2025-06-01,4.A.1.b.3.I03,0.01090
2025-06-01,4.A.2.a.1.I01,0.00270
2025-06-01,4.A.2.a.1.I02,0.00152
2025-06-01,4.A.2.a.1.I03,0.00184
2025-06-01,4.A.2.a.1.I04,0.00236
2025-06-01,4.A.2.a.1.I06,0.00691
2025-06-01,4.A.2.a.1.I07,0.01215
2025-06-01,4.A.2.a.1.I08,0.00116
2025-06-01,4.A.2.a.1.I09,0.00055
2025-06-01,4.A.2.a.1.I10,0.00043
2025-06-01,4.A.2.a.2.I01,0.00210
2025-06-01,4.A.2.a.2.I03,0.00193
2025-06-01,4.A.2.a.2.I05,0.00056
2025-06-01,4.A.2.a.3.I01,0.00131
2025-06-01,4.A.2.a.4.I01,0.00041
2025-06-01,4.A.2.a.4.I02,0.00374
2025-06-01,4.A.2.a.4.I03,0.00029
2025-06-01,4.A.2.a.4.I04,0.01486
2025-06-01,4.A.2.a.4.I05,0.00038
2025-06-01,4.A.2.a.4.I06,0.00204
2025-06-01,4.A.2.a.4.I07,0.00046
2025-06-01,4.A.2.a.4.I08,0.00382
2025-06-01,4.A.2.a.4.I09,0.00043
2025-06-01,4.A.2.a.4.I10,0.00056
2025-06-01,4.A.2.a.4.I11,0.00314
2025-06-01,4.A.2.a.4.I12,0.00073
2025-06-01,4.A.2.b.1.I01,0.00431
2025-06-01,4.A.2.b.1.I02,0.00392
2025-06-01,4.A.2.b.1.I06,0.00172
2025-06-01,4.A.2.b.1.I07,0.07200
2025-06-01,4.A.2.b.1.I08,0.00091
2025-06-01,4.A.2.b.1.I10,0.00048
2025-06-01,4.A.2.b.1.I11,0.00199
2025-06-01,4.A.2.b.2.I01,0.00284
2025-06-01,4.A.2.b.2.I02,0.00280
2025-06-01,4.A.2.b.2.I03,0.00216
2025-06-01,4.A.2.b.2.I04,0.00383
2025-06-01,4.A.2.b.2.I06,0.00032
2025-06-01,4.A.2.b.2.I07,0.00088
2025-06-01,4.A.2.b.2.I09,0.00221
2025-06-01,4.A.2.b.2.I11,0.00098
2025-06-01,4.A.2.b.2.I12,0.02077
2025-06-01,4.A.2.b.2.I15,0.00340
2025-06-01,4.A.2.b.2.I18,0.03142
2025-06-01,4.A.2.b.2.I19,0.00021
2025-06-01,4.A.2.b.2.I21,0.00181
2025-06-01,4.A.2.b.2.I22,0.01457
2025-06-01,4.A.2.b.2.I23,0.00157
2025-06-01,4.A.2.b.2.I25,0.00784
2025-06-01,4.A.2.b.2.I26,0.00023
2025-06-01,4.A.2.b.2.I27,0.00074
2025-06-01,4.A.2.b.3.I01,0.00399
2025-06-01,4.A.2.b.4.I01,0.00106
2025-06-01,4.A.2.b.4.I03,0.00073
2025-06-01,4.A.2.b.5.I01,0.00154
2025-06-01,4.A.2.b.5.I02,0.00236
2025-06-01,4.A.2.b.5.I03,0.00153
2025-06-01,4.A.2.b.6.I01,0.00457
2025-06-01,4.A.2.b.6.I02,0.00516
2025-06-01,4.A.3.a.1.I01,0.00082
2025-06-01,4.A.3.a.1.I03,0.00050
2025-06-01,4.A.3.a.1.I08,0.00057
2025-06-01,4.A.3.a.1.I16,0.00185
2025-06-01,4.A.3.a.2.I03,0.00772
2025-06-01,4.A.3.a.2.I21,0.00051
2025-06-01,4.A.3.a.2.I46,0.00060
2025-06-01,4.A.3.b.1.I01,0.01540
2025-06-01,4.A.3.b.1.I02,0.00095
2025-06-01,4.A.3.b.1.I03,0.00565
2025-06-01,4.A.3.b.1.I04,0.02012
2025-06-01,4.A.3.b.1.I05,0.00138
2025-06-01,4.A.3.b.1.I06,0.00319
2025-06-01,4.A.3.b.6.I01,0.00375
2025-06-01,4.A.3.b.6.I03,0.00203
2025-06-01,4.A.3.b.6.I05,0.00151
2025-06-01,4.A.3.b.6.I06,0.00348
2025-06-01,4.A.3.b.6.I07,0.00134
2025-06-01,4.A.3.b.6.I08,0.00135
2025-06-01,4.A.3.b.6.I09,0.00110
2025-06-01,4.A.3.b.6.I10,0.00028
2025-06-01,4.A.3.b.6.I12,0.04586
2025-06-01,4.A.3.b.6.I13,0.00612
2025-06-01,4.A.3.b.6.I14,0.00325
2025-06-01,4.A.3.b.6.I15,0.00334
2025-06-01,4.A.3.b.6.I16,0.08077
2025-06-01,4.A.4.a.1.I01,0.02555
2025-06-01,4.A.4.a.1.I02,0.01536
2025-06-01,4.A.4.a.1.I03,0.03057
2025-06-01,4.A.4.a.1.I04,0.00608
2025-06-01,4.A.4.a.1.I05,0.00889
2025-06-01,4.A.4.a.2.I01,0.00044
2025-06-01,4.A.4.a.2.I02,0.00037
2025-06-01,4.A.4.a.2.I03,0.00958
2025-06-01,4.A.4.a.2.I04,0.00428
2025-06-01,4.A.4.a.2.I06,0.00048
2025-06-01,4.A.4.a.2.I08,0.00077
2025-06-01,4.A.4.a.2.I09,0.00290
2025-06-01,4.A.4.a.2.I11,0.00394
2025-06-01,4.A.4.a.2.I12,0.00112
2025-06-01,4.A.4.a.2.I13,0.00080
2025-06-01,4.A.4.a.3.I02,0.00998
2025-06-01,4.A.4.a.3.I03,0.00625
2025-06-01,4.A.4.a.4.I01,0.00170
2025-06-01,4.A.4.a.5.I01,0.00329
2025-06-01,4.A.4.a.5.I03,0.00099
2025-06-01,4.A.4.a.5.I04,0.00272
2025-06-01,4.A.4.a.5.I08,0.00238
2025-06-01,4.A.4.a.5.I10,0.00051
2025-06-01,4.A.4.a.6.I01,0.00065
2025-06-01,4.A.4.a.6.I02,0.00138
2025-06-01,4.A.4.a.6.I03,0.00231
2025-06-01,4.A.4.a.7.I01,0.00056
2025-06-01,4.A.4.a.7.I02,0.00121
2025-06-01,4.A.4.a.7.I03,0.00038
2025-06-01,4.A.4.a.8.I01,0.00101
2025-06-01,4.A.4.a.8.I02,0.00069
2025-06-01,4.A.4.a.8.I03,0.00072
2025-06-01,4.A.4.b.3.I01,0.00084
2025-06-01,4.A.4.b.3.I02,0.01072
2025-06-01,4.A.4.b.3.I04,0.00018
2025-06-01,4.A.4.b.3.I05,0.00081
2025-06-01,4.A.4.b.5.I01,0.00179
2025-06-01,4.A.4.b.5.I02,0.00529
2025-06-01,4.A.4.b.6.I01,0.01547
2025-06-01,4.A.4.b.6.I02,0.01983
2025-06-01,4.A.4.b.6.I04,0.00568
2025-06-01,4.A.4.b.6.I05,0.00334
2025-06-01,4.A.4.b.6.I06,0.02470
2025-06-01,4.A.4.b.6.I07,0.00800
2025-06-01,4.A.4.b.6.I08,0.00376
2025-06-01,4.A.4.b.6.I10,0.04100
2025-06-01,4.A.4.b.6.I11,0.00582
2025-06-01,4.A.4.c.1.I01,0.00485
2025-06-01,4.A.4.c.1.I03,0.00087
2025-06-01,4.A.4.c.1.I04,0.00017
2025-06-01,4.A.4.c.2.I01,0.00078
2025-06-01,4.A.4.c.3.I05,0.00405
2025-06-01,Other IWA,0.02069
2025-07-01,4.A.1.a.1.I01,0.00959
2025-07-01,4.A.1.a.1.I02,0.00130
2025-07-01,4.A.1.a.1.I03,0.00097
2025-07-01,4.A.1.a.1.I04,0.05667
2025-07-01,4.A.1.a.1.I05,0.00152
2025-07-01,4.A.1.a.1.I06,0.00046
2025-07-01,4.A.1.a.1.I07,0.05011
2025-07-01,4.A.1.a.1.I08,0.00249
2025-07-01,4.A.1.a.1.I09,0.00165
2025-07-01,4.A.1.a.1.I11,0.00027
2025-07-01,4.A.1.a.1.I12,0.00036
2025-07-01,4.A.1.a.1.I13,0.00022
2025-07-01,4.A.1.a.1.I14,0.00082
2025-07-01,4.A.1.a.1.I15,0.00700
2025-07-01,4.A.1.a.1.I16,0.00865
2025-07-01,4.A.1.a.1.I17,0.00363
2025-07-01,4.A.1.a.1.I18,0.01821
2025-07-01,4.A.1.a.1.I19,0.01435
2025-07-01,4.A.1.a.1.I20,0.00190
2025-07-01,4.A.1.a.1.I21,0.00045
2025-07-01,4.A.1.a.1.I23,0.00101
2025-07-01,4.A.1.a.2.I08,0.00085
2025-07-01,4.A.1.a.2.I10,0.00029
2025-07-01,4.A.1.b.1.I02,0.00065
2025-07-01,4.A.1.b.2.I09,0.00046
2025-07-01,4.A.1.b.3.I01,0.00169
2025-07-01,4.A.1.b.3.I02,0.00069
2025-07-01,4.A.1.b.3.I03,0.01224
2025-07-01,4.A.2.a.1.I01,0.00284
2025-07-01,4.A.2.a.1.I02,0.00161
2025-07-01,4.A.2.a.1.I03,0.00169
2025-07-01,4.A.2.a.1.I04,0.00195
2025-07-01,4.A.2.a.1.I06,0.00765
2025-07-01,4.A.2.a.1.I07,0.01305
2025-07-01,4.A.2.a.1.I08,0.00094
2025-07-01,4.A.2.a.1.I09,0.00049
2025-07-01,4.A.2.a.1.I10,0.00048
2025-07-01,4.A.2.a.2.I01,0.00180
2025-07-01,4.A.2.a.2.I03,0.00194
2025-07-01,4.A.2.a.2.I05,0.00086
2025-07-01,4.A.2.a.3.I01,0.00141
2025-07-01,4.A.2.a.4.I01,0.00045
2025-07-01,4.A.2.a.4.I02,0.00431
2025-07-01,4.A.2.a.4.I03,0.00029
2025-07-01,4.A.2.a.4.I04,0.01326
2025-07-01,4.A.2.a.4.I05,0.00054
2025-07-01,4.A.2.a.4.I06,0.00231
2025-07-01,4.A.2.a.4.I07,0.00080
2025-07-01,4.A.2.a.4.I08,0.00421
2025-07-01,4.A.2.a.4.I09,0.00046
2025-07-01,4.A.2.a.4.I10,0.00041
2025-07-01,4.A.2.a.4.I11,0.00355
2025-07-01,4.A.2.a.4.I12,0.00078
2025-07-01,4.A.2.b.1.I01,0.00469
2025-07-01,4.A.2.b.1.I02,0.00391
2025-07-01,4.A.2.b.1.I06,0.00199
2025-07-01,4.A.2.b.1.I07,0.06570
2025-07-01,4.A.2.b.1.I08,0.00106
2025-07-01,4.A.2.b.1.I10,0.00123
2025-07-01,4.A.2.b.1.I11,0.00208
2025-07-01,4.A.2.b.2.I01,0.00239
2025-07-01,4.A.2.b.2.I02,0.00278
2025-07-01,4.A.2.b.2.I03,0.00206
2025-07-01,4.A.2.b.2.I04,0.00510
2025-07-01,4.A.2.b.2.I06,0.00031
2025-07-01,4.A.2.b.2.I07,0.00078
2025-07-01,4.A.2.b.2.I09,0.00266
2025-07-01,4.A.2.b.2.I11,0.00128
2025-07-01,4.A.2.b.2.I12,0.01923
2025-07-01,4.A.2.b.2.I15,0.00310
2025-07-01,4.A.2.b.2.I18,0.03011
2025-07-01,4.A.2.b.2.I19,0.00044
2025-07-01,4.A.2.b.2.I21,0.00131
2025-07-01,4.A.2.b.2.I22,0.01457
2025-07-01,4.A.2.b.2.I23,0.00134
2025-07-01,4.A.2.b.2.I25,0.00759
2025-07-01,4.A.2.b.2.I26,0.00028
2025-07-01,4.A.2.b.2.I27,0.00076
2025-07-01,4.A.2.b.3.I01,0.00410
2025-07-01,4.A.2.b.4.I01,0.00103
2025-07-01,4.A.2.b.4.I03,0.00064
2025-07-01,4.A.2.b.5.I01,0.00101
2025-07-01,4.A.2.b.5.I02,0.00226
2025-07-01,4.A.2.b.5.I03,0.00267
2025-07-01,4.A.2.b.6.I01,0.00462
2025-07-01,4.A.2.b.6.I02,0.00504
2025-07-01,4.A.3.a.1.I01,0.00122
2025-07-01,4.A.3.a.1.I03,0.00069
2025-07-01,4.A.3.a.1.I08,0.00039
2025-07-01,4.A.3.a.1.I16,0.00197
2025-07-01,4.A.3.a.2.I03,0.00830
2025-07-01,4.A.3.a.2.I21,0.00071
2025-07-01,4.A.3.a.2.I46,0.00050
2025-07-01,4.A.3.b.1.I01,0.01489
2025-07-01,4.A.3.b.1.I02,0.00073
2025-07-01,4.A.3.b.1.I03,0.00474
2025-07-01,4.A.3.b.1.I04,0.01905
2025-07-01,4.A.3.b.1.I05,0.00156
2025-07-01,4.A.3.b.1.I06,0.00292
2025-07-01,4.A.3.b.6.I01,0.00363
2025-07-01,4.A.3.b.6.I03,0.00148
2025-07-01,4.A.3.b.6.I05,0.00148
2025-07-01,4.A.3.b.6.I06,0.00349
2025-07-01,4.A.3.b.6.I07,0.00155
2025-07-01,4.A.3.b.6.I08,0.00141
2025-07-01,4.A.3.b.6.I09,0.00110
2025-07-01,4.A.3.b.6.I10,0.00044
2025-07-01,4.A.3.b.6.I12,0.04043
2025-07-01,4.A.3.b.6.I13,0.00580
2025-07-01,4.A.3.b.6.I14,0.00308
2025-07-01,4.A.3.b.6.I15,0.00358
2025-07-01,4.A.3.b.6.I16,0.07750
2025-07-01,4.A.4.a.1.I01,0.02385
2025-07-01,4.A.4.a.1.I02,0.01518
2025-07-01,4.A.4.a.1.I03,0.03049
2025-07-01,4.A.4.a.1.I04,0.00688
2025-07-01,4.A.4.a.1.I05,0.00857
2025-07-01,4.A.4.a.2.I01,0.00019
2025-07-01,4.A.4.a.2.I02,0.00043
2025-07-01,4.A.4.a.2.I03,0.00960
2025-07-01,4.A.4.a.2.I04,0.00475
2025-07-01,4.A.4.a.2.I06,0.00061
2025-07-01,4.A.4.a.2.I08,0.00082
2025-07-01,4.A.4.a.2.I09,0.00349
2025-07-01,4.A.4.a.2.I11,0.00328
2025-07-01,4.A.4.a.2.I12,0.00133
2025-07-01,4.A.4.a.2.I13,0.00101
2025-07-01,4.A.4.a.3.I02,0.01065
2025-07-01,4.A.4.a.3.I03,0.00601
2025-07-01,4.A.4.a.4.I01,0.00158
2025-07-01,4.A.4.a.5.I01,0.00365
2025-07-01,4.A.4.a.5.I03,0.00100
2025-07-01,4.A.4.a.5.I04,0.00197
2025-07-01,4.A.4.a.5.I08,0.00234
2025-07-01,4.A.4.a.5.I10,0.00042
2025-07-01,4.A.4.a.6.I01,0.00064
2025-07-01,4.A.4.a.6.I02,0.00151
2025-07-01,4.A.4.a.6.I03,0.00280
2025-07-01,4.A.4.a.7.I01,0.00043
2025-07-01,4.A.4.a.7.I02,0.00119
2025-07-01,4.A.4.a.7.I03,0.00057
2025-07-01,4.A.4.a.8.I01,0.00081
2025-07-01,4.A.4.a.8.I02,0.00125
2025-07-01,4.A.4.a.8.I03,0.00073
2025-07-01,4.A.4.b.3.I01,0.00091
2025-07-01,4.A.4.b.3.I02,0.00741
2025-07-01,4.A.4.b.3.I04,0.00049
2025-07-01,4.A.4.b.3.I05,0.00057
2025-07-01,4.A.4.b.5.I01,0.00205
2025-07-01,4.A.4.b.5.I02,0.00546
2025-07-01,4.A.4.b.6.I01,0.01358
2025-07-01,4.A.4.b.6.I02,0.02241
2025-07-01,4.A.4.b.6.I04,0.00546
2025-07-01,4.A.4.b.6.I05,0.00364
2025-07-01,4.A.4.b.6.I06,0.02641
2025-07-01,4.A.4.b.6.I07,0.00731
2025-07-01,4.A.4.b.6.I08,0.00380
2025-07-01,4.A.4.b.6.I10,0.04554
2025-07-01,4.A.4.b.6.I11,0.00691
2025-07-01,4.A.4.c.1.I01,0.00470
2025-07-01,4.A.4.c.1.I03,0.00109
2025-07-01,4.A.4.c.1.I04,0.00051
2025-07-01,4.A.4.c.2.I01,0.00144
2025-07-01,4.A.4.c.3.I05,0.00458
2025-07-01,Other IWA,0.02036
2025-08-01,4.A.1.a.1.I01,0.00849
2025-08-01,4.A.1.a.1.I02,0.00118
2025-08-01,4.A.1.a.1.I03,0.00076
2025-08-01,4.A.1.a.1.I04,0.05770
2025-08-01,4.A.1.a.1.I05,0.00155
2025-08-01,4.A.1.a.1.I06,0.00031
2025-08-01,4.A.1.a.1.I07,0.05346
2025-08-01,4.A.1.a.1.I08,0.00233
2025-08-01,4.A.1.a.1.I09,0.00110
2025-08-01,4.A.1.a.1.I11,0.00045
2025-08-01,4.A.1.a.1.I12,0.00046
2025-08-01,4.A.1.a.1.I13,0.00060
2025-08-01,4.A.1.a.1.I14,0.00072
2025-08-01,4.A.1.a.1.I15,0.00705
2025-08-01,4.A.1.a.1.I16,0.00776
2025-08-01,4.A.1.a.1.I17,0.00342
2025-08-01,4.A.1.a.1.I18,0.01739
2025-08-01,4.A.1.a.1.I19,0.01303
2025-08-01,4.A.1.a.1.I20,0.00163
2025-08-01,4.A.1.a.1.I21,0.00043
2025-08-01,4.A.1.a.1.I23,0.00066
2025-08-01,4.A.1.a.2.I08,0.00109
2025-08-01,4.A.1.a.2.I10,0.00024
2025-08-01,4.A.1.b.1.I02,0.00041
2025-08-01,4.A.1.b.2.I09,0.00053
2025-08-01,4.A.1.b.3.I01,0.00183
2025-08-01,4.A.1.b.3.I02,0.00079
2025-08-01,4.A.1.b.3.I03,0.01186
2025-08-01,4.A.2.a.1.I01,0.00251
2025-08-01,4.A.2.a.1.I02,0.00204
2025-08-01,4.A.2.a.1.I03,0.00173
2025-08-01,4.A.2.a.1.I04,0.00175
2025-08-01,4.A.2.a.1.I06,0.00788
2025-08-01,4.A.2.a.1.I07,0.01428
2025-08-01,4.A.2.a.1.I08,0.00103
2025-08-01,4.A.2.a.1.I09,0.00060
2025-08-01,4.A.2.a.1.I10,0.00052
2025-08-01,4.A.2.a.2.I01,0.00097
2025-08-01,4.A.2.a.2.I03,0.00223
2025-08-01,4.A.2.a.2.I05,0.00046
2025-08-01,4.A.2.a.3.I01,0.00112
2025-08-01,4.A.2.a.4.I01,0.00035
2025-08-01,4.A.2.a.4.I02,0.00403
2025-08-01,4.A.2.a.4.I03,0.00043
2025-08-01,4.A.2.a.4.I04,0.01058
2025-08-01,4.A.2.a.4.I05,0.00014
2025-08-01,4.A.2.a.4.I06,0.00194
2025-08-01,4.A.2.a.4.I07,0.00055
2025-08-01,4.A.2.a.4.I08,0.00320
2025-08-01,4.A.2.a.4.I09,0.00037
2025-08-01,4.A.2.a.4.I10,0.00036
2025-08-01,4.A.2.a.4.I11,0.00294
2025-08-01,4.A.2.a.4.I12,0.00033
2025-08-01,4.A.2.b.1.I01,0.00357
2025-08-01,4.A.2.b.1.I02,0.00404
2025-08-01,4.A.2.b.1.I06,0.00175
2025-08-01,4.A.2.b.1.I07,0.06672
2025-08-01,4.A.2.b.1.I08,0.00112
2025-08-01,4.A.2.b.1.I10,0.00106
2025-08-01,4.A.2.b.1.I11,0.00189
2025-08-01,4.A.2.b.2.I01,0.00283
2025-08-01,4.A.2.b.2.I02,0.00279
2025-08-01,4.A.2.b.2.I03,0.00229
2025-08-01,4.A.2.b.2.I04,0.00389
2025-08-01,4.A.2.b.2.I06,0.00059
2025-08-01,4.A.2.b.2.I07,0.00077
2025-08-01,4.A.2.b.2.I09,0.00219
2025-08-01,4.A.2.b.2.I11,0.00112
2025-08-01,4.A.2.b.2.I12,0.02022
2025-08-01,4.A.2.b.2.I15,0.00421
2025-08-01,4.A.2.b.2.I18,0.03150
2025-08-01,4.A.2.b.2.I19,0.00035
2025-08-01,4.A.2.b.2.I21,0.00169
2025-08-01,4.A.2.b.2.I22,0.01325
2025-08-01,4.A.2.b.2.I23,0.00059
2025-08-01,4.A.2.b.2.I25,0.00667
2025-08-01,4.A.2.b.2.I26,0.00028
2025-08-01,4.A.2.b.2.I27,0.00070
2025-08-01,4.A.2.b.3.I01,0.00382
2025-08-01,4.A.2.b.4.I01,0.00095
2025-08-01,4.A.2.b.4.I03,0.00098
2025-08-01,4.A.2.b.5.I01,0.00193
2025-08-01,4.A.2.b.5.I02,0.00214
2025-08-01,4.A.2.b.5.I03,0.00222
2025-08-01,4.A.2.b.6.I01,0.00503
2025-08-01,4.A.2.b.6.I02,0.00562
2025-08-01,4.A.3.a.1.I01,0.00098
2025-08-01,4.A.3.a.1.I03,0.00095
2025-08-01,4.A.3.a.1.I08,0.00038
2025-08-01,4.A.3.a.1.I16,0.00137
2025-08-01,4.A.3.a.2.I03,0.00743
2025-08-01,4.A.3.a.2.I21,0.00064
2025-08-01,4.A.3.a.2.I46,0.00061
2025-08-01,4.A.3.b.1.I01,0.01231
2025-08-01,4.A.3.b.1.I02,0.00066
2025-08-01,4.A.3.b.1.I03,0.00444
2025-08-01,4.A.3.b.1.I04,0.01649
2025-08-01,4.A.3.b.1.I05,0.00150
2025-08-01,4.A.3.b.1.I06,0.00281
2025-08-01,4.A.3.b.6.I01,0.00379
2025-08-01,4.A.3.b.6.I03,0.00173
2025-08-01,4.A.3.b.6.I05,0.00108
2025-08-01,4.A.3.b.6.I06,0.00392
2025-08-01,4.A.3.b.6.I07,0.00170
2025-08-01,4.A.3.b.6.I08,0.00195
2025-08-01,4.A.3.b.6.I09,0.00110
2025-08-01,4.A.3.b.6.I10,0.00025
2025-08-01,4.A.3.b.6.I12,0.04962
2025-08-01,4.A.3.b.6.I13,0.00547
2025-08-01,4.A.3.b.6.I14,0.00402
2025-08-01,4.A.3.b.6.I15,0.00362
2025-08-01,4.A.3.b.6.I16,0.08266
2025-08-01,4.A.4.a.1.I01,0.02328
2025-08-01,4.A.4.a.1.I02,0.01411
2025-08-01,4.A.4.a.1.I03,0.03187
2025-08-01,4.A.4.a.1.I04,0.00535
2025-08-01,4.A.4.a.1.I05,0.00873
2025-08-01,4.A.4.a.2.I01,0.00017
2025-08-01,4.A.4.a.2.I02,0.00031
2025-08-01,4.A.4.a.2.I03,0.01030
2025-08-01,4.A.4.a.2.I04,0.00426
2025-08-01,4.A.4.a.2.I06,0.00051
2025-08-01,4.A.4.a.2.I08,0.00066
2025-08-01,4.A.4.a.2.I09,0.00269
2025-08-01,4.A.4.a.2.I11,0.00327
2025-08-01,4.A.4.a.2.I12,0.00078
2025-08-01,4.A.4.a.2.I13,0.00096
2025-08-01,4.A.4.a.3.I02,0.00860
2025-08-01,4.A.4.a.3.I03,0.00532
2025-08-01,4.A.4.a.4.I01,0.00162
2025-08-01,4.A.4.a.5.I01,0.00282
2025-08-01,4.A.4.a.5.I03,0.00081
2025-08-01,4.A.4.a.5.I04,0.00226
2025-08-01,4.A.4.a.5.I08,0.00278
2025-08-01,4.A.4.a.5.I10,0.00041
2025-08-01,4.A.4.a.6.I01,0.00031
2025-08-01,4.A.4.a.6.I02,0.00140
2025-08-01,4.A.4.a.6.I03,0.00249
2025-08-01,4.A.4.a.7.I01,0.00035
2025-08-01,4.A.4.a.7.I02,0.00090
2025-08-01,4.A.4.a.7.I03,0.00047
2025-08-01,4.A.4.a.8.I01,0.00123
2025-08-01,4.A.4.a.8.I02,0.00086
2025-08-01,4.A.4.a.8.I03,0.00101
2025-08-01,4.A.4.b.3.I01,0.00120
2025-08-01,4.A.4.b.3.I02,0.00857
2025-08-01,4.A.4.b.3.I04,0.00056
2025-08-01,4.A.4.b.3.I05,0.00077
2025-08-01,4.A.4.b.5.I01,0.00155
2025-08-01,4.A.4.b.5.I02,0.00539
2025-08-01,4.A.4.b.6.I01,0.01749
2025-08-01,4.A.4.b.6.I02,0.02111
2025-08-01,4.A.4.b.6.I04,0.00472
2025-08-01,4.A.4.b.6.I05,0.00366
2025-08-01,4.A.4.b.6.I06,0.02596
2025-08-01,4.A.4.b.6.I07,0.00872
2025-08-01,4.A.4.b.6.I08,0.00357
2025-08-01,4.A.4.b.6.I10,0.04726
2025-08-01,4.A.4.b.6.I11,0.00573
2025-08-01,4.A.4.c.1.I01,0.00518
2025-08-01,4.A.4.c.1.I03,0.00121
2025-08-01,4.A.4.c.1.I04,0.00043
2025-08-01,4.A.4.c.2.I01,0.00056
2025-08-01,4.A.4.c.3.I05,0.00365
2025-08-01,Other IWA,0.02203
2025-09-01,4.A.1.a.1.I01,0.00935
2025-09-01,4.A.1.a.1.I02,0.00118
2025-09-01,4.A.1.a.1.I03,0.00123
2025-09-01,4.A.1.a.1.I04,0.05630
2025-09-01,4.A.1.a.1.I05,0.00135
2025-09-01,4.A.1.a.1.I06,0.00037
2025-09-01,4.A.1.a.1.I07,0.04399
2025-09-01,4.A.1.a.1.I08,0.00211
2025-09-01,4.A.1.a.1.I09,0.00228
2025-09-01,4.A.1.a.1.I11,0.00067
2025-09-01,4.A.1.a.1.I12,0.00065
2025-09-01,4.A.1.a.1.I13,0.00025
2025-09-01,4.A.1.a.1.I14,0.00121
2025-09-01,4.A.1.a.1.I15,0.00686
2025-09-01,4.A.1.a.1.I16,0.01086
