metric,value
binary_exposed,0.7514447685618361
level_exact,0.4807639385766966
level_adjacent,0.9499146898563487
channel_exact,0.6175353624305135
margin_exact_exposed,0.485145957117024
ai_material_exact,0.7232098629533822
