support,domain,iso3,country_name,income_level,margin,total_gap_pp,reference_profile_pp,country_specific_pp,identity_error_pp
Common female-male cells,Industry (ISIC-2),IND,India,Lower middle income,Overall exposure,-0.8577445207604001,0.6671245583289986,-1.5248690790894004,1.5543122344752192e-15
Common female-male cells,Industry (ISIC-2),IND,India,Lower middle income,Substitution-only,0.8800880915637552,0.6368289946829351,0.24325909688082187,-1.7208456881689926e-15
Common female-male cells,Industry (ISIC-2),IRL,Ireland,High income,Augmentation-only,-0.8260525265314812,-0.7728523028330343,-0.05320022369844692,2.0816681711721685e-17
Common female-male cells,Industry (ISIC-2),IRL,Ireland,High income,Overall exposure,-5.70903599691571,-4.349212468684521,-1.3598235282311926,3.552713678800501e-15
Common female-male cells,Industry (ISIC-2),IRL,Ireland,High income,Substitution-only,-3.223604313376876,-2.1905708933796273,-1.0330334199972502,1.5543122344752192e-15
Common female-male cells,Industry (ISIC-2),IRN,"Iran, Islamic Rep.",Upper middle income,Augmentation-only,0.1746569855079142,-0.5694206590516848,0.7440776445595991,-1.1102230246251565e-16
Common female-male cells,Industry (ISIC-2),IRN,"Iran, Islamic Rep.",Upper middle income,Overall exposure,0.22925891840822363,-0.2710398116320506,0.5002987300402706,3.6637359812630166e-15
Common female-male cells,Industry (ISIC-2),IRN,"Iran, Islamic Rep.",Upper middle income,Substitution-only,0.3565718652156526,-0.20957209618360878,0.5661439613992619,-5.551115123125783e-16
Common female-male cells,Industry (ISIC-2),ISR,Israel,High income,Augmentation-only,0.0448966066435911,-0.7475998383951735,0.7924964450387647,-1.1102230246251565e-16
Common female-male cells,Industry (ISIC-2),ISR,Israel,High income,Overall exposure,-5.249711175190195,-5.735308395508207,0.4855972203179991,1.2989609388114332e-14
Common female-male cells,Industry (ISIC-2),ISR,Israel,High income,Substitution-only,-4.129057616505313,-3.760259789530095,-0.3687978269752148,-3.1086244689504383e-15
Common female-male cells,Industry (ISIC-2),ITA,Italy,High income,Augmentation-only,-0.7501729201212881,-0.6741996849332816,-0.07597323518800617,-3.0531133177191805e-16
Common female-male cells,Industry (ISIC-2),ITA,Italy,High income,Overall exposure,-3.960293375880853,-3.2508382781108027,-0.7094550977700543,3.885780586188048e-15
Common female-male cells,Industry (ISIC-2),ITA,Italy,High income,Substitution-only,-3.051716361110217,-2.630511291984063,-0.4212050691261546,3.885780586188048e-16
Common female-male cells,Industry (ISIC-2),JOR,Jordan,Lower middle income,Augmentation-only,-0.5811842923502182,-0.4209497989570363,-0.16023449339318185,0
Common female-male cells,Industry (ISIC-2),JOR,Jordan,Lower middle income,Overall exposure,-2.6637593262887105,-3.5320506996514407,0.8682913733627379,-7.66053886991358e-15
Common female-male cells,Industry (ISIC-2),JOR,Jordan,Lower middle income,Substitution-only,-2.985814369287854,-3.455340524396217,0.46952615510836065,2.4980018054066022e-15
Common female-male cells,Industry (ISIC-2),JPN,Japan,High income,Augmentation-only,-1.0291335977115499,-0.60007347010818,-0.4290601276033702,3.3306690738754696e-16
Common female-male cells,Industry (ISIC-2),JPN,Japan,High income,Overall exposure,-6.577737605586869,-5.487170008542171,-1.0905675970446917,-5.551115123125783e-15
Common female-male cells,Industry (ISIC-2),JPN,Japan,High income,Substitution-only,-3.1006436894296114,-2.826009595032729,-0.27463409439688163,-9.43689570931383e-16
Common female-male cells,Industry (ISIC-2),KEN,Kenya,Lower middle income,Augmentation-only,0.6649717940429863,-0.6108260891453228,1.2757978831883088,2.220446049250313e-16
Common female-male cells,Industry (ISIC-2),KEN,Kenya,Lower middle income,Overall exposure,3.798567756142212,1.3125736877485246,2.4859940683936883,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),KEN,Kenya,Lower middle income,Substitution-only,1.2244329031325807,1.4660894560313757,-0.24165655289879506,0
Common female-male cells,Industry (ISIC-2),KGZ,Kyrgyz Republic,Lower middle income,Augmentation-only,-0.84957619503537,-1.025631673713244,0.17605547867787377,3.0531133177191805e-16
Common female-male cells,Industry (ISIC-2),KGZ,Kyrgyz Republic,Lower middle income,Overall exposure,2.6748833259775298,0.6215902734052883,2.0532930525722457,-3.9968028886505635e-15
Common female-male cells,Industry (ISIC-2),KGZ,Kyrgyz Republic,Lower middle income,Substitution-only,1.7048139822125676,0.947671462970316,0.7571425192422518,-2.220446049250313e-16
Common female-male cells,Industry (ISIC-2),KHM,Cambodia,Lower middle income,Augmentation-only,-0.3077895693158604,-0.7623957115245436,0.45460614220868295,2.220446049250313e-16
Common female-male cells,Industry (ISIC-2),KHM,Cambodia,Lower middle income,Overall exposure,4.056885614923401,4.969424345513603,-0.9125387305901974,-3.885780586188048e-15
Common female-male cells,Industry (ISIC-2),KHM,Cambodia,Lower middle income,Substitution-only,3.8851245425314924,5.588812530823378,-1.7036879882918867,1.1102230246251565e-15
Common female-male cells,Industry (ISIC-2),KOR,"Korea, Rep.",High income,Augmentation-only,-0.9664458492333196,-0.7575822486340015,-0.2088636005993178,-2.7755575615628914e-16
Common female-male cells,Industry (ISIC-2),KOR,"Korea, Rep.",High income,Overall exposure,-4.13483762197723,-4.905635860591312,0.7707982386140795,2.886579864025407e-15
Common female-male cells,Industry (ISIC-2),KOR,"Korea, Rep.",High income,Substitution-only,-2.8320995006226606,-3.128530212808024,0.29643071218536177,1.7763568394002505e-15
Common female-male cells,Industry (ISIC-2),LKA,Sri Lanka,Lower middle income,Augmentation-only,-0.5771251970200172,-0.5573494112163984,-0.019775785803618304,-5.238864897449957e-16
Common female-male cells,Industry (ISIC-2),LKA,Sri Lanka,Lower middle income,Overall exposure,4.055392472558978,1.215302768986363,2.8400897035726134,1.7763568394002505e-15
Common female-male cells,Industry (ISIC-2),LKA,Sri Lanka,Lower middle income,Substitution-only,3.6723507691633586,2.314257056788736,1.3580937123746246,-1.9984014443252818e-15
Common female-male cells,Industry (ISIC-2),MDG,Madagascar,Low income,Augmentation-only,-0.035683027876502356,-0.5733727898169869,0.5376897619404847,-1.1102230246251565e-16
Common female-male cells,Industry (ISIC-2),MDG,Madagascar,Low income,Overall exposure,1.2817416044630285,0.8916227873707433,0.3901188170922857,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),MDG,Madagascar,Low income,Substitution-only,1.3827239821245985,1.6417267253040029,-0.2590027431794048,3.885780586188048e-16
Common female-male cells,Industry (ISIC-2),MEX,Mexico,Upper middle income,Augmentation-only,-1.034134587549937,-0.8607511871953258,-0.17338340035461153,3.3306690738754696e-16
Common female-male cells,Industry (ISIC-2),MEX,Mexico,Upper middle income,Overall exposure,0.6619485978457601,-0.4587211801836097,1.120669778029367,2.6645352591003757e-15
Common female-male cells,Industry (ISIC-2),MEX,Mexico,Upper middle income,Substitution-only,0.7791612012674483,0.7584155701613278,0.020745631106119454,1.033895191682177e-15
Common female-male cells,Industry (ISIC-2),MMR,Myanmar,Lower middle income,Augmentation-only,-0.09262533905625873,-0.8645032193188831,0.7718778802626243,1.1102230246251565e-16
Common female-male cells,Industry (ISIC-2),MMR,Myanmar,Lower middle income,Overall exposure,4.359530317024176,3.585446252510068,0.7740840645141085,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),MMR,Myanmar,Lower middle income,Substitution-only,3.482150144809394,4.087782994781979,-0.6056328499725854,2.220446049250313e-16
Common female-male cells,Industry (ISIC-2),MWI,Malawi,Low income,Augmentation-only,0.054487309319445884,-0.23386702477247182,0.2883543340919177,0
Common female-male cells,Industry (ISIC-2),MWI,Malawi,Low income,Overall exposure,-0.5271610806473475,0.7302239033040542,-1.2573849839514013,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),MWI,Malawi,Low income,Substitution-only,-0.08849669913474933,0.8134600332306203,-0.9019567323653701,4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),NGA,Nigeria,Lower middle income,Augmentation-only,-0.5192349400022358,-0.8437191373751473,0.32448419737291123,2.220446049250313e-16
Common female-male cells,Industry (ISIC-2),NGA,Nigeria,Lower middle income,Overall exposure,2.959450040622658,2.5785443436245776,0.3809056969980842,-3.774758283725532e-15
Common female-male cells,Industry (ISIC-2),NGA,Nigeria,Lower middle income,Substitution-only,2.710646746411973,4.269050549341628,-1.5584038029296565,1.1102230246251565e-15
Common female-male cells,Industry (ISIC-2),NLD,Netherlands,High income,Augmentation-only,-0.8784141604236689,-0.7270197612987847,-0.15139439912488498,6.938893903907228e-16
Common female-male cells,Industry (ISIC-2),NLD,Netherlands,High income,Overall exposure,-10.49178922137578,-8.435368282608993,-2.0564209387667858,-2.220446049250313e-15
Common female-male cells,Industry (ISIC-2),NLD,Netherlands,High income,Substitution-only,-5.238335909138625,-4.530582792007404,-0.7077531171312195,-1.1102230246251565e-15
Common female-male cells,Industry (ISIC-2),PAK,Pakistan,Lower middle income,Augmentation-only,1.2357089941732629,-0.10826356275024368,1.3439725569235066,0
Common female-male cells,Industry (ISIC-2),PAK,Pakistan,Lower middle income,Overall exposure,-0.5690775210009323,-2.3424624052723853,1.7733848842714555,-2.4424906541753444e-15
Common female-male cells,Industry (ISIC-2),PAK,Pakistan,Lower middle income,Substitution-only,-2.163634328997362,-2.3726580966091966,0.20902376761183317,1.5543122344752192e-15
Common female-male cells,Industry (ISIC-2),PER,Peru,Upper middle income,Augmentation-only,-1.247432109595595,-1.047659337199509,-0.19977277239608537,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),PER,Peru,Upper middle income,Overall exposure,1.4961693694023175,0.5482467906972053,0.9479225787051115,6.661338147750939e-16
Common female-male cells,Industry (ISIC-2),PER,Peru,Upper middle income,Substitution-only,1.434430202865074,1.5874027597996958,-0.1529725569346224,5.273559366969494e-16
Common female-male cells,Industry (ISIC-2),PHL,Philippines,Lower middle income,Augmentation-only,-0.922788286418071,-1.1129038146733539,0.19011552825528194,9.43689570931383e-16
Common female-male cells,Industry (ISIC-2),PHL,Philippines,Lower middle income,Overall exposure,6.470930535634,4.207556922503036,2.2633736131309665,-2.220446049250313e-15
Common female-male cells,Industry (ISIC-2),PHL,Philippines,Lower middle income,Substitution-only,3.2121280810780206,3.655387166396363,-0.44325908531834174,-7.216449660063518e-16
Common female-male cells,Industry (ISIC-2),POL,Poland,High income,Augmentation-only,-0.9351788434251892,-0.855288963796782,-0.07988987962840687,-3.469446951953614e-16
Common female-male cells,Industry (ISIC-2),POL,Poland,High income,Overall exposure,-1.935105602605278,-0.8402511372869618,-1.0948544653183134,-2.6645352591003757e-15
Common female-male cells,Industry (ISIC-2),POL,Poland,High income,Substitution-only,-2.182090546430939,-0.962237968278876,-1.2198525781520662,3.3306690738754696e-15
Common female-male cells,Industry (ISIC-2),PRT,Portugal,High income,Augmentation-only,-0.33428393572670095,-0.7564324908442064,0.422148555117505,4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),PRT,Portugal,High income,Overall exposure,-4.389628170435979,-2.9485817920063115,-1.4410463784296605,-7.105427357601002e-15
Common female-male cells,Industry (ISIC-2),PRT,Portugal,High income,Substitution-only,-2.710859414287569,-1.256397883822022,-1.4544615304655486,1.7763568394002505e-15
Common female-male cells,Industry (ISIC-2),ROU,Romania,High income,Augmentation-only,-0.8837061624577066,-0.9681305816125156,0.08442441915480878,2.498001805406602e-16
Common female-male cells,Industry (ISIC-2),ROU,Romania,High income,Overall exposure,5.216739342882368,3.1888280747699156,2.0279112681124505,2.220446049250313e-15
Common female-male cells,Industry (ISIC-2),ROU,Romania,High income,Substitution-only,2.9817035782770667,3.3427469860905386,-0.3610434078134704,-1.4988010832439613e-15
Common female-male cells,Industry (ISIC-2),RWA,Rwanda,Low income,Augmentation-only,-0.22469848710343163,-0.8287363386395042,0.6040378515360726,0
Common female-male cells,Industry (ISIC-2),RWA,Rwanda,Low income,Overall exposure,-0.35198408955419935,1.5324368497735072,-1.884420939327709,2.220446049250313e-15
Common female-male cells,Industry (ISIC-2),RWA,Rwanda,Low income,Substitution-only,-0.5917010989524963,1.8495877170697064,-2.4412888160222046,1.7763568394002505e-15
Common female-male cells,Industry (ISIC-2),SEN,Senegal,Lower middle income,Augmentation-only,-1.0842697800212011,-0.6604951563944074,-0.42377462362679397,2.220446049250313e-16
Common female-male cells,Industry (ISIC-2),SEN,Senegal,Lower middle income,Overall exposure,1.8084084471220119,3.2042313430183533,-1.3958228958963417,2.220446049250313e-16
Common female-male cells,Industry (ISIC-2),SEN,Senegal,Lower middle income,Substitution-only,1.6453460627519927,3.3684545319385237,-1.723108469186532,8.881784197001252e-16
Common female-male cells,Industry (ISIC-2),SGP,Singapore,High income,Augmentation-only,-0.48959572447825317,-0.5328902076582135,0.04329448317996083,-5.134781488891349e-16
Common female-male cells,Industry (ISIC-2),SGP,Singapore,High income,Overall exposure,-3.4977713819922336,-2.986208577275728,-0.5115628047165035,-1.9984014443252818e-15
Common female-male cells,Industry (ISIC-2),SGP,Singapore,High income,Substitution-only,-1.8637600819258728,-1.3741287447987687,-0.4896313371271037,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),SLV,El Salvador,Upper middle income,Augmentation-only,-1.399618034218701,-1.0182274480618652,-0.3813905861568346,-1.27675647831893e-15
Common female-male cells,Industry (ISIC-2),SLV,El Salvador,Upper middle income,Overall exposure,5.945988586035695,2.0987321655105164,3.8472564205251767,2.220446049250313e-15
Common female-male cells,Industry (ISIC-2),SLV,El Salvador,Upper middle income,Substitution-only,5.1770758613174,3.5558872220764153,1.6211886392409838,8.881784197001252e-16
Common female-male cells,Industry (ISIC-2),SRB,Serbia,Upper middle income,Augmentation-only,-1.271757483027919,-0.8270787163883486,-0.44467876663957134,9.43689570931383e-16
Common female-male cells,Industry (ISIC-2),SRB,Serbia,Upper middle income,Overall exposure,-0.6737500665914475,-0.5326012438174689,-0.14114882277398152,2.858824288409778e-15
Common female-male cells,Industry (ISIC-2),SRB,Serbia,Upper middle income,Substitution-only,0.3544217503027568,-0.1817518001822221,0.5361735504849782,7.771561172376096e-16
Common female-male cells,Industry (ISIC-2),SVK,Slovak Republic,High income,Augmentation-only,-0.8369616659362247,-0.9329322275106056,0.09597056157438125,-3.608224830031759e-16
Common female-male cells,Industry (ISIC-2),SVK,Slovak Republic,High income,Overall exposure,-0.616989262222309,-0.2564382002371183,-0.3605510619851866,-4.107825191113079e-15
Common female-male cells,Industry (ISIC-2),SVK,Slovak Republic,High income,Substitution-only,-0.4247652956841421,-0.32406835081244384,-0.10069694487169473,-3.552713678800501e-15
Common female-male cells,Industry (ISIC-2),SWE,Sweden,High income,Augmentation-only,-0.6304123961793566,-0.7582132387393754,0.1278008425600183,4.718447854656915e-16
Common female-male cells,Industry (ISIC-2),SWE,Sweden,High income,Overall exposure,-7.648805573249317,-6.1622472231093495,-1.486558350139962,-5.3290705182007514e-15
Common female-male cells,Industry (ISIC-2),SWE,Sweden,High income,Substitution-only,-4.6213914027744485,-3.366749241261609,-1.254642161512841,1.3322676295501878e-15
Common female-male cells,Industry (ISIC-2),THA,Thailand,Upper middle income,Augmentation-only,-0.46771844358163805,-0.47417014334550883,0.006451699763871034,-2.5673907444456745e-16
Common female-male cells,Industry (ISIC-2),THA,Thailand,Upper middle income,Overall exposure,2.1434557143255306,1.0211600420287885,1.12229567229674,1.9984014443252818e-15
Common female-male cells,Industry (ISIC-2),THA,Thailand,Upper middle income,Substitution-only,1.7837587637256629,1.3883849024506523,0.3953738612750099,7.216449660063518e-16
Common female-male cells,Industry (ISIC-2),TUN,Tunisia,Lower middle income,Augmentation-only,-0.37980796866423194,-0.8309549968572649,0.45114702819303326,-2.7755575615628914e-16
Common female-male cells,Industry (ISIC-2),TUN,Tunisia,Lower middle income,Overall exposure,7.031226077602552,2.751523137708091,4.279702939894457,4.440892098500626e-15
Common female-male cells,Industry (ISIC-2),TUN,Tunisia,Lower middle income,Substitution-only,4.5758123595070614,3.532074309127186,1.043738050379876,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),TUR,Turkiye,Upper middle income,Augmentation-only,-0.4281624348660798,-0.42925298225646336,0.0010905473903832013,3.5475095083725705e-16
Common female-male cells,Industry (ISIC-2),TUR,Turkiye,Upper middle income,Overall exposure,-2.7902738603783503,-2.3210199708925257,-0.4692538894858245,-1.6653345369377348e-16
Common female-male cells,Industry (ISIC-2),TUR,Turkiye,Upper middle income,Substitution-only,-1.8806075121821144,-1.748095832258574,-0.13251167992354512,4.718447854656915e-15
Common female-male cells,Industry (ISIC-2),TZA,Tanzania,Lower middle income,Augmentation-only,-0.13873736167622785,-0.5034161272758975,0.36467876559966944,1.6653345369377348e-16
Common female-male cells,Industry (ISIC-2),TZA,Tanzania,Lower middle income,Overall exposure,-0.1859516490662748,0.8351180267540816,-1.0210696758203555,-8.881784197001252e-16
Common female-male cells,Industry (ISIC-2),TZA,Tanzania,Lower middle income,Substitution-only,0.5744436849648937,1.0905455149938366,-0.5161018300289425,-3.3306690738754696e-16
Common female-male cells,Industry (ISIC-2),UKR,Ukraine,Upper middle income,Augmentation-only,-1.3296301514335693,-1.1058045767545874,-0.22382557467898254,6.38378239159465e-16
Common female-male cells,Industry (ISIC-2),UKR,Ukraine,Upper middle income,Overall exposure,0.06710248694013406,-0.31625412238753126,0.38335660932766347,1.8318679906315083e-15
Common female-male cells,Industry (ISIC-2),UKR,Ukraine,Upper middle income,Substitution-only,0.48631701116887927,0.18829477336666267,0.2980222378022169,-3.3306690738754696e-16
Common female-male cells,Industry (ISIC-2),USA,United States,High income,Augmentation-only,-0.8478086470880823,-0.7601210782196027,-0.08768756886847916,-4.579669976578771e-16
Common female-male cells,Industry (ISIC-2),USA,United States,High income,Overall exposure,-6.504467343697653,-4.42962395596535,-2.074843387732287,-1.554312234475219e-14
Common female-male cells,Industry (ISIC-2),USA,United States,High income,Substitution-only,-2.9823490375350388,-2.7302888236534706,-0.25206021388157013,1.942890293094024e-15
Common female-male cells,Industry (ISIC-2),VNM,Viet Nam,Lower middle income,Augmentation-only,-0.826904573045907,-0.9796243748860206,0.15271980184011355,2.7755575615628914e-17
Common female-male cells,Industry (ISIC-2),VNM,Viet Nam,Lower middle income,Overall exposure,4.863007449710385,3.1958019139830744,1.6672055357273137,-3.1086244689504383e-15
Common female-male cells,Industry (ISIC-2),VNM,Viet Nam,Lower middle income,Substitution-only,4.831379202078277,4.135519890668528,0.695859311409747,2.1094237467877974e-15
Common female-male cells,Industry (ISIC-2),ZMB,Zambia,Lower middle income,Augmentation-only,-0.3322133117474719,-0.6460074648409224,0.31379415309345066,-1.1102230246251565e-16
Common female-male cells,Industry (ISIC-2),ZMB,Zambia,Lower middle income,Overall exposure,0.6153648452662188,0.8241564732399704,-0.20879162797375117,-4.440892098500626e-16
Common female-male cells,Industry (ISIC-2),ZMB,Zambia,Lower middle income,Substitution-only,0.53805123025983,1.263830166485698,-0.725778936225868,1.1102230246251565e-16
Common female-male cells,Industry (ISIC-2),ZWE,Zimbabwe,Lower middle income,Augmentation-only,-2.302731870974281,-1.7221670108094205,-0.580564860164861,6.661338147750939e-16
Common female-male cells,Industry (ISIC-2),ZWE,Zimbabwe,Lower middle income,Overall exposure,-0.15892264619498742,-0.033634416844158695,-0.1252882293508299,1.1657341758564144e-15
Common female-male cells,Industry (ISIC-2),ZWE,Zimbabwe,Lower middle income,Substitution-only,0.6936997751135515,1.1240792266578616,-0.43037945154431,-1.1102230246251565e-16
Figure 5 sex-specific support,Occupation (ISCO-2),AFG,Afghanistan,Low income,Augmentation-only,-0.010462842015061192,0.11708096413777104,-0.127543806152832,-2.220446049250313e-16
Figure 5 sex-specific support,Occupation (ISCO-2),AFG,Afghanistan,Low income,Overall exposure,-1.5678786767089994,-0.7695868063149547,-0.7982918703940474,2.6645352591003757e-15
Figure 5 sex-specific support,Occupation (ISCO-2),AFG,Afghanistan,Low income,Substitution-only,-1.0443668597249909,-0.9579653257735017,-0.08640153395149157,2.373101715136272e-15
Figure 5 sex-specific support,Occupation (ISCO-2),AGO,Angola,Lower middle income,Augmentation-only,-0.37632882914090915,-0.6828680996385136,0.3065392704976045,-5.551115123125783e-17
Figure 5 sex-specific support,Occupation (ISCO-2),AGO,Angola,Lower middle income,Overall exposure,4.378992095036156,5.244253175218609,-0.8652610801824513,-1.6653345369377348e-15
Figure 5 sex-specific support,Occupation (ISCO-2),AGO,Angola,Lower middle income,Substitution-only,4.401596231887219,5.753387610329586,-1.3517913784423692,2.4424906541753444e-15
Figure 5 sex-specific support,Occupation (ISCO-2),ARE,United Arab Emirates,High income,Augmentation-only,0.09324185256489717,-0.031513019561749206,0.12475487212664624,1.3877787807814457e-16
Figure 5 sex-specific support,Occupation (ISCO-2),ARE,United Arab Emirates,High income,Overall exposure,0.789499167391553,1.1641263295843347,-0.3746271621927838,2.1094237467877974e-15
Figure 5 sex-specific support,Occupation (ISCO-2),ARE,United Arab Emirates,High income,Substitution-only,3.9993377371433434,2.2074409525779517,1.7918967845653924,-6.661338147750939e-16
Figure 5 sex-specific support,Occupation (ISCO-2),ARG,Argentina,Upper middle income,Augmentation-only,0.12269733000997723,0.11052360168161886,0.01217372832835828,9.71445146547012e-17
Figure 5 sex-specific support,Occupation (ISCO-2),ARG,Argentina,Upper middle income,Overall exposure,1.2210829001699235,1.2052054608742315,0.015877439295691652,3.122502256758253e-16
Figure 5 sex-specific support,Occupation (ISCO-2),ARG,Argentina,Upper middle income,Substitution-only,1.9869128064421053,1.570958514120646,0.41595429232145936,5.551115123125783e-17
Figure 5 sex-specific support,Occupation (ISCO-2),AUS,Australia,High income,Augmentation-only,0.05377923755615914,-0.04669463035828476,0.10047386791444379,1.1102230246251565e-16
Figure 5 sex-specific support,Occupation (ISCO-2),AUS,Australia,High income,Overall exposure,0.2858023666442927,1.8687303354875051,-1.5829279688432087,-3.774758283725532e-15
Figure 5 sex-specific support,Occupation (ISCO-2),AUS,Australia,High income,Substitution-only,1.6561553049397553,1.8199727620609938,-0.16381745712124246,3.941291737419306e-15
Figure 5 sex-specific support,Occupation (ISCO-2),AUT,Austria,High income,Augmentation-only,-0.5072222415681398,-0.42133282759306434,-0.08588941397507549,5.551115123125783e-17
Figure 5 sex-specific support,Occupation (ISCO-2),AUT,Austria,High income,Overall exposure,-0.35431713495409733,1.6957677514297778,-2.050084886383879,3.9968028886505635e-15
Figure 5 sex-specific support,Occupation (ISCO-2),AUT,Austria,High income,Substitution-only,3.3088996698493474,3.2153301431558132,0.0935695266935364,-2.2620794126737565e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BDI,Burundi,Low income,Augmentation-only,0.09997005905545363,0.40343700701589474,-0.30346694796044116,5.551115123125783e-17
Figure 5 sex-specific support,Occupation (ISCO-2),BDI,Burundi,Low income,Overall exposure,1.108277411126394,2.1280404103606774,-1.0197629992342843,8.881784197001252e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BDI,Burundi,Low income,Substitution-only,0.5998350032620434,0.15016308313918492,0.4496719201228567,1.7763568394002505e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BEL,Belgium,High income,Augmentation-only,-0.2809900943670351,-0.31086771662963125,0.029877622262596156,3.469446951953614e-18
Figure 5 sex-specific support,Occupation (ISCO-2),BEL,Belgium,High income,Overall exposure,-1.4710773619658775,-0.022563727696654934,-1.4485136342692235,8.881784197001252e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BEL,Belgium,High income,Substitution-only,2.1073492036768937,1.7850417448832387,0.3223074587936532,1.7763568394002505e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BEN,Benin,Lower middle income,Augmentation-only,-0.6930405266509782,-0.6310423173766753,-0.06199820927430272,-1.6653345369377348e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BEN,Benin,Lower middle income,Overall exposure,6.049861299454843,5.731144026156008,0.31871727329883814,-2.6645352591003757e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BEN,Benin,Lower middle income,Substitution-only,4.527550550323269,5.57024423902757,-1.0426936887043001,-4.440892098500626e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BFA,Burkina Faso,Low income,Augmentation-only,-0.1779736253976245,-0.55166317328283,0.37368954788520536,1.1102230246251565e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BFA,Burkina Faso,Low income,Overall exposure,2.3345291797323147,3.385676017574874,-1.051146837842559,-4.440892098500626e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BFA,Burkina Faso,Low income,Substitution-only,1.9246979390058243,3.7217124506433135,-1.7970145116374852,-3.9968028886505635e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BGD,Bangladesh,Lower middle income,Augmentation-only,-0.20844721786038112,1.1956210572634278,-1.404068275123809,0
Figure 5 sex-specific support,Occupation (ISCO-2),BGD,Bangladesh,Lower middle income,Overall exposure,-5.492897104380189,-2.4457605603878583,-3.0471365439923273,-3.552713678800501e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BGD,Bangladesh,Lower middle income,Substitution-only,-5.141618842459593,-5.446066443966761,0.3044476015071695,-1.27675647831893e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BGR,Bulgaria,High income,Augmentation-only,0.7795353345721192,0.14226556792467634,0.6372697666474435,-6.661338147750939e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BGR,Bulgaria,High income,Overall exposure,3.5891929393762583,3.431509344023599,0.15768359535266324,-4.052314039881821e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BGR,Bulgaria,High income,Substitution-only,2.236333010616161,2.246184384551878,-0.009851373935716386,-5.030698080332741e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BLR,Belarus,Upper middle income,Augmentation-only,1.2635663645262063,0.6501676836221124,0.6133986809040941,-2.220446049250313e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BLR,Belarus,Upper middle income,Overall exposure,2.997225120751115,3.2579165800704293,-0.26069145931931414,0
Figure 5 sex-specific support,Occupation (ISCO-2),BLR,Belarus,Upper middle income,Substitution-only,-0.8229847104506631,-0.07268678042972895,-0.7502979300209317,-2.4424906541753444e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BOL,Bolivia,Lower middle income,Augmentation-only,-0.09857880371601353,-0.0760236441713152,-0.022555159544698333,0
Figure 5 sex-specific support,Occupation (ISCO-2),BOL,Bolivia,Lower middle income,Overall exposure,3.1605280581921167,2.57701838479406,0.5835096733980567,0
Figure 5 sex-specific support,Occupation (ISCO-2),BOL,Bolivia,Lower middle income,Substitution-only,1.9792728872886238,2.1950798786672294,-0.2158069913786052,-3.885780586188048e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BRA,Brazil,Upper middle income,Augmentation-only,-0.0019192803801980985,-0.049813947493874015,0.04789466711367603,-1.1102230246251565e-16
Figure 5 sex-specific support,Occupation (ISCO-2),BRA,Brazil,Upper middle income,Overall exposure,0.44375473815466343,1.9652149775974768,-1.5214602394428114,-1.9984014443252818e-15
Figure 5 sex-specific support,Occupation (ISCO-2),BRA,Brazil,Upper middle income,Substitution-only,2.1867183165913926,2.455971456701107,-0.2692531401097128,-1.6653345369377348e-15
Figure 5 sex-specific support,Occupation (ISCO-2),CHE,Switzerland,High income,Augmentation-only,-0.7464109724266603,-0.6478614573068238,-0.09854951511983652,-4.163336342344337e-17
Figure 5 sex-specific support,Occupation (ISCO-2),CHE,Switzerland,High income,Overall exposure,-1.4572332695961387,0.015705162468796073,-1.4729384320649361,1.3322676295501878e-15
Figure 5 sex-specific support,Occupation (ISCO-2),CHE,Switzerland,High income,Substitution-only,3.54732181286742,2.9886161566267075,0.5587056562407101,2.55351295663786e-15
Figure 5 sex-specific support,Occupation (ISCO-2),CHL,Chile,High income,Augmentation-only,-0.15014126687234364,-0.16804090769485422,0.017899640822510627,-4.5102810375396984e-17
Figure 5 sex-specific support,Occupation (ISCO-2),CHL,Chile,High income,Overall exposure,0.47725772419408374,1.436676480173588,-0.9594187559795009,-3.4416913763379853e-15
