spec,outcome,variable,mean_abs_shap,mean_abs_shap_sd,mean_shap,median_shap,median_ale_delta,ale_delta_sd,positive_ale_share,negative_ale_share,mean_abs_shap_ci,direction_flag,mean_abs_shap_share
minimal118,both_share,wgi_regulatory_quality_score,0.010826652610351425,0.00048701737034573966,-0.0010103768502639522,0.004512027812011682,0.03221148454037187,0.0010304043793556677,1.0,0.0,0.0009545540458776497,positive,0.13708119420275772
minimal118,augmentation_share,goods_trade_openness,0.0005544983492614855,2.3848427903843383e-05,-9.145427206340651e-05,-0.00017393377560410015,0.0018296481027495347,6.771147796531114e-05,1.0,0.0,4.674291869153303e-05,positive,0.029020525400167904
minimal118,augmentation_share,internet_users_pct,0.004646642237556427,0.0001583028602775349,0.000627578907273345,0.00359665708036074,0.010268618688502896,0.0003613409304863479,1.0,0.0,0.00031027360614396837,positive,0.2431891803827695
minimal118,augmentation_share,log_gdp_per_capita,0.0075105360703436345,0.00031444630696573524,-0.00027247688797184835,0.0043751370116042795,0.022941816097571566,0.000700083745343485,1.0,0.0,0.000616314761652841,positive,0.3930754763987605
minimal118,augmentation_share,wgi_government_effectiveness_score,0.002390029961116548,0.00027656060582639103,0.0003439719929580509,0.0010231319427101934,0.0025270228750854332,0.0004515229226024383,1.0,0.0,0.0005420587874197264,positive,0.1250859002305829
minimal118,augmentation_share,wgi_regulatory_quality_score,0.004005402629932737,0.00014405255853449414,-0.0005267177702117974,-0.0004990736326826338,0.011621233553024177,0.0006166134578409168,1.0,0.0,0.0002823430147276085,positive,0.20962891758771926
minimal118,substitution_within_exposed,goods_trade_openness,0.0015429839244074193,9.414432995633963e-05,-0.00022130421279063333,-0.000338784467794297,-0.00256252214712093,0.000635761323998628,0.0,1.0,0.0001845228867144257,negative,0.050507583949880114
minimal118,substitution_within_exposed,internet_users_pct,0.0067587182232183894,0.00011166108056751627,7.546401634018926e-05,-0.0023542540454103414,-0.018624498649253217,0.0008028674925630568,0.0,1.0,0.00021885571791233188,negative,0.22123790316473238
minimal118,substitution_within_exposed,log_gdp_per_capita,0.009422960390977522,0.00034013047129393314,0.00017461653176050994,-0.0038024951444373166,-0.043758117091332836,0.001546504182914154,0.0,1.0,0.000666655723736109,negative,0.30844842611466156
minimal118,substitution_within_exposed,wgi_government_effectiveness_score,0.00780602618225702,0.0003616032889861801,-0.00016807823961495033,8.354933924797152e-06,-0.029554425867558288,0.001034464008465483,0.0,1.0,0.000708742446412913,negative,0.25552017521292386
minimal118,substitution_within_exposed,wgi_regulatory_quality_score,0.005018860549573156,0.0002670047448563449,0.0001260571999467924,-0.0014196636965809494,-0.024311091117725756,0.0009032672503660337,0.0,1.0,0.000523329299918436,negative,0.16428591155780206
minimal118,both_within_exposed,goods_trade_openness,0.0030995848427112374,0.00010038259382445025,0.00018096876523817656,3.994735592980377e-05,-0.0045913118919389375,0.000644664706849477,0.0,1.0,0.0001967498838959225,negative,0.14665941749188405
minimal118,both_within_exposed,internet_users_pct,0.003655323952464343,0.00018226984279467442,-0.00019861509708910327,-0.0007608028907107433,0.009609634085695536,0.0014150404543742806,1.0,0.0,0.0003572488918775619,positive,0.17295467258241934
minimal118,both_within_exposed,log_gdp_per_capita,0.007555066962879711,0.00024129195139066268,-0.00043408806612841395,-0.0014471539258546873,0.021860668580454466,0.0011155759757469005,1.0,0.0,0.00047293222472569884,positive,0.357474234813627
minimal118,both_within_exposed,wgi_government_effectiveness_score,0.003968753000991125,0.0001959905582980308,0.00022916608776237722,0.0015078437158438612,0.027137449421048305,0.0008974464543812811,1.0,0.0,0.00038414149426414037,positive,0.1877848269465003
minimal118,both_within_exposed,wgi_regulatory_quality_score,0.002855848861124241,0.0001383199584437229,0.00016757812648868965,-8.376819350463186e-05,0.013668069207358089,0.000939194099465668,1.0,0.0,0.0002711071185496969,positive,0.13512684816556939
minimal118,augmentation_within_exposed,goods_trade_openness,0.0009550413898388333,4.9694598400896924e-05,1.4898083357282606e-05,-2.2195322113484418e-05,0.0028892729140845906,0.00024783019681866276,1.0,0.0,9.740141286575796e-05,positive,0.04539675328841338
minimal118,augmentation_within_exposed,internet_users_pct,0.0051634173882965624,0.00010312344327340134,0.0004112013146972793,0.002581020464332141,0.007169492938817442,0.0006937404774874858,1.0,0.0,0.00020212194881586663,positive,0.24543688660567795
minimal118,augmentation_within_exposed,log_gdp_per_capita,0.006684111129141255,0.00020542284587020886,-0.00042419895144646077,0.0040340998043982305,0.024805516045678603,0.0009517547634136863,1.0,0.0,0.0004026287779056094,positive,0.3177212496865396
minimal118,augmentation_within_exposed,wgi_government_effectiveness_score,0.0033580661289783287,8.430555936371417e-05,0.00041502347352760747,0.0002076119721596184,0.0010301783665818314,0.0008120583932009095,0.8,0.2,0.00016523889635287978,positive,0.15962166792491814
minimal118,augmentation_within_exposed,wgi_regulatory_quality_score,0.004877022400930848,0.00012032194985520587,-0.0003495873647816403,0.0006587881221847857,0.017667718018767275,0.0004390572687814301,1.0,0.0,0.0002358310217162035,positive,0.23182344249445086
