spec,outcome,variable,mean_abs_shap,mean_abs_shap_sd,mean_shap,median_shap,median_ale_delta,ale_delta_sd,positive_ale_share,negative_ale_share,mean_abs_shap_ci,direction_flag,mean_abs_shap_share
main68,both_within_exposed,pwt_log_real_capital_stock_per_worker,0.003954564383632309,9.756333973902467e-05,0.00012975406996238971,0.002330842226490053,-0.012405054850666824,0.0003500281094236582,0.0,1.0,0.00019122414588848837,negative,0.265789226298609
main68,both_within_exposed,wgi_government_effectiveness_score,0.0014543217063490148,0.00015737916657222338,0.00013724988279660582,-0.0006401001830216638,-0.0004831740617767266,0.0003398108214014536,0.0,1.0,0.0003084631664815578,negative,0.09774604826758028
main68,both_within_exposed,wgi_regulatory_quality_score,0.0016619751492389805,0.00011602498474063753,3.52263853437906e-05,-0.00013674347685550003,0.0051139462269072355,0.0006627088945360761,1.0,0.0,0.00022740897009164955,positive,0.11170259128212894
main68,augmentation_within_exposed,barro_lee_years_schooling_15_64,0.00044147601118761214,5.1650132105817186e-05,3.8431586875811774e-05,0.0001258870859645387,0.0008332536273993813,0.00042977687866952417,1.0,0.0,0.00010123425892740168,positive,0.026162816899081537
main68,augmentation_within_exposed,goods_trade_openness,0.0007181916139180864,2.3913619223531608e-05,1.7896475214161888e-05,0.0002535435968208887,0.0027048459988754186,0.000335504207457871,1.0,0.0,4.687069367812195e-05,positive,0.04256157801835734
main68,augmentation_within_exposed,gross_fixed_capital_formation_pct_gdp,0.0013792507377587996,0.00011780794719558514,2.972395759644489e-05,-0.000779434850196448,-0.003984521920965015,0.0003634410015880871,0.0,1.0,0.00023090357650334687,negative,0.08173736193011782
main68,augmentation_within_exposed,internet_users_pct,0.0012101910118737513,5.846377016933942e-05,0.00020528216744236763,0.00010069283725784926,0.0036133114588557695,0.0004856540911888785,1.0,0.0,0.00011458898953190526,positive,0.07171851936279251
main68,augmentation_within_exposed,log_gdp_per_capita,0.0012743901489323975,3.2862671712667535e-05,-4.3550200732877174e-05,0.00024476869437242585,0.006419049253012142,0.0004305615442906826,1.0,0.0,6.441083655682837e-05,positive,0.0755230981516287
main68,augmentation_within_exposed,pwt_human_capital_index,0.0006647698296862682,6.262571636788473e-05,3.718287650531713e-05,0.00020861835780666016,0.003509660198167963,0.0004046680714073145,1.0,0.0,0.00012274640408105407,positive,0.039395688312324505
main68,augmentation_within_exposed,pwt_log_real_capital_stock_per_worker,0.008322936431519325,0.0001344837458448503,-0.0003221585265918162,0.0010541840391169448,0.02134926479547192,0.00034188661328236387,1.0,0.0,0.0002635881418559066,positive,0.4932350940989142
main68,augmentation_within_exposed,wgi_government_effectiveness_score,0.0011864552562824786,5.34764076904873e-05,-3.165827084219951e-05,-3.140107450008707e-05,0.0038461489708862422,0.0004577930959627366,1.0,0.0,0.0001048137590733551,positive,0.07031188749207029
main68,augmentation_within_exposed,wgi_regulatory_quality_score,0.0016765162651507734,0.0001511678969553569,-9.265433448873917e-05,6.920641179728529e-05,0.00611011675258872,0.0009288711335056931,1.0,0.0,0.0002962890780324995,positive,0.09935395573471309
lean90,share_exposed,barro_lee_years_schooling_15_64,0.01633785277965013,0.0011318334785476224,0.001112433432490141,0.011834851489217672,0.0665244644667053,0.0028759594419431995,1.0,0.0,0.00221839361795334,positive,0.1236903983011
lean90,share_exposed,goods_trade_openness,0.0009362813872923703,0.00017403974773344433,0.00019470047839336628,0.0005366464794033472,0.0024282257216035183,0.0012417248104996841,1.0,0.0,0.00034111790555755087,positive,0.007088386661210921
lean90,share_exposed,internet_users_pct,0.0370189272654982,0.002012765914555048,0.00018895838385863442,0.026347340051924618,0.10415108424722708,0.0029513955457006725,1.0,0.0,0.003945021192527895,positive,0.28026240166958943
lean90,share_exposed,log_gdp_per_capita,0.04132324435369931,0.0023753106036269547,-2.535100816673014e-05,0.013559854638604794,0.13720904320639343,0.0026504560954665334,1.0,0.0,0.004655608783108831,positive,0.3128494681730267
lean90,share_exposed,wgi_government_effectiveness_score,0.020203630740465363,0.00019709996169088942,0.00016089814543646311,0.006803508785217191,0.0762616180675421,0.0017503417840896303,1.0,0.0,0.00038631592491414324,positive,0.15295737861765846
lean90,share_exposed,wgi_regulatory_quality_score,0.01626673312643297,0.001083133311899242,-0.0013722308439326459,0.003225481176990603,0.046706219848591767,0.003204669287743704,1.0,0.0,0.002122941291322514,positive,0.12315196657741452
lean90,substitution_share,barro_lee_years_schooling_15_64,0.007016741515271334,0.0003583094572643213,0.0006454778901329915,0.0048785968852136695,0.026202807896694647,0.0007651987945033917,1.0,0.0,0.0007022865362380698,positive,0.14273843608772321
lean90,substitution_share,goods_trade_openness,0.00036457925254445407,5.0918885389610494e-05,0.00014404867901145064,0.00011447282541016221,-0.00038370450080128034,0.000194167989900816,0.0,1.0,9.980101536363657e-05,negative,0.007416472763741834
lean90,substitution_share,internet_users_pct,0.015873730141502992,0.0007608673594881333,0.00033901032535909583,0.010570785265333397,0.040711406634821694,0.0014273195207566381,1.0,0.0,0.0014913000245967412,positive,0.3229121965438502
lean90,substitution_share,log_gdp_per_capita,0.013720741506000283,0.0008017774909649153,-6.943038414866082e-05,0.0013402380327801583,0.04526107215843159,0.000944141707485004,1.0,0.0,0.0015714838822912338,positive,0.2791149111404397
lean90,substitution_share,wgi_government_effectiveness_score,0.0060194086275578585,0.0001536810435738698,-0.0004120551139831149,-0.0009641488278981954,0.02351286429648032,0.00052249918224402,1.0,0.0,0.0003012148454047848,positive,0.12245013897128462
lean90,substitution_share,wgi_regulatory_quality_score,0.006162837307487467,0.00023728191543222513,-0.0005244581665636128,0.0016404007158610282,0.014794399848873915,0.0009572027001814922,1.0,0.0,0.00046507255424716126,positive,0.1253678444929604
lean90,both_share,barro_lee_years_schooling_15_64,0.008009427620365234,0.0004927172136675888,0.0006018796705230614,0.005805411677415842,0.03367437701098695,0.0015796840661301051,1.0,0.0,0.0009657257387884739,positive,0.11469581988760429
lean90,both_share,goods_trade_openness,0.000527324684740992,9.010659176804339e-05,0.00011794179280101669,0.0003030359427836339,0.002063515484536534,0.00038358636498951186,1.0,0.0,0.00017660891986536503,positive,0.0075513432332612205
lean90,both_share,internet_users_pct,0.01890157952584507,0.001066316460847312,-0.00015006329506454436,0.014290006696629493,0.056515021461458,0.0022882002589410208,1.0,0.0,0.0020899802632607313,positive,0.2706725453608252
