spec,outcome,variable,permutation_importance_mean,permutation_importance_sd,baseline_r2_mean,baseline_r2_sd,permutation_importance_ci,permutation_importance_share_positive,median_ale_delta,ale_delta_sd,positive_ale_share,negative_ale_share,direction_flag
minimal118,substitution_within_exposed,goods_trade_openness,0.0453814157178973,0.006488126315941369,0.7892983953697457,0.0,0.012716727579245083,0.05945379750311612,-0.00256252214712093,0.000635761323998628,0.0,1.0,negative
minimal118,both_within_exposed,log_gdp_per_capita,0.3351950138596034,0.04129157624518266,0.6772203557337461,0.0,0.08093148944055802,0.40759122017792193,0.021860668580454466,0.0011155759757469005,1.0,0.0,positive
minimal118,both_within_exposed,wgi_government_effectiveness_score,0.15494425109202226,0.023891914554529495,0.6772203557337461,0.0,0.04682815252687781,0.18840947433843308,0.027137449421048305,0.0008974464543812811,1.0,0.0,positive
minimal118,both_within_exposed,wgi_regulatory_quality_score,0.09645134092161728,0.016736837771318132,0.6772203557337461,0.0,0.03280420203178354,0.11728312805543366,0.013668069207358089,0.000939194099465668,1.0,0.0,positive
minimal118,both_within_exposed,internet_users_pct,0.13733907046247712,0.01926442542739414,0.6772203557337461,0.0,0.037758273837692514,0.16700188544973152,0.009609634085695536,0.0014150404543742806,1.0,0.0,positive
minimal118,both_within_exposed,goods_trade_openness,0.09845068238075065,0.017409283919329534,0.6772203557337461,0.0,0.034122196481885886,0.11971429197847998,-0.0045913118919389375,0.000644664706849477,0.0,1.0,negative
minimal118,augmentation_within_exposed,log_gdp_per_capita,0.23315971731439017,0.03665447822441177,0.6673733198352303,0.0,0.07184277731984708,0.3017773867600316,0.024805516045678603,0.0009517547634136863,1.0,0.0,positive
minimal118,augmentation_within_exposed,wgi_government_effectiveness_score,0.1455933827994185,0.017458560094345866,0.6673733198352303,0.0,0.03421877778491789,0.1884407439537145,0.0010301783665818314,0.0008120583932009095,0.8,0.2,positive
minimal118,augmentation_within_exposed,wgi_regulatory_quality_score,0.20608134695497538,0.030430873165678433,0.6673733198352303,0.0,0.059644511404729726,0.26672999547431503,0.017667718018767275,0.0004390572687814301,1.0,0.0,positive
minimal118,augmentation_within_exposed,internet_users_pct,0.14281463780737905,0.025953031518051443,0.6673733198352303,0.0,0.05086794177538083,0.18484422903325984,0.007169492938817442,0.0006937404774874858,1.0,0.0,positive
minimal118,augmentation_within_exposed,goods_trade_openness,0.044972481695340585,0.006914707832392379,0.6673733198352303,0.0,0.013552827351489062,0.05820764477867901,0.0028892729140845906,0.00024783019681866276,1.0,0.0,positive
